id,heroId,name,nextQua,nextName,mark,advLvl,value,maxValue,show,qua,level,apt,jobType,sexTyp,tagTyp,atkTyp,hp,atk,pdd,mdd,hit,miss,criPrb,criRes,criCoe,coeRes,ctrPrb,atkID,a_sklID,p1_sklID,p2_sklID,p3_sklID,d_sklID,mat1Id,amount1,mat2Id,amount2,mat3Id,amount3,costCoin,speed
4103315,41033,雷横+1,3,雷横+2,1,15,2,3,紫色品质解锁技能|65033,3,24,12,4,0,1,1,3328,438,156,156,1,0.03,0.02,0,1.2,0,0.08,61033,62033,63033,64033,-1,-1,72124,5,72224,5,72324,5,5204,30
4103316,41033,雷横+2,4,雷横,2,16,0,3,紫色品质解锁技能|65033,3,30,12,4,0,1,1,3601,474,169,169,1,0.03,0.02,0,1.2,0,0.08,61033,62033,63033,64033,-1,-1,72127,8,72227,8,72327,8,6136,32
4103317,41033,雷横+2,4,雷横,2,17,1,3,紫色品质解锁技能|65033,3,30,12,4,0,1,1,3874,510,182,182,1,0.03,0.02,0,1.2,0,0.08,61033,62033,63033,64033,-1,-1,72127,8,72227,8,72327,8,8581,34
4103318,41033,雷横+2,4,雷横,2,18,2,3,紫色品质解锁技能|65033,3,30,12,4,0,1,1,4148,546,195,195,1,0.03,0.02,0,1.2,0,0.08,61033,62033,63033,64033,-1,-1,72127,8,72227,8,72327,8,11353,36
4103319,41033,雷横,4,雷横+1,0,19,0,3,橙色品质强化技能|64133,4,35,12,4,0,1,1,5339,702,250,250,1,0.03,0.02,0,1.2,0,0.08,61033,62033,63033,64033,65033,-1,72131,14,72231,14,72331,14,14450,38
4103320,41033,雷横,4,雷横+1,0,20,1,3,橙色品质强化技能|64133,4,35,12,4,0,1,1,5786,761,271,271,1,0.03,0.02,0,1.2,0,0.08,61033,62033,63033,64033,65033,-1,72131,14,72231,14,72331,14,17851,40
4103321,41033,雷横,4,雷横+1,0,21,2,3,橙色品质强化技能|64133,4,35,12,4,0,1,1,6233,820,292,292,1,0.03,0.02,0,1.2,0,0.08,61033,62033,63033,64033,65033,-1,72131,16,72231,16,72331,16,22089,42
4103322,41033,雷横+1,4,雷横+2,1,22,0,3,橙色品质强化技能|64133,4,40,12,4,0,1,1,6730,885,315,315,1,0.03,0.02,0,1.2,0,0.08,61033,62033,63033,64033,65033,-1,72134,16,72234,16,72334,16,28075,44
4103323,41033,雷横+1,4,雷横+2,1,23,1,3,橙色品质强化技能|64133,4,40,12,4,0,1,1,7227,951,339,339,1,0.03,0.02,0,1.2,0,0.08,61033,62033,63033,64033,65033,-1,72134,16,72234,16,72334,16,34573,46
4103324,41033,雷横+1,4,雷横+2,1,24,2,3,橙色品质强化技能|64133,4,40,12,4,0,1,1,7723,1016,362,362,1,0.03,0.02,0,1.2,0,0.08,61033,62033,63033,64033,65033,-1,72134,18,72234,18,72334,18,41606,48
4103325,41033,雷横+2,5,雷横,2,25,0,3,橙色品质强化技能|64133,4,45,12,4,0,1,1,8270,1088,387,387,1,0.03,0.02,0,1.2,0,0.08,61033,62033,63033,64033,65033,-1,72137,18,72237,18,72337,18,49199,50
4103326,41033,雷横+2,5,雷横,2,26,1,3,橙色品质强化技能|64133,4,45,12,4,0,1,1,8816,1160,413,413,1,0.03,0.02,0,1.2,0,0.08,61033,62033,63033,64033,65033,-1,72137,18,72237,18,72337,18,58165,52
4103327,41033,雷横+2,5,雷横,2,27,2,3,橙色品质强化技能|64133,4,50,12,4,0,1,1,9362,1231,439,439,1,0.03,0.02,0,1.2,0,0.08,61033,62033,63033,64033,65033,-1,72137,35,72237,35,72337,35,69810,54
4103328,41033,雷横,5,雷横+1,0,28,0,3,红色品质强化技能|64233,5,55,12,4,0,1,1,10430,1372,489,489,1,0.03,0.02,0,1.2,0,0.08,61033,62033,63033,64133,65033,-1,72141,70,72241,70,72341,70,82224,56
4103329,41033,雷横,5,雷横+1,0,29,1,3,红色品质强化技能|64233,5,55,12,4,0,1,1,11026,1450,516,516,1,0.03,0.02,0,1.2,0,0.08,61033,62033,63033,64133,65033,-1,72141,70,72241,70,72341,70,95545,58
4103330,41033,雷横,5,雷横+1,0,30,2,3,红色品质强化技能|64233,5,55,12,4,0,1,1,11622,1529,544,544,1,0.03,0.02,0,1.2,0,0.08,61033,62033,63033,64133,65033,-1,72141,75,72241,75,72341,75,109799,60
4103331,41033,雷横+1,5,雷横+2,1,31,0,3,红色品质强化技能|64233,5,60,12,4,0,1,1,12268,1613,575,575,1,0.03,0.02,0,1.2,0,0.08,61033,62033,63033,64133,65033,-1,72144,75,72244,75,72344,75,126008,62
4103332,41033,雷横+1,5,雷横+2,1,32,1,3,红色品质强化技能|64233,5,60,12,4,0,1,1,12913,1698,605,605,1,0.03,0.02,0,1.2,0,0.08,61033,62033,63033,64133,65033,-1,72144,75,72244,75,72344,75,146107,64
4103333,41033,雷横+1,5,雷横+2,1,33,2,3,红色品质强化技能|64233,5,60,12,4,0,1,1,13559,1783,635,635,1,0.03,0.02,0,1.2,0,0.08,61033,62033,63033,64133,65033,-1,72144,82,72244,82,72344,82,167348,66
4103334,41033,雷横+2,5,雷横+3,2,34,0,3,红色品质强化技能|64233,5,65,12,4,0,1,1,14254,1875,668,668,1,0.03,0.02,0,1.2,0,0.08,61033,62033,63033,64133,65033,-1,72147,82,72247,82,72347,82,189892,68
4103335,41033,雷横+2,5,雷横+3,2,35,1,3,红色品质强化技能|64233,5,65,12,4,0,1,1,14950,1966,700,700,1,0.03,0.02,0,1.2,0,0.08,61033,62033,63033,64133,65033,-1,72147,82,72247,82,72347,82,213788,70
4103336,41033,雷横+2,5,雷横+3,2,36,2,3,红色品质强化技能|64233,5,65,12,4,0,1,1,15645,2057,733,733,1,0.03,0.02,0,1.2,0,0.08,61033,62033,63033,64133,65033,-1,72147,88,72247,88,72347,88,241107,72
4103337,41033,雷横+3,6,雷横,3,37,0,4,红色品质强化技能|64233,5,70,12,4,0,1,1,16390,2155,768,768,1,0.03,0.02,0,1.2,0,0.08,61033,62033,63033,64133,65033,-1,72150,88,72250,88,72350,88,276460,74
4103338,41033,雷横+3,6,雷横,3,38,1,4,红色品质强化技能|64233,5,70,12,4,0,1,1,17135,2253,802,802,1,0.03,0.02,0,1.2,0,0.08,61033,62033,63033,64133,65033,-1,72150,88,72250,88,72350,88,313794,76
4103339,41033,雷横+3,6,雷横,3,39,2,4,红色品质强化技能|64233,5,70,12,4,0,1,1,17880,2351,837,837,1,0.03,0.02,0,1.2,0,0.08,61033,62033,63033,64133,65033,-1,72150,88,72250,88,72350,88,353107,78
4103340,41033,雷横+3,6,雷横,3,40,3,4,红色品质强化技能|64233,5,75,12,4,0,1,1,18625,2449,872,872,1,0.03,0.02,0,1.2,0,0.08,61033,62033,63033,64133,65033,-1,72150,146,72250,146,72350,146,394447,80
4103341,41033,雷横,6,雷横,0,41,-1,-1,已觉醒至最高品质,6,75,12,4,0,1,1,19866,2613,930,930,1,0.03,0.02,0,1.2,0,0.08,61033,62033,63033,64233,65033,-1,-1,-1,-1,-1,-1,-1,-1,82
4103201,41032,索超,2,索超,0,1,0,3,绿色品质解锁技能|63032,1,1,12,4,0,1,2,0,0,0,0,1,0.03,0.02,0,1.2,0,0.08,61032,62032,-1,-1,-1,-1,72101,1,72201,1,72301,1,210,2
4103202,41032,索超,2,索超,0,2,1,3,绿色品质解锁技能|63032,1,1,12,4,0,1,2,142,19,7,7,1,0.03,0.02,0,1.2,0,0.08,61032,62032,-1,-1,-1,-1,72101,1,72201,1,72301,1,466,4
4103203,41032,索超,2,索超,0,3,2,3,绿色品质解锁技能|63032,1,1,12,4,0,1,2,283,38,14,14,1,0.03,0.02,0,1.2,0,0.08,61032,62032,-1,-1,-1,-1,72101,1,72201,1,72301,1,536,6
4103204,41032,索超,2,索超+1,0,4,0,3,蓝色品质解锁技能|64032,2,5,12,4,0,1,2,565,76,27,27,1,0.03,0.02,0,1.2,0,0.08,61032,62032,63032,-1,-1,-1,72111,2,72211,2,72311,2,606,8
4103205,41032,索超,2,索超+1,0,5,1,3,蓝色品质解锁技能|64032,2,5,12,4,0,1,2,730,98,35,35,1,0.03,0.02,0,1.2,0,0.08,61032,62032,63032,-1,-1,-1,72111,2,72211,2,72311,2,676,10
4103206,41032,索超,2,索超+1,0,6,2,3,蓝色品质解锁技能|64032,2,7,12,4,0,1,2,895,119,43,43,1,0.03,0.02,0,1.2,0,0.08,61032,62032,63032,-1,-1,-1,72111,2,72211,2,72311,2,722,12
4103207,41032,索超+1,3,索超,1,7,0,3,蓝色品质解锁技能|64032,2,10,12,4,0,1,2,1083,144,52,52,1,0.03,0.02,0,1.2,0,0.08,61032,62032,63032,-1,-1,-1,72114,2,72214,2,72314,2,886,14
4103208,41032,索超+1,3,索超,1,8,1,3,蓝色品质解锁技能|64032,2,10,12,4,0,1,2,1271,169,61,61,1,0.03,0.02,0,1.2,0,0.08,61032,62032,63032,-1,-1,-1,72114,2,72214,2,72314,2,1072,16
4103209,41032,索超+1,3,索超,1,9,2,3,蓝色品质解锁技能|64032,2,15,12,4,0,1,2,1459,195,70,70,1,0.03,0.02,0,1.2,0,0.08,61032,62032,63032,-1,-1,-1,72114,2,72214,2,72314,2,1281,18
4103210,41032,索超,3,索超+1,0,10,0,3,紫色品质解锁技能|65032,3,17,12,4,0,1,2,2024,270,96,96,1,0.03,0.02,0,1.2,0,0.08,61032,62032,63032,64032,-1,-1,72121,3,72221,3,72321,3,1514,20
4103211,41032,索超,3,索超+1,0,11,1,3,紫色品质解锁技能|65032,3,17,12,4,0,1,2,2236,298,106,106,1,0.03,0.02,0,1.2,0,0.08,61032,62032,63032,64032,-1,-1,72121,3,72221,3,72321,3,2661,22
4103212,41032,索超,3,索超+1,0,12,2,3,紫色品质解锁技能|65032,3,17,12,4,0,1,2,2448,326,116,116,1,0.03,0.02,0,1.2,0,0.08,61032,62032,63032,64032,-1,-1,72121,3,72221,3,72321,3,3877,24
4103213,41032,索超+1,3,索超+2,1,13,0,3,紫色品质解锁技能|65032,3,24,12,4,0,1,2,2683,357,128,128,1,0.03,0.02,0,1.2,0,0.08,61032,62032,63032,64032,-1,-1,72124,5,72224,5,72324,5,4273,26
4103214,41032,索超+1,3,索超+2,1,14,1,3,紫色品质解锁技能|65032,3,24,12,4,0,1,2,2918,389,139,139,1,0.03,0.02,0,1.2,0,0.08,61032,62032,63032,64032,-1,-1,72124,5,72224,5,72324,5,4692,28
4103215,41032,索超+1,3,索超+2,1,15,2,3,紫色品质解锁技能|65032,3,24,12,4,0,1,2,3153,420,150,150,1,0.03,0.02,0,1.2,0,0.08,61032,62032,63032,64032,-1,-1,72124,5,72224,5,72324,5,5204,30
4103216,41032,索超+2,4,索超,2,16,0,3,紫色品质解锁技能|65032,3,30,12,4,0,1,2,3412,454,162,162,1,0.03,0.02,0,1.2,0,0.08,61032,62032,63032,64032,-1,-1,72127,8,72227,8,72327,8,6136,32
4103217,41032,索超+2,4,索超,2,17,1,3,紫色品质解锁技能|65032,3,30,12,4,0,1,2,3671,489,174,174,1,0.03,0.02,0,1.2,0,0.08,61032,62032,63032,64032,-1,-1,72127,8,72227,8,72327,8,8581,34
4103218,41032,索超+2,4,索超,2,18,2,3,紫色品质解锁技能|65032,3,30,12,4,0,1,2,3930,523,187,187,1,0.03,0.02,0,1.2,0,0.08,61032,62032,63032,64032,-1,-1,72127,8,72227,8,72327,8,11353,36
4103219,41032,索超,4,索超+1,0,19,0,3,橙色品质强化技能|64132,4,35,12,4,0,1,2,5059,673,240,240,1,0.03,0.02,0,1.2,0,0.08,61032,62032,63032,64032,65032,-1,72131,14,72231,14,72331,14,14450,38
4103220,41032,索超,4,索超+1,0,20,1,3,橙色品质强化技能|64132,4,35,12,4,0,1,2,5483,730,260,260,1,0.03,0.02,0,1.2,0,0.08,61032,62032,63032,64032,65032,-1,72131,14,72231,14,72331,14,17851,40
4103221,41032,索超,4,索超+1,0,21,2,3,橙色品质强化技能|64132,4,35,12,4,0,1,2,5906,786,280,280,1,0.03,0.02,0,1.2,0,0.08,61032,62032,63032,64032,65032,-1,72131,16,72231,16,72331,16,22089,42
4103222,41032,索超+1,4,索超+2,1,22,0,3,橙色品质强化技能|64132,4,40,12,4,0,1,2,6377,849,303,303,1,0.03,0.02,0,1.2,0,0.08,61032,62032,63032,64032,65032,-1,72134,16,72234,16,72334,16,28075,44
4103223,41032,索超+1,4,索超+2,1,23,1,3,橙色品质强化技能|64132,4,40,12,4,0,1,2,6847,911,325,325,1,0.03,0.02,0,1.2,0,0.08,61032,62032,63032,64032,65032,-1,72134,16,72234,16,72334,16,34573,46
4103224,41032,索超+1,4,索超+2,1,24,2,3,橙色品质强化技能|64132,4,40,12,4,0,1,2,7318,974,347,347,1,0.03,0.02,0,1.2,0,0.08,61032,62032,63032,64032,65032,-1,72134,18,72234,18,72334,18,41606,48
4103225,41032,索超+2,5,索超,2,25,0,3,橙色品质强化技能|64132,4,45,12,4,0,1,2,7836,1043,372,372,1,0.03,0.02,0,1.2,0,0.08,61032,62032,63032,64032,65032,-1,72137,18,72237,18,72337,18,49199,50
4103226,41032,索超+2,5,索超,2,26,1,3,橙色品质强化技能|64132,4,45,12,4,0,1,2,8353,1111,396,396,1,0.03,0.02,0,1.2,0,0.08,61032,62032,63032,64032,65032,-1,72137,18,72237,18,72337,18,58165,52
4103227,41032,索超+2,5,索超,2,27,2,3,橙色品质强化技能|64132,4,50,12,4,0,1,2,8871,1180,421,421,1,0.03,0.02,0,1.2,0,0.08,61032,62032,63032,64032,65032,-1,72137,35,72237,35,72337,35,69810,54
4103228,41032,索超,5,索超+1,0,28,0,3,红色品质强化技能|64232,5,55,12,4,0,1,2,9883,1315,469,469,1,0.03,0.02,0,1.2,0,0.08,61032,62032,63032,64132,65032,-1,72141,70,72241,70,72341,70,82224,56
4103229,41032,索超,5,索超+1,0,29,1,3,红色品质强化技能|64232,5,55,12,4,0,1,2,10447,1390,496,496,1,0.03,0.02,0,1.2,0,0.08,61032,62032,63032,64132,65032,-1,72141,70,72241,70,72341,70,95545,58
4103230,41032,索超,5,索超+1,0,30,2,3,红色品质强化技能|64232,5,55,12,4,0,1,2,11012,1465,522,522,1,0.03,0.02,0,1.2,0,0.08,61032,62032,63032,64132,65032,-1,72141,75,72241,75,72341,75,109799,60
4103231,41032,索超+1,5,索超+2,1,31,0,3,红色品质强化技能|64232,5,60,12,4,0,1,2,11624,1546,551,551,1,0.03,0.02,0,1.2,0,0.08,61032,62032,63032,64132,65032,-1,72144,75,72244,75,72344,75,126008,62
4103232,41032,索超+1,5,索超+2,1,32,1,3,红色品质强化技能|64232,5,60,12,4,0,1,2,12236,1628,580,580,1,0.03,0.02,0,1.2,0,0.08,61032,62032,63032,64132,65032,-1,72144,75,72244,75,72344,75,146107,64
4103233,41032,索超+1,5,索超+2,1,33,2,3,红色品质强化技能|64232,5,60,12,4,0,1,2,12847,1709,609,609,1,0.03,0.02,0,1.2,0,0.08,61032,62032,63032,64132,65032,-1,72144,82,72244,82,72344,82,167348,66
4103234,41032,索超+2,5,索超+3,2,34,0,3,红色品质强化技能|64232,5,65,12,4,0,1,2,13506,1797,641,641,1,0.03,0.02,0,1.2,0,0.08,61032,62032,63032,64132,65032,-1,72147,82,72247,82,72347,82,189892,68
4103235,41032,索超+2,5,索超+3,2,35,1,3,红色品质强化技能|64232,5,65,12,4,0,1,2,14165,1884,672,672,1,0.03,0.02,0,1.2,0,0.08,61032,62032,63032,64132,65032,-1,72147,82,72247,82,72347,82,213788,70
4103236,41032,索超+2,5,索超+3,2,36,2,3,红色品质强化技能|64232,5,65,12,4,0,1,2,14824,1972,703,703,1,0.03,0.02,0,1.2,0,0.08,61032,62032,63032,64132,65032,-1,72147,88,72247,88,72347,88,241107,72
4103237,41032,索超+3,6,索超,3,37,0,4,红色品质强化技能|64232,5,70,12,4,0,1,2,15530,2066,737,737,1,0.03,0.02,0,1.2,0,0.08,61032,62032,63032,64132,65032,-1,72150,88,72250,88,72350,88,276460,74
4103238,41032,索超+3,6,索超,3,38,1,4,红色品质强化技能|64232,5,70,12,4,0,1,2,16236,2160,770,770,1,0.03,0.02,0,1.2,0,0.08,61032,62032,63032,64132,65032,-1,72150,88,72250,88,72350,88,313794,76
4103239,41032,索超+3,6,索超,3,39,2,4,红色品质强化技能|64232,5,70,12,4,0,1,2,16941,2254,803,803,1,0.03,0.02,0,1.2,0,0.08,61032,62032,63032,64132,65032,-1,72150,88,72250,88,72350,88,353107,78
4103240,41032,索超+3,6,索超,3,40,3,4,红色品质强化技能|64232,5,75,12,4,0,1,2,17647,2348,837,837,1,0.03,0.02,0,1.2,0,0.08,61032,62032,63032,64132,65032,-1,72150,146,72250,146,72350,146,394447,80
4103241,41032,索超,6,索超,0,41,-1,-1,已觉醒至最高品质,6,75,12,4,0,1,2,18824,2504,893,893,1,0.03,0.02,0,1.2,0,0.08,61032,62032,63032,64232,65032,-1,-1,-1,-1,-1,-1,-1,-1,82
4101601,41016,杨志,2,杨志,0,1,0,3,绿色品质解锁技能|63016,1,1,13,2,1,2,2,0,0,0,0,1,0.02,0.03,0,1.25,0,0.05,61016,62016,-1,-1,-1,-1,72101,1,72201,1,72301,1,210,2
4101602,41016,杨志,2,杨志,0,2,1,3,绿色品质解锁技能|63016,1,1,13,2,1,2,2,115,42,7,7,1,0.02,0.03,0,1.25,0,0.05,61016,62016,-1,-1,-1,-1,72101,1,72201,1,72301,1,466,4
4101603,41016,杨志,2,杨志,0,3,2,3,绿色品质解锁技能|63016,1,1,13,2,1,2,2,229,84,13,13,1,0.02,0.03,0,1.25,0,0.05,61016,62016,-1,-1,-1,-1,72101,1,72201,1,72301,1,536,6
4101604,41016,杨志,2,杨志+1,0,4,0,3,蓝色品质解锁技能|64016,2,6,13,2,1,2,2,458,168,25,25,1,0.02,0.03,0,1.25,0,0.05,61016,62016,63016,-1,-1,-1,72111,2,72211,2,72311,2,606,8
4101605,41016,杨志,2,杨志+1,0,5,1,3,蓝色品质解锁技能|64016,2,6,13,2,1,2,2,591,217,33,33,1,0.02,0.03,0,1.25,0,0.05,61016,62016,63016,-1,-1,-1,72111,2,72211,2,72311,2,676,10
4101606,41016,杨志,2,杨志+1,0,6,2,3,蓝色品质解锁技能|64016,2,8,13,2,1,2,2,725,265,40,40,1,0.02,0.03,0,1.25,0,0.05,61016,62016,63016,-1,-1,-1,72111,2,72211,2,72311,2,722,12
4101607,41016,杨志+1,3,杨志,1,7,0,3,蓝色品质解锁技能|64016,2,11,13,2,1,2,2,877,321,48,48,1,0.02,0.03,0,1.25,0,0.05,61016,62016,63016,-1,-1,-1,72114,2,72214,2,72314,2,886,14
4101608,41016,杨志+1,3,杨志,1,8,1,3,蓝色品质解锁技能|64016,2,11,13,2,1,2,2,1029,377,56,56,1,0.02,0.03,0,1.25,0,0.05,61016,62016,63016,-1,-1,-1,72114,2,72214,2,72314,2,1072,16
4101609,41016,杨志+1,3,杨志,1,9,2,3,蓝色品质解锁技能|64016,2,16,13,2,1,2,2,1182,433,65,65,1,0.02,0.03,0,1.25,0,0.05,61016,62016,63016,-1,-1,-1,72114,2,72214,2,72314,2,1281,18
4101610,41016,杨志,3,杨志+1,0,10,0,3,紫色品质解锁技能|65016,3,18,13,2,1,2,2,1639,600,89,89,1,0.02,0.03,0,1.25,0,0.05,61016,62016,63016,64016,-1,-1,72121,3,72221,3,72321,3,1514,20
4101611,41016,杨志,3,杨志+1,0,11,1,3,紫色品质解锁技能|65016,3,18,13,2,1,2,2,1811,663,99,99,1,0.02,0.03,0,1.25,0,0.05,61016,62016,63016,64016,-1,-1,72121,3,72221,3,72321,3,2661,22
4101612,41016,杨志,3,杨志+1,0,12,2,3,紫色品质解锁技能|65016,3,18,13,2,1,2,2,1982,726,108,108,1,0.02,0.03,0,1.25,0,0.05,61016,62016,63016,64016,-1,-1,72121,3,72221,3,72321,3,3877,24
4101613,41016,杨志+1,3,杨志+2,1,13,0,3,紫色品质解锁技能|65016,3,25,13,2,1,2,2,2173,795,118,118,1,0.02,0.03,0,1.25,0,0.05,61016,62016,63016,64016,-1,-1,72124,5,72224,5,72324,5,4273,26
4101614,41016,杨志+1,3,杨志+2,1,14,1,3,紫色品质解锁技能|65016,3,25,13,2,1,2,2,2363,865,129,129,1,0.02,0.03,0,1.25,0,0.05,61016,62016,63016,64016,-1,-1,72124,5,72224,5,72324,5,4692,28
4101615,41016,杨志+1,3,杨志+2,1,15,2,3,紫色品质解锁技能|65016,3,25,13,2,1,2,2,2554,935,139,139,1,0.02,0.03,0,1.25,0,0.05,61016,62016,63016,64016,-1,-1,72124,5,72224,5,72324,5,5204,30
4101616,41016,杨志+2,4,杨志,2,16,0,3,紫色品质解锁技能|65016,3,31,13,2,1,2,2,2763,1012,150,150,1,0.02,0.03,0,1.25,0,0.05,61016,62016,63016,64016,-1,-1,72127,8,72227,8,72327,8,6136,32
4101617,41016,杨志+2,4,杨志,2,17,1,3,紫色品质解锁技能|65016,3,31,13,2,1,2,2,2973,1088,162,162,1,0.02,0.03,0,1.25,0,0.05,61016,62016,63016,64016,-1,-1,72127,8,72227,8,72327,8,8581,34
4101618,41016,杨志+2,4,杨志,2,18,2,3,紫色品质解锁技能|65016,3,31,13,2,1,2,2,3182,1165,173,173,1,0.02,0.03,0,1.25,0,0.05,61016,62016,63016,64016,-1,-1,72127,8,72227,8,72327,8,11353,36
4101619,41016,杨志,4,杨志+1,0,19,0,3,橙色品质强化技能|64116,4,36,13,2,1,2,2,4097,1500,223,223,1,0.02,0.03,0,1.25,0,0.05,61016,62016,63016,64016,65016,-1,72131,14,72231,14,72331,14,14450,38
4101620,41016,杨志,4,杨志+1,0,20,1,3,橙色品质强化技能|64116,4,36,13,2,1,2,2,4440,1625,241,241,1,0.02,0.03,0,1.25,0,0.05,61016,62016,63016,64016,65016,-1,72131,14,72231,14,72331,14,17851,40
4101621,41016,杨志,4,杨志+1,0,21,2,3,橙色品质强化技能|64116,4,36,13,2,1,2,2,4783,1751,260,260,1,0.02,0.03,0,1.25,0,0.05,61016,62016,63016,64016,65016,-1,72131,16,72231,16,72331,16,22089,42
4101622,41016,杨志+1,4,杨志+2,1,22,0,3,橙色品质强化技能|64116,4,41,13,2,1,2,2,5164,1890,281,281,1,0.02,0.03,0,1.25,0,0.05,61016,62016,63016,64016,65016,-1,72134,16,72234,16,72334,16,28075,44
4101623,41016,杨志+1,4,杨志+2,1,23,1,3,橙色品质强化技能|64116,4,41,13,2,1,2,2,5545,2029,301,301,1,0.02,0.03,0,1.25,0,0.05,61016,62016,63016,64016,65016,-1,72134,16,72234,16,72334,16,34573,46
4101624,41016,杨志+1,4,杨志+2,1,24,2,3,橙色品质强化技能|64116,4,41,13,2,1,2,2,5926,2169,322,322,1,0.02,0.03,0,1.25,0,0.05,61016,62016,63016,64016,65016,-1,72134,18,72234,18,72334,18,41606,48
4101625,41016,杨志+2,5,杨志,2,25,0,3,橙色品质强化技能|64116,4,46,13,2,1,2,2,6345,2322,345,345,1,0.02,0.03,0,1.25,0,0.05,61016,62016,63016,64016,65016,-1,72137,18,72237,18,72337,18,49199,50
4101626,41016,杨志+2,5,杨志,2,26,1,3,橙色品质强化技能|64116,4,46,13,2,1,2,2,6765,2476,367,367,1,0.02,0.03,0,1.25,0,0.05,61016,62016,63016,64016,65016,-1,72137,18,72237,18,72337,18,58165,52
4101627,41016,杨志+2,5,杨志,2,27,2,3,橙色品质强化技能|64116,4,51,13,2,1,2,2,7184,2629,390,390,1,0.02,0.03,0,1.25,0,0.05,61016,62016,63016,64016,65016,-1,72137,35,72237,35,72337,35,69810,54
4101628,41016,杨志,5,杨志+1,0,28,0,3,红色品质强化技能|64216,5,56,13,2,1,2,2,8003,2929,435,435,1,0.02,0.03,0,1.25,0,0.05,61016,62016,63016,64116,65016,-1,72141,70,72241,70,72341,70,82224,56
4101629,41016,杨志,5,杨志+1,0,29,1,3,红色品质强化技能|64216,5,56,13,2,1,2,2,8460,3096,459,459,1,0.02,0.03,0,1.25,0,0.05,61016,62016,63016,64116,65016,-1,72141,70,72241,70,72341,70,95545,58
4101630,41016,杨志,5,杨志+1,0,30,2,3,红色品质强化技能|64216,5,56,13,2,1,2,2,8918,3264,484,484,1,0.02,0.03,0,1.25,0,0.05,61016,62016,63016,64116,65016,-1,72141,75,72241,75,72341,75,109799,60
4101631,41016,杨志+1,5,杨志+2,1,31,0,3,红色品质强化技能|64216,5,61,13,2,1,2,2,9413,3445,511,511,1,0.02,0.03,0,1.25,0,0.05,61016,62016,63016,64116,65016,-1,72144,75,72244,75,72344,75,126008,62
4101632,41016,杨志+1,5,杨志+2,1,32,1,3,红色品质强化技能|64216,5,61,13,2,1,2,2,9908,3626,538,538,1,0.02,0.03,0,1.25,0,0.05,61016,62016,63016,64116,65016,-1,72144,75,72244,75,72344,75,146107,64
4101633,41016,杨志+1,5,杨志+2,1,33,2,3,红色品质强化技能|64216,5,61,13,2,1,2,2,10404,3807,565,565,1,0.02,0.03,0,1.25,0,0.05,61016,62016,63016,64116,65016,-1,72144,82,72244,82,72344,82,167348,66
4101634,41016,杨志+2,5,杨志+3,2,34,0,3,红色品质强化技能|64216,5,66,13,2,1,2,2,10937,4003,594,594,1,0.02,0.03,0,1.25,0,0.05,61016,62016,63016,64116,65016,-1,72147,82,72247,82,72347,82,189892,68
4101635,41016,杨志+2,5,杨志+3,2,35,1,3,红色品质强化技能|64216,5,66,13,2,1,2,2,11471,4198,623,623,1,0.02,0.03,0,1.25,0,0.05,61016,62016,63016,64116,65016,-1,72147,82,72247,82,72347,82,213788,70
4101636,41016,杨志+2,5,杨志+3,2,36,2,3,红色品质强化技能|64216,5,66,13,2,1,2,2,12004,4393,652,652,1,0.02,0.03,0,1.25,0,0.05,61016,62016,63016,64116,65016,-1,72147,88,72247,88,72347,88,241107,72
4101637,41016,杨志+3,6,杨志,3,37,0,4,红色品质强化技能|64216,5,71,13,2,1,2,2,12576,4602,683,683,1,0.02,0.03,0,1.25,0,0.05,61016,62016,63016,64116,65016,-1,72150,88,72250,88,72350,88,276460,74
4101638,41016,杨志+3,6,杨志,3,38,1,4,红色品质强化技能|64216,5,71,13,2,1,2,2,13148,4811,714,714,1,0.02,0.03,0,1.25,0,0.05,61016,62016,63016,64116,65016,-1,72150,88,72250,88,72350,88,313794,76
4101639,41016,杨志+3,6,杨志,3,39,2,4,红色品质强化技能|64216,5,71,13,2,1,2,2,13719,5021,745,745,1,0.02,0.03,0,1.25,0,0.05,61016,62016,63016,64116,65016,-1,72150,88,72250,88,72350,88,353107,78
4101640,41016,杨志+3,6,杨志,3,40,3,4,红色品质强化技能|64216,5,76,13,2,1,2,2,14291,5230,776,776,1,0.02,0.03,0,1.25,0,0.05,61016,62016,63016,64116,65016,-1,72150,146,72250,146,72350,146,394447,80
4101641,41016,杨志,6,杨志,0,41,-1,-1,已觉醒至最高品质,6,76,13,2,1,2,2,15243,5578,827,827,1,0.02,0.03,0,1.25,0,0.05,61016,62016,63016,64216,65016,-1,-1,-1,-1,-1,-1,-1,-1,82
4100301,41003,卢俊义,2,卢俊义,0,1,0,3,绿色品质解锁技能|63003,1,4,15,2,1,2,1,0,0,0,0,1,0.04,0.11,0,1.35,0,0.05,61003,62003,-1,-1,-1,-1,72101,1,72201,1,72301,1,210,2
4100302,41003,卢俊义,2,卢俊义,0,2,1,3,绿色品质解锁技能|63003,1,4,15,2,1,2,1,209,39,8,8,1,0.04,0.11,0,1.35,0,0.05,61003,62003,-1,-1,-1,-1,72101,1,72201,1,72301,1,466,4
4100303,41003,卢俊义,2,卢俊义,0,3,2,3,绿色品质解锁技能|63003,1,4,15,2,1,2,1,418,78,16,16,1,0.04,0.11,0,1.35,0,0.05,61003,62003,-1,-1,-1,-1,72101,1,72201,1,72301,1,536,6
