id,id2,hero,type,level,fateHero,value,hpCoe,atkCoe,pddCoe,mddCoe,skill,dec,nextDec,name
41011334,410114103334,41011,3,12,41033,34,0,0,0.26,0.26,-1,"获得雷横,防御+26%",觉醒至橙色+3 防御+28%,不分伯仲
41011337,410114103337,41011,3,13,41033,37,0,0,0.28,0.28,-1,"获得雷横,防御+28%",觉醒至红色 防御+30%,不分伯仲
41011341,410114103341,41011,3,14,41033,41,0,0,0.3,0.3,-1,"获得雷横,防御+30%",-1,不分伯仲
41011401,410114000001,41011,4,1,-1,1,0.1,0,0,0,-1,气血+10%,气血+10%,骐骥驰骋
41011501,410115000001,41011,5,1,-1,1,0,0.1,0,0,-1,攻击+10%,攻击+10%,了然于胸
41011599,410115999999,41011,6,1,-1,-1,0,0.0001,0,0,-1,激活天命，缘分等级+1,激活天命，缘分等级+1,挥戈退日
41012101,410120000101,41012,1,1,1,1,0.05,0,0,0,-1,-1,觉醒至绿色 气血+6%,坑爹的名字啊
41012104,410120000104,41012,1,2,1,4,0.06,0,0,0,-1,-1,觉醒至绿色+1 气血+8%,坑爹的名字啊
41012107,410120000107,41012,1,3,1,7,0.08,0,0,0,-1,-1,觉醒至蓝色 气血+10%,坑爹的名字啊
41012110,410120000110,41012,1,4,1,10,0.1,0,0,0,-1,-1,觉醒至蓝色+1 气血+12%,坑爹的名字啊
41012113,410120000113,41012,1,5,1,13,0.12,0,0,0,-1,-1,觉醒至蓝色+2 气血+14%,坑爹的名字啊
41012116,410120000116,41012,1,6,1,16,0.14,0,0,0,-1,-1,觉醒至紫色 气血+16%,坑爹的名字啊
41012119,410120000119,41012,1,7,1,19,0.16,0,0,0,-1,-1,觉醒至紫色+1 气血+18%,坑爹的名字啊
41012122,410120000122,41012,1,8,1,22,0.18,0,0,0,-1,-1,觉醒至紫色+2 气血+20%,坑爹的名字啊
41012125,410120000125,41012,1,9,1,25,0.2,0,0,0,-1,-1,觉醒至橙色 气血+22%,坑爹的名字啊
41012128,410120000128,41012,1,10,1,28,0.22,0,0,0,-1,-1,觉醒至橙色+1 气血+24%,坑爹的名字啊
41012131,410120000131,41012,1,11,1,31,0.24,0,0,0,-1,-1,觉醒至橙色+2 气血+26%,坑爹的名字啊
41012134,410120000134,41012,1,12,1,34,0.26,0,0,0,-1,-1,觉醒至橙色+3 气血+28%,坑爹的名字啊
41012137,410120000137,41012,1,13,1,37,0.28,0,0,0,-1,-1,觉醒至红色 气血+30%,坑爹的名字啊
41012141,410120000141,41012,1,14,1,41,0.3,0,0,0,-1,-1,-1,坑爹的名字啊
41012201,410120000201,41012,2,1,2,1,0,0.05,0,0,-1,-1,觉醒至绿色 攻击+6%,坑爹的名字啊
41012204,410120000204,41012,2,2,2,4,0,0.06,0,0,-1,-1,觉醒至绿色+1 攻击+8%,坑爹的名字啊
41012207,410120000207,41012,2,3,2,7,0,0.08,0,0,-1,-1,觉醒至蓝色 攻击+10%,坑爹的名字啊
41012210,410120000210,41012,2,4,2,10,0,0.1,0,0,-1,-1,觉醒至蓝色+1 攻击+12%,坑爹的名字啊
41012213,410120000213,41012,2,5,2,13,0,0.12,0,0,-1,-1,觉醒至蓝色+2 攻击+14%,坑爹的名字啊
41012216,410120000216,41012,2,6,2,16,0,0.14,0,0,-1,-1,觉醒至紫色 攻击+16%,坑爹的名字啊
41012219,410120000219,41012,2,7,2,19,0,0.16,0,0,-1,-1,觉醒至紫色+1 攻击+18%,坑爹的名字啊
41012222,410120000222,41012,2,8,2,22,0,0.18,0,0,-1,-1,觉醒至紫色+2 攻击+20%,坑爹的名字啊
41012225,410120000225,41012,2,9,2,25,0,0.2,0,0,-1,-1,觉醒至橙色 攻击+22%,坑爹的名字啊
41012228,410120000228,41012,2,10,2,28,0,0.22,0,0,-1,-1,觉醒至橙色+1 攻击+24%,坑爹的名字啊
41012231,410120000231,41012,2,11,2,31,0,0.24,0,0,-1,-1,觉醒至橙色+2 攻击+26%,坑爹的名字啊
41012234,410120000234,41012,2,12,2,34,0,0.26,0,0,-1,-1,觉醒至橙色+3 攻击+28%,坑爹的名字啊
41012237,410120000237,41012,2,13,2,37,0,0.28,0,0,-1,-1,觉醒至红色 攻击+30%,坑爹的名字啊
41012241,410120000241,41012,2,14,2,41,0,0.3,0,0,-1,-1,-1,坑爹的名字啊
41012301,410120000301,41012,3,1,3,1,0,0,0.05,0.04,-1,-1,觉醒至绿色 防御+6%,坑爹的名字啊
41012304,410120000304,41012,3,2,3,4,0,0,0.06,0.06,-1,-1,觉醒至绿色+1 防御+8%,坑爹的名字啊
41012307,410120000307,41012,3,3,3,7,0,0,0.08,0.08,-1,-1,觉醒至蓝色 防御+10%,坑爹的名字啊
41012310,410120000310,41012,3,4,3,10,0,0,0.1,0.1,-1,-1,觉醒至蓝色+1 防御+12%,坑爹的名字啊
41012313,410120000313,41012,3,5,3,13,0,0,0.12,0.12,-1,-1,觉醒至蓝色+2 防御+14%,坑爹的名字啊
41012316,410120000316,41012,3,6,3,16,0,0,0.14,0.14,-1,-1,觉醒至紫色 防御+16%,坑爹的名字啊
41012319,410120000319,41012,3,7,3,19,0,0,0.16,0.16,-1,-1,觉醒至紫色+1 防御+18%,坑爹的名字啊
41012322,410120000322,41012,3,8,3,22,0,0,0.18,0.18,-1,-1,觉醒至紫色+2 防御+20%,坑爹的名字啊
41012325,410120000325,41012,3,9,3,25,0,0,0.2,0.2,-1,-1,觉醒至橙色 防御+22%,坑爹的名字啊
41012328,410120000328,41012,3,10,3,28,0,0,0.22,0.22,-1,-1,觉醒至橙色+1 防御+24%,坑爹的名字啊
41012331,410120000331,41012,3,11,3,31,0,0,0.24,0.24,-1,-1,觉醒至橙色+2 防御+26%,坑爹的名字啊
41012334,410120000334,41012,3,12,3,34,0,0,0.26,0.26,-1,-1,觉醒至橙色+3 防御+28%,坑爹的名字啊
41012337,410120000337,41012,3,13,3,37,0,0,0.28,0.28,-1,-1,觉醒至红色 防御+30%,坑爹的名字啊
41012341,410120000341,41012,3,14,3,41,0,0,0.3,0.3,-1,-1,-1,坑爹的名字啊
41012401,410124000001,41012,4,1,-1,1,0.1,0,0,0,-1,气血+10%,气血+10%,骐骥驰骋
41012501,410125000001,41012,5,1,-1,1,0,0.1,0,0,-1,攻击+10%,攻击+10%,了然于胸
41012599,410125999999,41012,6,1,-1,-1,0,0.0001,0,0,-1,激活天命，缘分等级+1,激活天命，缘分等级+1,挥戈退日
41013101,410134100801,41013,1,1,41008,1,0.05,0,0,0,-1,"获得李逵,气血+5%",觉醒至绿色 气血+6%,志同道合
41013104,410134100804,41013,1,2,41008,4,0.06,0,0,0,-1,"获得李逵,气血+6%",觉醒至绿色+1 气血+8%,志同道合
41013107,410134100807,41013,1,3,41008,7,0.08,0,0,0,-1,"获得李逵,气血+8%",觉醒至蓝色 气血+10%,志同道合
41013110,410134100810,41013,1,4,41008,10,0.1,0,0,0,-1,"获得李逵,气血+10%",觉醒至蓝色+1 气血+12%,志同道合
41013113,410134100813,41013,1,5,41008,13,0.12,0,0,0,-1,"获得李逵,气血+12%",觉醒至蓝色+2 气血+14%,志同道合
41013116,410134100816,41013,1,6,41008,16,0.14,0,0,0,-1,"获得李逵,气血+14%",觉醒至紫色 气血+16%,志同道合
41013119,410134100819,41013,1,7,41008,19,0.16,0,0,0,-1,"获得李逵,气血+16%",觉醒至紫色+1 气血+18%,志同道合
41013122,410134100822,41013,1,8,41008,22,0.18,0,0,0,-1,"获得李逵,气血+18%",觉醒至紫色+2 气血+20%,志同道合
41013125,410134100825,41013,1,9,41008,25,0.2,0,0,0,-1,"获得李逵,气血+20%",觉醒至橙色 气血+22%,志同道合
41013128,410134100828,41013,1,10,41008,28,0.22,0,0,0,-1,"获得李逵,气血+22%",觉醒至橙色+1 气血+24%,志同道合
41013131,410134100831,41013,1,11,41008,31,0.24,0,0,0,-1,"获得李逵,气血+24%",觉醒至橙色+2 气血+26%,志同道合
41013134,410134100834,41013,1,12,41008,34,0.26,0,0,0,-1,"获得李逵,气血+26%",觉醒至橙色+3 气血+28%,志同道合
41013137,410134100837,41013,1,13,41008,37,0.28,0,0,0,-1,"获得李逵,气血+28%",觉醒至红色 气血+30%,志同道合
41013141,410134100841,41013,1,14,41008,41,0.3,0,0,0,-1,"获得李逵,气血+30%",-1,志同道合
41013201,410134104101,41013,2,1,41041,1,0,0.05,0,0,-1,"获得暴走阮小七,攻击+5%",觉醒至绿色 攻击+6%,救命之恩
41013204,410134104104,41013,2,2,41041,4,0,0.06,0,0,-1,"获得暴走阮小七,攻击+6%",觉醒至绿色+1 攻击+8%,救命之恩
41013207,410134104107,41013,2,3,41041,7,0,0.08,0,0,-1,"获得暴走阮小七,攻击+8%",觉醒至蓝色 攻击+10%,救命之恩
41013210,410134104110,41013,2,4,41041,10,0,0.1,0,0,-1,"获得暴走阮小七,攻击+10%",觉醒至蓝色+1 攻击+12%,救命之恩
41013213,410134104113,41013,2,5,41041,13,0,0.12,0,0,-1,"获得暴走阮小七,攻击+12%",觉醒至蓝色+2 攻击+14%,救命之恩
41013216,410134104116,41013,2,6,41041,16,0,0.14,0,0,-1,"获得暴走阮小七,攻击+14%",觉醒至紫色 攻击+16%,救命之恩
41013219,410134104119,41013,2,7,41041,19,0,0.16,0,0,-1,"获得暴走阮小七,攻击+16%",觉醒至紫色+1 攻击+18%,救命之恩
41013222,410134104122,41013,2,8,41041,22,0,0.18,0,0,-1,"获得暴走阮小七,攻击+18%",觉醒至紫色+2 攻击+20%,救命之恩
41013225,410134104125,41013,2,9,41041,25,0,0.2,0,0,-1,"获得暴走阮小七,攻击+20%",觉醒至橙色 攻击+22%,救命之恩
41013228,410134104128,41013,2,10,41041,28,0,0.22,0,0,-1,"获得暴走阮小七,攻击+22%",觉醒至橙色+1 攻击+24%,救命之恩
41013231,410134104131,41013,2,11,41041,31,0,0.24,0,0,-1,"获得暴走阮小七,攻击+24%",觉醒至橙色+2 攻击+26%,救命之恩
41013234,410134104134,41013,2,12,41041,34,0,0.26,0,0,-1,"获得暴走阮小七,攻击+26%",觉醒至橙色+3 攻击+28%,救命之恩
41013237,410134104137,41013,2,13,41041,37,0,0.28,0,0,-1,"获得暴走阮小七,攻击+28%",觉醒至红色 攻击+30%,救命之恩
41013241,410134104141,41013,2,14,41041,41,0,0.3,0,0,-1,"获得暴走阮小七,攻击+30%",-1,救命之恩
41013301,410134100701,41013,3,1,41007,1,0,0,0.05,0.04,-1,"获得刘唐,防御+5%",觉醒至绿色 防御+6%,生死之交
41013304,410134100704,41013,3,2,41007,4,0,0,0.06,0.06,-1,"获得刘唐,防御+6%",觉醒至绿色+1 防御+8%,生死之交
41013307,410134100707,41013,3,3,41007,7,0,0,0.08,0.08,-1,"获得刘唐,防御+8%",觉醒至蓝色 防御+10%,生死之交
41013310,410134100710,41013,3,4,41007,10,0,0,0.1,0.1,-1,"获得刘唐,防御+10%",觉醒至蓝色+1 防御+12%,生死之交
41013313,410134100713,41013,3,5,41007,13,0,0,0.12,0.12,-1,"获得刘唐,防御+12%",觉醒至蓝色+2 防御+14%,生死之交
41013316,410134100716,41013,3,6,41007,16,0,0,0.14,0.14,-1,"获得刘唐,防御+14%",觉醒至紫色 防御+16%,生死之交
41013319,410134100719,41013,3,7,41007,19,0,0,0.16,0.16,-1,"获得刘唐,防御+16%",觉醒至紫色+1 防御+18%,生死之交
41013322,410134100722,41013,3,8,41007,22,0,0,0.18,0.18,-1,"获得刘唐,防御+18%",觉醒至紫色+2 防御+20%,生死之交
41013325,410134100725,41013,3,9,41007,25,0,0,0.2,0.2,-1,"获得刘唐,防御+20%",觉醒至橙色 防御+22%,生死之交
41013328,410134100728,41013,3,10,41007,28,0,0,0.22,0.22,-1,"获得刘唐,防御+22%",觉醒至橙色+1 防御+24%,生死之交
41013331,410134100731,41013,3,11,41007,31,0,0,0.24,0.24,-1,"获得刘唐,防御+24%",觉醒至橙色+2 防御+26%,生死之交
41013334,410134100734,41013,3,12,41007,34,0,0,0.26,0.26,-1,"获得刘唐,防御+26%",觉醒至橙色+3 防御+28%,生死之交
41013337,410134100737,41013,3,13,41007,37,0,0,0.28,0.28,-1,"获得刘唐,防御+28%",觉醒至红色 防御+30%,生死之交
41013341,410134100741,41013,3,14,41007,41,0,0,0.3,0.3,-1,"获得刘唐,防御+30%",-1,生死之交
41013401,410134000001,41013,4,1,-1,1,0.1,0,0,0,-1,气血+10%,气血+10%,骐骥驰骋
41013501,410135000001,41013,5,1,-1,1,0,0.1,0,0,-1,攻击+10%,攻击+10%,了然于胸
41013601,410136000001,41013,6,1,-1,1,0,0.0001,0,0,神龙破|真·神龙破,激活天命，缘分等级+1,激活天命，缘分等级+1,挥戈退日
41014101,410144104101,41014,1,1,41041,1,0.05,0,0,0,-1,"获得暴走阮小七,气血+5%",觉醒至绿色 气血+6%,同进共退
41014104,410144104104,41014,1,2,41041,4,0.06,0,0,0,-1,"获得暴走阮小七,气血+6%",觉醒至绿色+1 气血+8%,同进共退
41014107,410144104107,41014,1,3,41041,7,0.08,0,0,0,-1,"获得暴走阮小七,气血+8%",觉醒至蓝色 气血+10%,同进共退
41014110,410144104110,41014,1,4,41041,10,0.1,0,0,0,-1,"获得暴走阮小七,气血+10%",觉醒至蓝色+1 气血+12%,同进共退
41014113,410144104113,41014,1,5,41041,13,0.12,0,0,0,-1,"获得暴走阮小七,气血+12%",觉醒至蓝色+2 气血+14%,同进共退
41014116,410144104116,41014,1,6,41041,16,0.14,0,0,0,-1,"获得暴走阮小七,气血+14%",觉醒至紫色 气血+16%,同进共退
41014119,410144104119,41014,1,7,41041,19,0.16,0,0,0,-1,"获得暴走阮小七,气血+16%",觉醒至紫色+1 气血+18%,同进共退
41014122,410144104122,41014,1,8,41041,22,0.18,0,0,0,-1,"获得暴走阮小七,气血+18%",觉醒至紫色+2 气血+20%,同进共退
41014125,410144104125,41014,1,9,41041,25,0.2,0,0,0,-1,"获得暴走阮小七,气血+20%",觉醒至橙色 气血+22%,同进共退
41014128,410144104128,41014,1,10,41041,28,0.22,0,0,0,-1,"获得暴走阮小七,气血+22%",觉醒至橙色+1 气血+24%,同进共退
41014131,410144104131,41014,1,11,41041,31,0.24,0,0,0,-1,"获得暴走阮小七,气血+24%",觉醒至橙色+2 气血+26%,同进共退
41014134,410144104134,41014,1,12,41041,34,0.26,0,0,0,-1,"获得暴走阮小七,气血+26%",觉醒至橙色+3 气血+28%,同进共退
41014137,410144104137,41014,1,13,41041,37,0.28,0,0,0,-1,"获得暴走阮小七,气血+28%",觉醒至红色 气血+30%,同进共退
41014141,410144104141,41014,1,14,41041,41,0.3,0,0,0,-1,"获得暴走阮小七,气血+30%",-1,同进共退
41014201,410144100301,41014,2,1,41003,1,0,0.05,0,0,-1,"获得卢俊义,攻击+5%",觉醒至绿色 攻击+6%,情同手足
41014204,410144100304,41014,2,2,41003,4,0,0.06,0,0,-1,"获得卢俊义,攻击+6%",觉醒至绿色+1 攻击+8%,情同手足
41014207,410144100307,41014,2,3,41003,7,0,0.08,0,0,-1,"获得卢俊义,攻击+8%",觉醒至蓝色 攻击+10%,情同手足
41014210,410144100310,41014,2,4,41003,10,0,0.1,0,0,-1,"获得卢俊义,攻击+10%",觉醒至蓝色+1 攻击+12%,情同手足
41014213,410144100313,41014,2,5,41003,13,0,0.12,0,0,-1,"获得卢俊义,攻击+12%",觉醒至蓝色+2 攻击+14%,情同手足
41014216,410144100316,41014,2,6,41003,16,0,0.14,0,0,-1,"获得卢俊义,攻击+14%",觉醒至紫色 攻击+16%,情同手足
41014219,410144100319,41014,2,7,41003,19,0,0.16,0,0,-1,"获得卢俊义,攻击+16%",觉醒至紫色+1 攻击+18%,情同手足
41014222,410144100322,41014,2,8,41003,22,0,0.18,0,0,-1,"获得卢俊义,攻击+18%",觉醒至紫色+2 攻击+20%,情同手足
41014225,410144100325,41014,2,9,41003,25,0,0.2,0,0,-1,"获得卢俊义,攻击+20%",觉醒至橙色 攻击+22%,情同手足
41014228,410144100328,41014,2,10,41003,28,0,0.22,0,0,-1,"获得卢俊义,攻击+22%",觉醒至橙色+1 攻击+24%,情同手足
41014231,410144100331,41014,2,11,41003,31,0,0.24,0,0,-1,"获得卢俊义,攻击+24%",觉醒至橙色+2 攻击+26%,情同手足
41014234,410144100334,41014,2,12,41003,34,0,0.26,0,0,-1,"获得卢俊义,攻击+26%",觉醒至橙色+3 攻击+28%,情同手足
41014237,410144100337,41014,2,13,41003,37,0,0.28,0,0,-1,"获得卢俊义,攻击+28%",觉醒至红色 攻击+30%,情同手足
41014241,410144100341,41014,2,14,41003,41,0,0.3,0,0,-1,"获得卢俊义,攻击+30%",-1,情同手足
41014301,410144104201,41014,3,1,41042,1,0,0,0.05,0.04,-1,"获得魅影潘金莲,防御+5%",觉醒至绿色 防御+6%,冷眼相待
41014304,410144104204,41014,3,2,41042,4,0,0,0.06,0.06,-1,"获得魅影潘金莲,防御+6%",觉醒至绿色+1 防御+8%,冷眼相待
41014307,410144104207,41014,3,3,41042,7,0,0,0.08,0.08,-1,"获得魅影潘金莲,防御+8%",觉醒至蓝色 防御+10%,冷眼相待
41014310,410144104210,41014,3,4,41042,10,0,0,0.1,0.1,-1,"获得魅影潘金莲,防御+10%",觉醒至蓝色+1 防御+12%,冷眼相待
41014313,410144104213,41014,3,5,41042,13,0,0,0.12,0.12,-1,"获得魅影潘金莲,防御+12%",觉醒至蓝色+2 防御+14%,冷眼相待
41014316,410144104216,41014,3,6,41042,16,0,0,0.14,0.14,-1,"获得魅影潘金莲,防御+14%",觉醒至紫色 防御+16%,冷眼相待
41014319,410144104219,41014,3,7,41042,19,0,0,0.16,0.16,-1,"获得魅影潘金莲,防御+16%",觉醒至紫色+1 防御+18%,冷眼相待
41014322,410144104222,41014,3,8,41042,22,0,0,0.18,0.18,-1,"获得魅影潘金莲,防御+18%",觉醒至紫色+2 防御+20%,冷眼相待
41014325,410144104225,41014,3,9,41042,25,0,0,0.2,0.2,-1,"获得魅影潘金莲,防御+20%",觉醒至橙色 防御+22%,冷眼相待
41014328,410144104228,41014,3,10,41042,28,0,0,0.22,0.22,-1,"获得魅影潘金莲,防御+22%",觉醒至橙色+1 防御+24%,冷眼相待
41014331,410144104231,41014,3,11,41042,31,0,0,0.24,0.24,-1,"获得魅影潘金莲,防御+24%",觉醒至橙色+2 防御+26%,冷眼相待
41014334,410144104234,41014,3,12,41042,34,0,0,0.26,0.26,-1,"获得魅影潘金莲,防御+26%",觉醒至橙色+3 防御+28%,冷眼相待
41014337,410144104237,41014,3,13,41042,37,0,0,0.28,0.28,-1,"获得魅影潘金莲,防御+28%",觉醒至红色 防御+30%,冷眼相待
41014341,410144104241,41014,3,14,41042,41,0,0,0.3,0.3,-1,"获得魅影潘金莲,防御+30%",-1,冷眼相待
41014401,410144000001,41014,4,1,-1,1,0.1,0,0,0,-1,气血+10%,气血+10%,骐骥驰骋
41014501,410145000001,41014,5,1,-1,1,0,0.1,0,0,-1,攻击+10%,攻击+10%,了然于胸
41014601,410146000001,41014,6,1,-1,1,0,0.0001,0,0,骤雨落|真·骤雨落,激活天命，缘分等级+1,激活天命，缘分等级+1,挥戈退日
41015101,410154104301,41015,1,1,41043,1,0.05,0,0,0,-1,"获得血怒林冲,气血+5%",觉醒至绿色 气血+6%,盛情款待
41015104,410154104304,41015,1,2,41043,4,0.06,0,0,0,-1,"获得血怒林冲,气血+6%",觉醒至绿色+1 气血+8%,盛情款待
41015107,410154104307,41015,1,3,41043,7,0.08,0,0,0,-1,"获得血怒林冲,气血+8%",觉醒至蓝色 气血+10%,盛情款待
41015110,410154104310,41015,1,4,41043,10,0.1,0,0,0,-1,"获得血怒林冲,气血+10%",觉醒至蓝色+1 气血+12%,盛情款待
41015113,410154104313,41015,1,5,41043,13,0.12,0,0,0,-1,"获得血怒林冲,气血+12%",觉醒至蓝色+2 气血+14%,盛情款待
41015116,410154104316,41015,1,6,41043,16,0.14,0,0,0,-1,"获得血怒林冲,气血+14%",觉醒至紫色 气血+16%,盛情款待
41015119,410154104319,41015,1,7,41043,19,0.16,0,0,0,-1,"获得血怒林冲,气血+16%",觉醒至紫色+1 气血+18%,盛情款待
41015122,410154104322,41015,1,8,41043,22,0.18,0,0,0,-1,"获得血怒林冲,气血+18%",觉醒至紫色+2 气血+20%,盛情款待
41015125,410154104325,41015,1,9,41043,25,0.2,0,0,0,-1,"获得血怒林冲,气血+20%",觉醒至橙色 气血+22%,盛情款待
41015128,410154104328,41015,1,10,41043,28,0.22,0,0,0,-1,"获得血怒林冲,气血+22%",觉醒至橙色+1 气血+24%,盛情款待
41015131,410154104331,41015,1,11,41043,31,0.24,0,0,0,-1,"获得血怒林冲,气血+24%",觉醒至橙色+2 气血+26%,盛情款待
41015134,410154104334,41015,1,12,41043,34,0.26,0,0,0,-1,"获得血怒林冲,气血+26%",觉醒至橙色+3 气血+28%,盛情款待
41015137,410154104337,41015,1,13,41043,37,0.28,0,0,0,-1,"获得血怒林冲,气血+28%",觉醒至红色 气血+30%,盛情款待
41015141,410154104341,41015,1,14,41043,41,0.3,0,0,0,-1,"获得血怒林冲,气血+30%",-1,盛情款待
41015201,410154102701,41015,2,1,41027,1,0,0.05,0,0,-1,"获得李师师,攻击+5%",觉醒至绿色 攻击+6%,久闻其名
41015204,410154102704,41015,2,2,41027,4,0,0.06,0,0,-1,"获得李师师,攻击+6%",觉醒至绿色+1 攻击+8%,久闻其名
41015207,410154102707,41015,2,3,41027,7,0,0.08,0,0,-1,"获得李师师,攻击+8%",觉醒至蓝色 攻击+10%,久闻其名
41015210,410154102710,41015,2,4,41027,10,0,0.1,0,0,-1,"获得李师师,攻击+10%",觉醒至蓝色+1 攻击+12%,久闻其名
41015213,410154102713,41015,2,5,41027,13,0,0.12,0,0,-1,"获得李师师,攻击+12%",觉醒至蓝色+2 攻击+14%,久闻其名
41015216,410154102716,41015,2,6,41027,16,0,0.14,0,0,-1,"获得李师师,攻击+14%",觉醒至紫色 攻击+16%,久闻其名
41015219,410154102719,41015,2,7,41027,19,0,0.16,0,0,-1,"获得李师师,攻击+16%",觉醒至紫色+1 攻击+18%,久闻其名
41015222,410154102722,41015,2,8,41027,22,0,0.18,0,0,-1,"获得李师师,攻击+18%",觉醒至紫色+2 攻击+20%,久闻其名
41015225,410154102725,41015,2,9,41027,25,0,0.2,0,0,-1,"获得李师师,攻击+20%",觉醒至橙色 攻击+22%,久闻其名
41015228,410154102728,41015,2,10,41027,28,0,0.22,0,0,-1,"获得李师师,攻击+22%",觉醒至橙色+1 攻击+24%,久闻其名
41015231,410154102731,41015,2,11,41027,31,0,0.24,0,0,-1,"获得李师师,攻击+24%",觉醒至橙色+2 攻击+26%,久闻其名
41015234,410154102734,41015,2,12,41027,34,0,0.26,0,0,-1,"获得李师师,攻击+26%",觉醒至橙色+3 攻击+28%,久闻其名
41015237,410154102737,41015,2,13,41027,37,0,0.28,0,0,-1,"获得李师师,攻击+28%",觉醒至红色 攻击+30%,久闻其名
41015241,410154102741,41015,2,14,41027,41,0,0.3,0,0,-1,"获得李师师,攻击+30%",-1,久闻其名
41015301,410154101701,41015,3,1,41017,1,0,0,0.05,0.04,-1,"获得徐宁,防御+5%",觉醒至绿色 防御+6%,志同道合
41015304,410154101704,41015,3,2,41017,4,0,0,0.06,0.06,-1,"获得徐宁,防御+6%",觉醒至绿色+1 防御+8%,志同道合
41015307,410154101707,41015,3,3,41017,7,0,0,0.08,0.08,-1,"获得徐宁,防御+8%",觉醒至蓝色 防御+10%,志同道合
41015310,410154101710,41015,3,4,41017,10,0,0,0.1,0.1,-1,"获得徐宁,防御+10%",觉醒至蓝色+1 防御+12%,志同道合
41015313,410154101713,41015,3,5,41017,13,0,0,0.12,0.12,-1,"获得徐宁,防御+12%",觉醒至蓝色+2 防御+14%,志同道合
41015316,410154101716,41015,3,6,41017,16,0,0,0.14,0.14,-1,"获得徐宁,防御+14%",觉醒至紫色 防御+16%,志同道合
41015319,410154101719,41015,3,7,41017,19,0,0,0.16,0.16,-1,"获得徐宁,防御+16%",觉醒至紫色+1 防御+18%,志同道合
41015322,410154101722,41015,3,8,41017,22,0,0,0.18,0.18,-1,"获得徐宁,防御+18%",觉醒至紫色+2 防御+20%,志同道合
41015325,410154101725,41015,3,9,41017,25,0,0,0.2,0.2,-1,"获得徐宁,防御+20%",觉醒至橙色 防御+22%,志同道合
41015328,410154101728,41015,3,10,41017,28,0,0,0.22,0.22,-1,"获得徐宁,防御+22%",觉醒至橙色+1 防御+24%,志同道合
41015331,410154101731,41015,3,11,41017,31,0,0,0.24,0.24,-1,"获得徐宁,防御+24%",觉醒至橙色+2 防御+26%,志同道合
41015334,410154101734,41015,3,12,41017,34,0,0,0.26,0.26,-1,"获得徐宁,防御+26%",觉醒至橙色+3 防御+28%,志同道合
41015337,410154101737,41015,3,13,41017,37,0,0,0.28,0.28,-1,"获得徐宁,防御+28%",觉醒至红色 防御+30%,志同道合
41015341,410154101741,41015,3,14,41017,41,0,0,0.3,0.3,-1,"获得徐宁,防御+30%",-1,志同道合
41015401,410154000001,41015,4,1,-1,1,0.1,0,0,0,-1,气血+10%,气血+10%,骐骥驰骋
41015501,410155000001,41015,5,1,-1,1,0,0.1,0,0,-1,攻击+10%,攻击+10%,了然于胸
41015601,410156000001,41015,6,1,-1,1,0,0.0001,0,0,天书罚|真·天书罚,激活天命，缘分等级+1,激活天命，缘分等级+1,挥戈退日
41016101,410164103901,41016,1,1,41039,1,0.05,0,0,0,-1,"获得圣手柴进,气血+5%",觉醒至绿色 气血+6%,志同道合
41016104,410164103904,41016,1,2,41039,4,0.06,0,0,0,-1,"获得圣手柴进,气血+6%",觉醒至绿色+1 气血+8%,志同道合
41016107,410164103907,41016,1,3,41039,7,0.08,0,0,0,-1,"获得圣手柴进,气血+8%",觉醒至蓝色 气血+10%,志同道合
41016110,410164103910,41016,1,4,41039,10,0.1,0,0,0,-1,"获得圣手柴进,气血+10%",觉醒至蓝色+1 气血+12%,志同道合
41016113,410164103913,41016,1,5,41039,13,0.12,0,0,0,-1,"获得圣手柴进,气血+12%",觉醒至蓝色+2 气血+14%,志同道合
41016116,410164103916,41016,1,6,41039,16,0.14,0,0,0,-1,"获得圣手柴进,气血+14%",觉醒至紫色 气血+16%,志同道合
41016119,410164103919,41016,1,7,41039,19,0.16,0,0,0,-1,"获得圣手柴进,气血+16%",觉醒至紫色+1 气血+18%,志同道合
41016122,410164103922,41016,1,8,41039,22,0.18,0,0,0,-1,"获得圣手柴进,气血+18%",觉醒至紫色+2 气血+20%,志同道合
41016125,410164103925,41016,1,9,41039,25,0.2,0,0,0,-1,"获得圣手柴进,气血+20%",觉醒至橙色 气血+22%,志同道合
41016128,410164103928,41016,1,10,41039,28,0.22,0,0,0,-1,"获得圣手柴进,气血+22%",觉醒至橙色+1 气血+24%,志同道合
41016131,410164103931,41016,1,11,41039,31,0.24,0,0,0,-1,"获得圣手柴进,气血+24%",觉醒至橙色+2 气血+26%,志同道合
41016134,410164103934,41016,1,12,41039,34,0.26,0,0,0,-1,"获得圣手柴进,气血+26%",觉醒至橙色+3 气血+28%,志同道合
41016137,410164103937,41016,1,13,41039,37,0.28,0,0,0,-1,"获得圣手柴进,气血+28%",觉醒至红色 气血+30%,志同道合
41016141,410164103941,41016,1,14,41039,41,0.3,0,0,0,-1,"获得圣手柴进,气血+30%",-1,志同道合
41016201,410164100201,41016,2,1,41002,1,0,0.05,0,0,-1,"获得史进,攻击+5%",觉醒至绿色 攻击+6%,荣辱与共
41016204,410164100204,41016,2,2,41002,4,0,0.06,0,0,-1,"获得史进,攻击+6%",觉醒至绿色+1 攻击+8%,荣辱与共
