id,name,disTyp,distance,preTagTyp,preTyp,preOrdTyp,actTyp,moveTyp,aniId,preResId,preAni,actResId,actAni
72007,铜人和尚技能,0,0,0,0,0,0,0,0,0,0,0,0
73007,铜人和尚追击,3,30,1,3,5,2,2,jump2,-1,-1,19001,shoujiPT
74007,铜人和尚状态技,3,120,-1,-1,-1,-1,0,-1,-1,-1,19001,shoujiPT
75007,铜人和尚锁定技,1,-1,1,3,5,2,3,victory,19998,buffeffe,19006,kong
71008,棒兵单次,3,120,1,3,5,2,2,atk,15021,atkeffe,19001,shoujiPT
71908,棒兵多次,3,120,1,3,5,2,2,atks,15022,atkseffe,19001,shoujiPT
72008,棒兵技能,0,0,0,0,0,0,0,0,0,0,0,0
73008,棒兵追击,3,30,1,3,5,2,2,jump2,-1,-1,19001,shoujiPT
74008,棒兵状态技,3,120,-1,-1,-1,-1,-1,-1,-1,-1,19001,shoujiPT
75008,棒兵锁定技,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19001,shoujiPT
79001,和尚加血,1,400,2,3,2,2,3,atk,-1,-1,19001,shoujiPT
71009,山大王普攻,3,160,1,3,5,2,2,atk,16011,atkeffe,19001,shoujiPT
71909,山大王多次,3,160,1,3,5,2,2,atks,16012,atkseffe,19001,shoujiPT
72009,山大王技能,2,240,1,3,5,2,2,manuSkl,16013,manuSkleffe,19001,shoujiPT
73009,山大王追击,3,30,1,3,5,2,1,rush2,-1,-1,19001,shoujiPT
74009,山大王状态,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19001,shoujiPT
75009,山大王锁定技,1,-1,1,3,5,2,3,victory,19998,buffeffe,19006,kong
71010,高俅普攻,1,400,1,3,2,2,3,atk,16021,atkeffe,19001,shoujiPT
71910,高俅多次,1,400,1,3,2,2,3,atks,16022,atkseffe,19001,shoujiPT
72010,高俅技能,1,400,1,3,3,3,3,manuSkl,16023,manuSkleffe,19001,shoujiPT
73010,高俅追击,3,30,1,3,2,2,2,jump2,-1,-1,19001,shoujiPT
74010,高俅状态,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19001,shoujiPT
75010,高俅锁定技,1,-1,1,3,5,2,3,victory,19998,buffeffe,19006,kong
71011,蒋门神普攻,3,120,1,3,5,2,2,atk,16031,atkeffe,19001,shoujiPT
71911,蒋门神多次,3,120,1,3,5,2,2,atks,16032,atkseffe,19001,shoujiPT
72011,蒋门神技能,4,120,1,3,5,2,2,manuSkl,-1,manuSkleffe,19001,shoujiPT
73011,蒋门神追击,3,30,1,3,5,2,2,jump2,-1,-1,19001,shoujiPT
74011,蒋门神状态,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19001,shoujiPT
75011,蒋门神锁定技,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19001,shoujiPT
71012,老方丈普攻,1,400,1,3,2,2,3,atk,16041,atkeffe,19001,shoujiPT
71912,老方丈多次,1,400,1,3,2,2,3,atks,16042,atkseffe,19001,shoujiPT
72012,老方丈技能,1,400,1,3,3,3,3,manuSkl,16043,manuSkleffe,19001,shoujiPT
73012,老方丈追击,3,30,1,3,2,2,2,jump2,-1,-1,19001,shoujiPT
74012,老方丈状态,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19001,shoujiPT
75012,老方丈锁定技,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19001,shoujiPT
71013,巫医单次,1,400,1,3,2,2,3,atk,11273,manuSkleffe,19006,kong
71913,巫医多次,1,400,1,3,2,2,3,atks,11273,manuSkleffe,19006,kong
72013,巫医技能,1,400,1,3,3,3,3,manuSkl,11273,manuSkleffe,19006,kong
73013,巫医追击,3,30,1,3,2,2,2,jump2,-1,-1,19001,shoujiPT
74013,巫医状态技,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19001,shoujiPT
75013,巫医锁定技,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19001,shoujiPT
