id,hero,type,des,level,value
410273041,41027,3,李师师觉醒至|ff3d3d::红色|，加成5% 。,41,0.05
410274004,41027,4,购买星石4个，加成1%（购买8个，加成2%）。,4,0.01
410274008,41027,4,购买星石8个，加成2%（购买12个，加成3%）。,8,0.02
410274012,41027,4,购买星石12个，加成3%（购买16个，加成4%）。,12,0.03
410274016,41027,4,购买星石16个，加成4%（购买20个，加成5%）。,16,0.04
410274020,41027,4,购买星石20个，加成5% 。,20,0.05
410281000,41028,1,,0,0.05
410282003,41028,2,,3,0.01
410282004,41028,2,,4,0.02
410282005,41028,2,,5,0.03
410282006,41028,2,,6,0.05
410283010,41028,3,,10,0.01
410283019,41028,3,,19,0.02
410283028,41028,3,,28,0.03
410283041,41028,3,,41,0.05
410284004,41028,4,购买星石4个，加成1%（购买8个，加成2%）。,4,0.01
410284008,41028,4,购买星石8个，加成2%（购买12个，加成3%）。,8,0.02
410284012,41028,4,购买星石12个，加成3%（购买16个，加成4%）。,12,0.03
410284016,41028,4,购买星石16个，加成4%（购买20个，加成5%）。,16,0.04
410284020,41028,4,购买星石20个，加成5% 。,20,0.05
410291000,41029,1,拥有穆弘，加成5% 。,0,0.05
410292003,41029,2,穆弘达到3星，加成1% ( 达到4星，加成2%）。,3,0.01
410292004,41029,2,穆弘达到4星，加成2% ( 达到5星，加成3%）。,4,0.02
410292005,41029,2,穆弘达到5星，加成3% ( 达到6星，加成5%）。,5,0.03
410292006,41029,2,穆弘达到6星，加成5% 。,6,0.05
410293010,41029,3,穆弘觉醒至|3bceed::蓝色|，加成1% (|f32cff::紫色|，加成2%）。,10,0.01
410293019,41029,3,穆弘觉醒至|f32cff::紫色|，加成2% (|ffad2c::橙色|，加成3%）。,19,0.02
410293028,41029,3,穆弘觉醒至|ffad2c::橙色|，加成3% (|ff3d3d::红色|，加成5%）。,28,0.03
410293041,41029,3,穆弘觉醒至|ff3d3d::红色|，加成5% 。,41,0.05
410294004,41029,4,购买星石4个，加成1%（购买8个，加成2%）。,4,0.01
410294008,41029,4,购买星石8个，加成2%（购买12个，加成3%）。,8,0.02
410294012,41029,4,购买星石12个，加成3%（购买16个，加成4%）。,12,0.03
410294016,41029,4,购买星石16个，加成4%（购买20个，加成5%）。,16,0.04
410294020,41029,4,购买星石20个，加成5% 。,20,0.05
410301000,41030,1,拥有武大郎，加成5% 。,0,0.05
410302003,41030,2,武大郎达到3星，加成1% ( 达到4星，加成2%）。,3,0.01
410302004,41030,2,武大郎达到4星，加成2% ( 达到5星，加成3%）。,4,0.02
410302005,41030,2,武大郎达到5星，加成3% ( 达到6星，加成5%）。,5,0.03
410302006,41030,2,武大郎达到6星，加成5% 。,6,0.05
410303010,41030,3,武大郎觉醒至|3bceed::蓝色|，加成1% (|f32cff::紫色|，加成2%）。,10,0.01
410303019,41030,3,武大郎觉醒至|f32cff::紫色|，加成2% (|ffad2c::橙色|，加成3%）。,19,0.02
410303028,41030,3,武大郎觉醒至|ffad2c::橙色|，加成3% (|ff3d3d::红色|，加成5%）。,28,0.03
410303041,41030,3,武大郎觉醒至|ff3d3d::红色|，加成5% 。,41,0.05
410304004,41030,4,购买星石4个，加成1%（购买8个，加成2%）。,4,0.01
410304008,41030,4,购买星石8个，加成2%（购买12个，加成3%）。,8,0.02
410304012,41030,4,购买星石12个，加成3%（购买16个，加成4%）。,12,0.03
410304016,41030,4,购买星石16个，加成4%（购买20个，加成5%）。,16,0.04
410304020,41030,4,购买星石20个，加成5% 。,20,0.05
410311000,41031,1,,0,0.05
410312003,41031,2,,3,0.01
410312004,41031,2,,4,0.02
410312005,41031,2,,5,0.03
410312006,41031,2,,6,0.05
410313010,41031,3,,10,0.01
410313019,41031,3,,19,0.02
410313028,41031,3,,28,0.03
410313041,41031,3,,41,0.05
410314004,41031,4,购买星石4个，加成1%（购买8个，加成2%）。,4,0.01
410314008,41031,4,购买星石8个，加成2%（购买12个，加成3%）。,8,0.02
410314012,41031,4,购买星石12个，加成3%（购买16个，加成4%）。,12,0.03
410314016,41031,4,购买星石16个，加成4%（购买20个，加成5%）。,16,0.04
410314020,41031,4,购买星石20个，加成5% 。,20,0.05
410321000,41032,1,拥有索超，加成5% 。,0,0.05
410322003,41032,2,索超达到3星，加成1% ( 达到4星，加成2%）。,3,0.01
410322004,41032,2,索超达到4星，加成2% ( 达到5星，加成3%）。,4,0.02
410322005,41032,2,索超达到5星，加成3% ( 达到6星，加成5%）。,5,0.03
410322006,41032,2,索超达到6星，加成5% 。,6,0.05
410323010,41032,3,索超觉醒至|3bceed::蓝色|，加成1% (|f32cff::紫色|，加成2%）。,10,0.01
410323019,41032,3,索超觉醒至|f32cff::紫色|，加成2% (|ffad2c::橙色|，加成3%）。,19,0.02
410323028,41032,3,索超觉醒至|ffad2c::橙色|，加成3% (|ff3d3d::红色|，加成5%）。,28,0.03
410323041,41032,3,索超觉醒至|ff3d3d::红色|，加成5% 。,41,0.05
410324004,41032,4,购买星石4个，加成1%（购买8个，加成2%）。,4,0.01
410324008,41032,4,购买星石8个，加成2%（购买12个，加成3%）。,8,0.02
410324012,41032,4,购买星石12个，加成3%（购买16个，加成4%）。,12,0.03
410324016,41032,4,购买星石16个，加成4%（购买20个，加成5%）。,16,0.04
410324020,41032,4,购买星石20个，加成5% 。,20,0.05
410331000,41033,1,拥有雷横，加成5% 。,0,0.05
410332003,41033,2,雷横达到3星，加成1% ( 达到4星，加成2%）。,3,0.01
410332004,41033,2,雷横达到4星，加成2% ( 达到5星，加成3%）。,4,0.02
410332005,41033,2,雷横达到5星，加成3% ( 达到6星，加成5%）。,5,0.03
410332006,41033,2,雷横达到6星，加成5% 。,6,0.05
410333010,41033,3,雷横觉醒至|3bceed::蓝色|，加成1% (|f32cff::紫色|，加成2%）。,10,0.01
410333019,41033,3,雷横觉醒至|f32cff::紫色|，加成2% (|ffad2c::橙色|，加成3%）。,19,0.02
410333028,41033,3,雷横觉醒至|ffad2c::橙色|，加成3% (|ff3d3d::红色|，加成5%）。,28,0.03
410333041,41033,3,雷横觉醒至|ff3d3d::红色|，加成5% 。,41,0.05
410334004,41033,4,购买星石4个，加成1%（购买8个，加成2%）。,4,0.01
410334008,41033,4,购买星石8个，加成2%（购买12个，加成3%）。,8,0.02
410334012,41033,4,购买星石12个，加成3%（购买16个，加成4%）。,12,0.03
410334016,41033,4,购买星石16个，加成4%（购买20个，加成5%）。,16,0.04
410334020,41033,4,购买星石20个，加成5% 。,20,0.05
410341000,41034,1,拥有杨雄，加成5% 。,0,0.05
410342003,41034,2,杨雄达到3星，加成1% ( 达到4星，加成2%）。,3,0.01
410342004,41034,2,杨雄达到4星，加成2% ( 达到5星，加成3%）。,4,0.02
410342005,41034,2,杨雄达到5星，加成3% ( 达到6星，加成5%）。,5,0.03
410342006,41034,2,杨雄达到6星，加成5% 。,6,0.05
410343010,41034,3,杨雄觉醒至|3bceed::蓝色|，加成1% (|f32cff::紫色|，加成2%）。,10,0.01
410343019,41034,3,杨雄觉醒至|f32cff::紫色|，加成2% (|ffad2c::橙色|，加成3%）。,19,0.02
410343028,41034,3,杨雄觉醒至|ffad2c::橙色|，加成3% (|ff3d3d::红色|，加成5%）。,28,0.03
410343041,41034,3,杨雄觉醒至|ff3d3d::红色|，加成5% 。,41,0.05
410344004,41034,4,购买星石4个，加成1%（购买8个，加成2%）。,4,0.01
410344008,41034,4,购买星石8个，加成2%（购买12个，加成3%）。,8,0.02
410344012,41034,4,购买星石12个，加成3%（购买16个，加成4%）。,12,0.03
410344016,41034,4,购买星石16个，加成4%（购买20个，加成5%）。,16,0.04
410344020,41034,4,购买星石20个，加成5% 。,20,0.05
410351000,41035,1,拥有杨雄1，加成5% 。,0,0.05
410352003,41035,2,杨雄1达到3星，加成1% ( 达到4星，加成2%）。,3,0.01
410352004,41035,2,杨雄1达到4星，加成2% ( 达到5星，加成3%）。,4,0.02
410352005,41035,2,杨雄1达到5星，加成3% ( 达到6星，加成5%）。,5,0.03
410352006,41035,2,杨雄1达到6星，加成5% 。,6,0.05
410353010,41035,3,杨雄1觉醒至|3bceed::蓝色|，加成1% (|f32cff::紫色|，加成2%）。,10,0.01
410353019,41035,3,杨雄1觉醒至|f32cff::紫色|，加成2% (|ffad2c::橙色|，加成3%）。,19,0.02
410353028,41035,3,杨雄1觉醒至|ffad2c::橙色|，加成3% (|ff3d3d::红色|，加成5%）。,28,0.03
410353041,41035,3,杨雄1觉醒至|ff3d3d::红色|，加成5% 。,41,0.05
410354004,41035,4,购买星石4个，加成1%（购买8个，加成2%）。,4,0.01
410354008,41035,4,购买星石8个，加成2%（购买12个，加成3%）。,8,0.02
410354012,41035,4,购买星石12个，加成3%（购买16个，加成4%）。,12,0.03
410354016,41035,4,购买星石16个，加成4%（购买20个，加成5%）。,16,0.04
410354020,41035,4,购买星石20个，加成5% 。,20,0.05
410361000,41036,1,拥有刘唐1，加成5% 。,0,0.05
410362003,41036,2,刘唐1达到3星，加成1% ( 达到4星，加成2%）。,3,0.01
410362004,41036,2,刘唐1达到4星，加成2% ( 达到5星，加成3%）。,4,0.02
410362005,41036,2,刘唐1达到5星，加成3% ( 达到6星，加成5%）。,5,0.03
410362006,41036,2,刘唐1达到6星，加成5% 。,6,0.05
410363010,41036,3,刘唐1觉醒至|3bceed::蓝色|，加成1% (|f32cff::紫色|，加成2%）。,10,0.01
410363019,41036,3,刘唐1觉醒至|f32cff::紫色|，加成2% (|ffad2c::橙色|，加成3%）。,19,0.02
410363028,41036,3,刘唐1觉醒至|ffad2c::橙色|，加成3% (|ff3d3d::红色|，加成5%）。,28,0.03
410363041,41036,3,刘唐1觉醒至|ff3d3d::红色|，加成5% 。,41,0.05
410364004,41036,4,购买星石4个，加成1%（购买8个，加成2%）。,4,0.01
410364008,41036,4,购买星石8个，加成2%（购买12个，加成3%）。,8,0.02
410364012,41036,4,购买星石12个，加成3%（购买16个，加成4%）。,12,0.03
410364016,41036,4,购买星石16个，加成4%（购买20个，加成5%）。,16,0.04
410364020,41036,4,购买星石20个，加成5% 。,20,0.05
410371000,41037,1,拥有千御杨志，加成5% 。,0,0.05
410372003,41037,2,千御杨志达到3星，加成1% ( 达到4星，加成2%）。,3,0.01
410372004,41037,2,千御杨志达到4星，加成2% ( 达到5星，加成3%）。,4,0.02
410372005,41037,2,千御杨志达到5星，加成3% ( 达到6星，加成5%）。,5,0.03
410372006,41037,2,千御杨志达到6星，加成5% 。,6,0.05
410373010,41037,3,千御杨志觉醒至|3bceed::蓝色|，加成1% (|f32cff::紫色|，加成2%）。,10,0.01
410373019,41037,3,千御杨志觉醒至|f32cff::紫色|，加成2% (|ffad2c::橙色|，加成3%）。,19,0.02
410373028,41037,3,千御杨志觉醒至|ffad2c::橙色|，加成3% (|ff3d3d::红色|，加成5%）。,28,0.03
410373041,41037,3,千御杨志觉醒至|ff3d3d::红色|，加成5% 。,41,0.05
410374004,41037,4,购买星石4个，加成1%（购买8个，加成2%）。,4,0.01
410374008,41037,4,购买星石8个，加成2%（购买12个，加成3%）。,8,0.02
410374012,41037,4,购买星石12个，加成3%（购买16个，加成4%）。,12,0.03
410374016,41037,4,购买星石16个，加成4%（购买20个，加成5%）。,16,0.04
410374020,41037,4,购买星石20个，加成5% 。,20,0.05
410381000,41038,1,拥有鲁智深2，加成5% 。,0,0.05
410382003,41038,2,鲁智深2达到3星，加成1% ( 达到4星，加成2%）。,3,0.01
410382004,41038,2,鲁智深2达到4星，加成2% ( 达到5星，加成3%）。,4,0.02
410382005,41038,2,鲁智深2达到5星，加成3% ( 达到6星，加成5%）。,5,0.03
410382006,41038,2,鲁智深2达到6星，加成5% 。,6,0.05
410383010,41038,3,鲁智深2觉醒至|3bceed::蓝色|，加成1% (|f32cff::紫色|，加成2%）。,10,0.01
410383019,41038,3,鲁智深2觉醒至|f32cff::紫色|，加成2% (|ffad2c::橙色|，加成3%）。,19,0.02
410383028,41038,3,鲁智深2觉醒至|ffad2c::橙色|，加成3% (|ff3d3d::红色|，加成5%）。,28,0.03
410383041,41038,3,鲁智深2觉醒至|ff3d3d::红色|，加成5% 。,41,0.05
410384004,41038,4,购买星石4个，加成1%（购买8个，加成2%）。,4,0.01
410384008,41038,4,购买星石8个，加成2%（购买12个，加成3%）。,8,0.02
410384012,41038,4,购买星石12个，加成3%（购买16个，加成4%）。,12,0.03
410384016,41038,4,购买星石16个，加成4%（购买20个，加成5%）。,16,0.04
410384020,41038,4,购买星石20个，加成5% 。,20,0.05
410391000,41039,1,拥有圣手柴进，加成5% 。,0,0.05
410392003,41039,2,圣手柴进达到3星，加成1% ( 达到4星，加成2%）。,3,0.01
410392004,41039,2,圣手柴进达到4星，加成2% ( 达到5星，加成3%）。,4,0.02
410392005,41039,2,圣手柴进达到5星，加成3% ( 达到6星，加成5%）。,5,0.03
410392006,41039,2,圣手柴进达到6星，加成5% 。,6,0.05
410393010,41039,3,圣手柴进觉醒至|3bceed::蓝色|，加成1% (|f32cff::紫色|，加成2%）。,10,0.01
410393019,41039,3,圣手柴进觉醒至|f32cff::紫色|，加成2% (|ffad2c::橙色|，加成3%）。,19,0.02
410393028,41039,3,圣手柴进觉醒至|ffad2c::橙色|，加成3% (|ff3d3d::红色|，加成5%）。,28,0.03
410393041,41039,3,圣手柴进觉醒至|ff3d3d::红色|，加成5% 。,41,0.05
410394004,41039,4,购买星石4个，加成1%（购买8个，加成2%）。,4,0.01
410394008,41039,4,购买星石8个，加成2%（购买12个，加成3%）。,8,0.02
410394012,41039,4,购买星石12个，加成3%（购买16个，加成4%）。,12,0.03
410394016,41039,4,购买星石16个，加成4%（购买20个，加成5%）。,16,0.04
410394020,41039,4,购买星石20个，加成5% 。,20,0.05
410401000,41040,1,拥有沸血卢俊义，加成5% 。,0,0.05
410402003,41040,2,沸血卢俊义达到3星，加成1% ( 达到4星，加成2%）。,3,0.01
410402004,41040,2,沸血卢俊义达到4星，加成2% ( 达到5星，加成3%）。,4,0.02
410402005,41040,2,沸血卢俊义达到5星，加成3% ( 达到6星，加成5%）。,5,0.03
410402006,41040,2,沸血卢俊义达到6星，加成5% 。,6,0.05
410403010,41040,3,沸血卢俊义觉醒至|3bceed::蓝色|，加成1% (|f32cff::紫色|，加成2%）。,10,0.01
410403019,41040,3,沸血卢俊义觉醒至|f32cff::紫色|，加成2% (|ffad2c::橙色|，加成3%）。,19,0.02
410403028,41040,3,沸血卢俊义觉醒至|ffad2c::橙色|，加成3% (|ff3d3d::红色|，加成5%）。,28,0.03
410403041,41040,3,沸血卢俊义觉醒至|ff3d3d::红色|，加成5% 。,41,0.05
410404004,41040,4,购买星石4个，加成1%（购买8个，加成2%）。,4,0.01
410404008,41040,4,购买星石8个，加成2%（购买12个，加成3%）。,8,0.02
410404012,41040,4,购买星石12个，加成3%（购买16个，加成4%）。,12,0.03
410404016,41040,4,购买星石16个，加成4%（购买20个，加成5%）。,16,0.04
410404020,41040,4,购买星石20个，加成5% 。,20,0.05
410411000,41041,1,拥有暴走阮小七，加成5% 。,0,0.05
410412003,41041,2,暴走阮小七达到3星，加成1% ( 达到4星，加成2%）。,3,0.01
410412004,41041,2,暴走阮小七达到4星，加成2% ( 达到5星，加成3%）。,4,0.02
410412005,41041,2,暴走阮小七达到5星，加成3% ( 达到6星，加成5%）。,5,0.03
410412006,41041,2,暴走阮小七达到6星，加成5% 。,6,0.05
410413010,41041,3,暴走阮小七觉醒至|3bceed::蓝色|，加成1% (|f32cff::紫色|，加成2%）。,10,0.01
410413019,41041,3,暴走阮小七觉醒至|f32cff::紫色|，加成2% (|ffad2c::橙色|，加成3%）。,19,0.02
410413028,41041,3,暴走阮小七觉醒至|ffad2c::橙色|，加成3% (|ff3d3d::红色|，加成5%）。,28,0.03
410413041,41041,3,暴走阮小七觉醒至|ff3d3d::红色|，加成5% 。,41,0.05
410414004,41041,4,购买星石4个，加成1%（购买8个，加成2%）。,4,0.01
410414008,41041,4,购买星石8个，加成2%（购买12个，加成3%）。,8,0.02
410414012,41041,4,购买星石12个，加成3%（购买16个，加成4%）。,12,0.03
410414016,41041,4,购买星石16个，加成4%（购买20个，加成5%）。,16,0.04
410414020,41041,4,购买星石20个，加成5% 。,20,0.05
410421000,41042,1,拥有魅影潘金莲，加成5% 。,0,0.05
410422003,41042,2,魅影潘金莲达到3星，加成1% ( 达到4星，加成2%）。,3,0.01
410422004,41042,2,魅影潘金莲达到4星，加成2% ( 达到5星，加成3%）。,4,0.02
410422005,41042,2,魅影潘金莲达到5星，加成3% ( 达到6星，加成5%）。,5,0.03
410422006,41042,2,魅影潘金莲达到6星，加成5% 。,6,0.05
410423010,41042,3,魅影潘金莲觉醒至|3bceed::蓝色|，加成1% (|f32cff::紫色|，加成2%）。,10,0.01
410423019,41042,3,魅影潘金莲觉醒至|f32cff::紫色|，加成2% (|ffad2c::橙色|，加成3%）。,19,0.02
410423028,41042,3,魅影潘金莲觉醒至|ffad2c::橙色|，加成3% (|ff3d3d::红色|，加成5%）。,28,0.03
410423041,41042,3,魅影潘金莲觉醒至|ff3d3d::红色|，加成5% 。,41,0.05
410424004,41042,4,购买星石4个，加成1%（购买8个，加成2%）。,4,0.01
410424008,41042,4,购买星石8个，加成2%（购买12个，加成3%）。,8,0.02
410424012,41042,4,购买星石12个，加成3%（购买16个，加成4%）。,12,0.03
410424016,41042,4,购买星石16个，加成4%（购买20个，加成5%）。,16,0.04
410424020,41042,4,购买星石20个，加成5% 。,20,0.05
410431000,41043,1,拥有血怒林冲，加成5% 。,0,0.05
410432003,41043,2,血怒林冲达到3星，加成1% ( 达到4星，加成2%）。,3,0.01
410432004,41043,2,血怒林冲达到4星，加成2% ( 达到5星，加成3%）。,4,0.02
410432005,41043,2,血怒林冲达到5星，加成3% ( 达到6星，加成5%）。,5,0.03
410432006,41043,2,血怒林冲达到6星，加成5% 。,6,0.05
410433010,41043,3,血怒林冲觉醒至|3bceed::蓝色|，加成1% (|f32cff::紫色|，加成2%）。,10,0.01
410433019,41043,3,血怒林冲觉醒至|f32cff::紫色|，加成2% (|ffad2c::橙色|，加成3%）。,19,0.02
410433028,41043,3,血怒林冲觉醒至|ffad2c::橙色|，加成3% (|ff3d3d::红色|，加成5%）。,28,0.03
410433041,41043,3,血怒林冲觉醒至|ff3d3d::红色|，加成5% 。,41,0.05
410434004,41043,4,购买星石4个，加成1%（购买8个，加成2%）。,4,0.01
410434008,41043,4,购买星石8个，加成2%（购买12个，加成3%）。,8,0.02
410434012,41043,4,购买星石12个，加成3%（购买16个，加成4%）。,12,0.03
410434016,41043,4,购买星石16个，加成4%（购买20个，加成5%）。,16,0.04
410434020,41043,4,购买星石20个，加成5% 。,20,0.05
410441000,41044,1,拥有武松2，加成5% 。,0,0.05
410442003,41044,2,武松2达到3星，加成1% ( 达到4星，加成2%）。,3,0.01
410442004,41044,2,武松2达到4星，加成2% ( 达到5星，加成3%）。,4,0.02
410442005,41044,2,武松2达到5星，加成3% ( 达到6星，加成5%）。,5,0.03
410442006,41044,2,武松2达到6星，加成5% 。,6,0.05
410443010,41044,3,武松2觉醒至|3bceed::蓝色|，加成1% (|f32cff::紫色|，加成2%）。,10,0.01
410443019,41044,3,武松2觉醒至|f32cff::紫色|，加成2% (|ffad2c::橙色|，加成3%）。,19,0.02
410443028,41044,3,武松2觉醒至|ffad2c::橙色|，加成3% (|ff3d3d::红色|，加成5%）。,28,0.03
410443041,41044,3,武松2觉醒至|ff3d3d::红色|，加成5% 。,41,0.05
410444004,41044,4,购买星石4个，加成1%（购买8个，加成2%）。,4,0.01
410444008,41044,4,购买星石8个，加成2%（购买12个，加成3%）。,8,0.02
410444012,41044,4,购买星石12个，加成3%（购买16个，加成4%）。,12,0.03
410444016,41044,4,购买星石16个，加成4%（购买20个，加成5%）。,16,0.04
410444020,41044,4,购买星石20个，加成5% 。,20,0.05
410451000,41045,1,拥有幻舞李师师，加成5% 。,0,0.05
410452003,41045,2,幻舞李师师达到3星，加成1% ( 达到4星，加成2%）。,3,0.01
410452004,41045,2,幻舞李师师达到4星，加成2% ( 达到5星，加成3%）。,4,0.02
410452005,41045,2,幻舞李师师达到5星，加成3% ( 达到6星，加成5%）。,5,0.03
410452006,41045,2,幻舞李师师达到6星，加成5% 。,6,0.05
410453010,41045,3,幻舞李师师觉醒至|3bceed::蓝色|，加成1% (|f32cff::紫色|，加成2%）。,10,0.01
410453019,41045,3,幻舞李师师觉醒至|f32cff::紫色|，加成2% (|ffad2c::橙色|，加成3%）。,19,0.02
410453028,41045,3,幻舞李师师觉醒至|ffad2c::橙色|，加成3% (|ff3d3d::红色|，加成5%）。,28,0.03
410453041,41045,3,幻舞李师师觉醒至|ff3d3d::红色|，加成5% 。,41,0.05
410454004,41045,4,购买星石4个，加成1%（购买8个，加成2%）。,4,0.01
410454008,41045,4,购买星石8个，加成2%（购买12个，加成3%）。,8,0.02
410454012,41045,4,购买星石12个，加成3%（购买16个，加成4%）。,12,0.03
410454016,41045,4,购买星石16个，加成4%（购买20个，加成5%）。,16,0.04
410454020,41045,4,购买星石20个，加成5% 。,20,0.05
410461000,41046,1,拥有赤焰刘唐，加成5% 。,0,0.05
410462003,41046,2,赤焰刘唐达到3星，加成1% ( 达到4星，加成2%）。,3,0.01
410462004,41046,2,赤焰刘唐达到4星，加成2% ( 达到5星，加成3%）。,4,0.02
410462005,41046,2,赤焰刘唐达到5星，加成3% ( 达到6星，加成5%）。,5,0.03
410462006,41046,2,赤焰刘唐达到6星，加成5% 。,6,0.05
410463010,41046,3,赤焰刘唐觉醒至|3bceed::蓝色|，加成1% (|f32cff::紫色|，加成2%）。,10,0.01
410463019,41046,3,赤焰刘唐觉醒至|f32cff::紫色|，加成2% (|ffad2c::橙色|，加成3%）。,19,0.02
410463028,41046,3,赤焰刘唐觉醒至|ffad2c::橙色|，加成3% (|ff3d3d::红色|，加成5%）。,28,0.03
410463041,41046,3,赤焰刘唐觉醒至|ff3d3d::红色|，加成5% 。,41,0.05
410464004,41046,4,购买星石4个，加成1%（购买8个，加成2%）。,4,0.01
410464008,41046,4,购买星石8个，加成2%（购买12个，加成3%）。,8,0.02
410464012,41046,4,购买星石12个，加成3%（购买16个，加成4%）。,12,0.03
410464016,41046,4,购买星石16个，加成4%（购买20个，加成5%）。,16,0.04
410464020,41046,4,购买星石20个，加成5% 。,20,0.05
410471000,41047,1,,0,0.05
410472003,41047,2,,3,0.01
410472004,41047,2,,4,0.02
410472005,41047,2,,5,0.03
410472006,41047,2,,6,0.05
410473010,41047,3,,10,0.01
410473019,41047,3,,19,0.02
410473028,41047,3,,28,0.03
410473041,41047,3,,41,0.05
410474004,41047,4,购买星石4个，加成1%（购买8个，加成2%）。,4,0.01
410474008,41047,4,购买星石8个，加成2%（购买12个，加成3%）。,8,0.02
410474012,41047,4,购买星石12个，加成3%（购买16个，加成4%）。,12,0.03
410474016,41047,4,购买星石16个，加成4%（购买20个，加成5%）。,16,0.04
410474020,41047,4,购买星石20个，加成5% 。,20,0.05
410481000,41048,1,,0,0.05
410482003,41048,2,,3,0.01
410482004,41048,2,,4,0.02
410482005,41048,2,,5,0.03
410482006,41048,2,,6,0.05
410483010,41048,3,,10,0.01
410483019,41048,3,,19,0.02
410483028,41048,3,,28,0.03
410483041,41048,3,,41,0.05
410484004,41048,4,购买星石4个，加成1%（购买8个，加成2%）。,4,0.01
410484008,41048,4,购买星石8个，加成2%（购买12个，加成3%）。,8,0.02
410484012,41048,4,购买星石12个，加成3%（购买16个，加成4%）。,12,0.03
410484016,41048,4,购买星石16个，加成4%（购买20个，加成5%）。,16,0.04
410484020,41048,4,购买星石20个，加成5% 。,20,0.05
410491000,41049,1,,0,0.05
410492003,41049,2,,3,0.01
410492004,41049,2,,4,0.02
410492005,41049,2,,5,0.03
410492006,41049,2,,6,0.05
410493010,41049,3,,10,0.01
410493019,41049,3,,19,0.02
410493028,41049,3,,28,0.03
410493041,41049,3,,41,0.05
410494004,41049,4,购买星石4个，加成1%（购买8个，加成2%）。,4,0.01
410494008,41049,4,购买星石8个，加成2%（购买12个，加成3%）。,8,0.02
410494012,41049,4,购买星石12个，加成3%（购买16个，加成4%）。,12,0.03
410494016,41049,4,购买星石16个，加成4%（购买20个，加成5%）。,16,0.04
410494020,41049,4,购买星石20个，加成5% 。,20,0.05
410501000,41050,1,,0,0.05
410502003,41050,2,,3,0.01
410502004,41050,2,,4,0.02
410502005,41050,2,,5,0.03
410502006,41050,2,,6,0.05
410503010,41050,3,,10,0.01
410503019,41050,3,,19,0.02
410503028,41050,3,,28,0.03
410503041,41050,3,,41,0.05
410504004,41050,4,购买星石4个，加成1%（购买8个，加成2%）。,4,0.01
410504008,41050,4,购买星石8个，加成2%（购买12个，加成3%）。,8,0.02
410504012,41050,4,购买星石12个，加成3%（购买16个，加成4%）。,12,0.03
410504016,41050,4,购买星石16个，加成4%（购买20个，加成5%）。,16,0.04
410504020,41050,4,购买星石20个，加成5% 。,20,0.05
