id,name,type,level,enterLv,winCon,amount,cost,monsterId,maleAI,femaleAI,reward,rewardFirst,exp,coin,time,resId,des,rewardShow,monsterShow,bossShow,maxRound,startdate,enddate,openday,orderNum,bgId,titleId,love,condition,sceneRound,newBgId,iff,monsterRound,newMonsterId,heroReward
301003,经验副本3,2,2,60,1,-1,1,0|0|0|0|420003|0|0|0|0,-1,-1,90102,-1,5,500,2,1003,击杀对手获得巨额经验,-1,2001,45003,10,20150101,20871015,1111111,1,103,10002,-1,-1,-1,-1,-1,-1,-1,10013|10013|10014
302001,银币副本1,2,0,15,1,-1,1,0|0|0|0|420004|0|0|0|0,-1,-1,90200,-1,5,5000,2,2001,击杀对手获得巨额银币,-1,3001,45004,10,20150101,20871015,1111111,2,106,10003,-1,-1,-1,-1,-1,-1,-1,11002|11002|11002
302002,银币副本2,2,1,30,1,-1,1,0|0|0|0|420005|0|0|0|0,-1,-1,90201,-1,5,8000,2,2002,击杀对手获得巨额银币,-1,3001,45004,10,20150101,20871015,1111111,2,106,10003,-1,-1,-1,-1,-1,-1,-1,11002|11002|11002
302003,银币副本3,2,2,60,1,-1,1,0|0|0|0|420006|0|0|0|0,-1,-1,90202,-1,5,10000,2,2003,击杀对手获得巨额银币,-1,3001,45004,10,20150101,20871015,1111111,2,106,10003,-1,-1,-1,-1,-1,-1,-1,11002|11002|11002
304001,碎片11,2,0,15,1,-1,1,420007|420008|420009|0|420010|0|0|420011|420025,-1,-1,90047,-1,5,500,2,4001,击杀对手获得大量碎片和礼物,-1,1001,41001,10,20150101,20871015,1000000,2,104,-1,-1,-1,-1,-1,-1,-1,-1,"31001,1|31030,1|31009,2|0,0|31002,1|0,0|0,0|31027,1|31007,1"
304002,碎片12,2,1,30,1,-1,1,420012|420013|420014|0|420015|0|0|420016|420030,-1,-1,90048,-1,5,1000,2,4002,击杀对手获得大量碎片和礼物,-1,1001,41001,10,20150101,20871015,1000000,2,104,-1,-1,-1,-1,-1,-1,-1,-1,"31001,1|31030,1|31009,2|0,0|31002,1|0,0|0,0|31027,1|31007,1"
304003,碎片13,2,2,60,1,-1,1,420017|420018|420019|0|420020|0|0|420021|420035,-1,-1,90049,-1,5,1500,2,4003,击杀对手获得大量碎片和礼物,-1,1001,41001,10,20150101,20871015,1000000,2,104,-1,-1,-1,-1,-1,-1,-1,-1,"31001,1|31030,1|31009,2|0,0|31002,1|0,0|0,0|31027,1|31007,1"
304004,碎片21,2,0,15,1,-1,1,420022|420023|420024|0|420025|0|0|420026|420010,-1,-1,90047,-1,5,500,2,4001,击杀对手获得大量碎片和礼物,-1,1002,41001,10,20150101,20871015,0100000,2,104,-1,-1,-1,-1,-1,-1,-1,-1,"31001,1|31030,1|31006,2|0,0|31007,1|0,0|0,0|31026,1|31002,1"
304005,碎片22,2,1,30,1,-1,1,420027|420028|420029|0|420030|0|0|420031|420015,-1,-1,90048,-1,5,1000,2,4002,击杀对手获得大量碎片和礼物,-1,1002,41001,10,20150101,20871015,0100000,2,104,-1,-1,-1,-1,-1,-1,-1,-1,"31001,1|31030,1|31006,2|0,0|31007,1|0,0|0,0|31026,1|31002,1"
304006,碎片23,2,2,60,1,-1,1,420032|420033|420034|0|420035|0|0|420036|420020,-1,-1,90049,-1,5,1500,2,4003,击杀对手获得大量碎片和礼物,-1,1002,41001,10,20150101,20871015,0100000,2,104,-1,-1,-1,-1,-1,-1,-1,-1,"31001,1|31030,1|31006,2|0,0|31007,1|0,0|0,0|31026,1|31002,1"
304007,碎片31,2,0,15,1,-1,1,420037|420038|420039|0|420040|0|0|420041|420025,-1,-1,90047,-1,5,500,2,4001,击杀对手获得大量碎片和礼物,-1,1003,41001,10,20150101,20871015,0010000,2,104,-1,-1,-1,-1,-1,-1,-1,-1,"31001,1|31029,2|31002,1|0,0|31009,1|0,0|0,0|31026,1|31007,1"
304008,碎片32,2,1,30,1,-1,1,420042|420043|420044|0|420045|0|0|420046|420030,-1,-1,90048,-1,5,1000,2,4002,击杀对手获得大量碎片和礼物,-1,1003,41001,10,20150101,20871015,0010000,2,104,-1,-1,-1,-1,-1,-1,-1,-1,"31001,1|31029,2|31002,1|0,0|31009,1|0,0|0,0|31026,1|31007,1"
304009,碎片33,2,2,60,1,-1,1,420047|420048|420049|0|420050|0|0|420051|420035,-1,-1,90049,-1,5,1500,2,4003,击杀对手获得大量碎片和礼物,-1,1003,41001,10,20150101,20871015,0010000,2,104,-1,-1,-1,-1,-1,-1,-1,-1,"31001,1|31029,2|31002,1|0,0|31009,1|0,0|0,0|31026,1|31007,1"
304010,碎片41,2,0,15,1,-1,1,420052|420053|420054|0|420055|0|0|420056|420040,-1,-1,90047,-1,5,500,2,4001,击杀对手获得大量碎片和礼物,-1,1004,41001,10,20150101,20871015,0001000,2,104,-1,-1,-1,-1,-1,-1,-1,-1,"31001,1|31034,2|31006,1|0,0|31002,1|0,0|0,0|31027,1|31009,1"
304011,碎片42,2,1,30,1,-1,1,420057|420058|420059|0|420060|0|0|420061|420045,-1,-1,90048,-1,5,1000,2,4002,击杀对手获得大量碎片和礼物,-1,1004,41001,10,20150101,20871015,0001000,2,104,-1,-1,-1,-1,-1,-1,-1,-1,"31001,1|31034,2|31006,1|0,0|31002,1|0,0|0,0|31027,1|31009,1"
304012,碎片43,2,2,60,1,-1,1,420062|420063|420064|0|420065|0|0|420066|420050,-1,-1,90049,-1,5,1500,2,4003,击杀对手获得大量碎片和礼物,-1,1004,41001,10,20150101,20871015,0001000,2,104,-1,-1,-1,-1,-1,-1,-1,-1,"31001,1|31034,2|31006,1|0,0|31002,1|0,0|0,0|31027,1|31009,1"
304013,碎片51,2,0,15,1,-1,1,420067|420068|420069|0|420070|0|0|420071|420084,-1,-1,90047,-1,5,500,2,4001,击杀对手获得大量碎片和礼物,-1,1005,41001,10,20150101,20871015,0000100,2,104,-1,-1,-1,-1,-1,-1,-1,-1,"31001,1|31030,1|31009,2|0,0|31002,1|0,0|0,0|31027,1|31011,1"
304014,碎片52,2,1,30,1,-1,1,420072|420073|420074|0|420075|0|0|420076|420089,-1,-1,90048,-1,5,1000,2,4002,击杀对手获得大量碎片和礼物,-1,1005,41001,10,20150101,20871015,0000100,2,104,-1,-1,-1,-1,-1,-1,-1,-1,"31001,1|31030,1|31009,2|0,0|31002,1|0,0|0,0|31027,1|31011,1"
304015,碎片53,2,2,60,1,-1,1,420077|420078|420079|0|420080|0|0|420081|420094,-1,-1,90049,-1,5,1500,2,4003,击杀对手获得大量碎片和礼物,-1,1005,41001,10,20150101,20871015,0000100,2,104,-1,-1,-1,-1,-1,-1,-1,-1,"31001,1|31030,1|31009,2|0,0|31002,1|0,0|0,0|31027,1|31011,1"
304016,碎片61,2,0,15,1,-1,1,420082|420083|420084|0|420085|0|0|420086|420099,-1,-1,90047,-1,5,500,2,4001,击杀对手获得大量碎片和礼物,-1,1006,41001,10,20150101,20871015,0000010,2,104,-1,-1,-1,-1,-1,-1,-1,-1,"31001,1|31010,2|31011,1|0,0|31002,1|0,0|0,0|31026,1|31006,1"
304017,碎片62,2,1,30,1,-1,1,420087|420088|420089|0|420090|0|0|420091|420104,-1,-1,90048,-1,5,1000,2,4002,击杀对手获得大量碎片和礼物,-1,1006,41001,10,20150101,20871015,0000010,2,104,-1,-1,-1,-1,-1,-1,-1,-1,"31001,1|31010,2|31011,1|0,0|31002,1|0,0|0,0|31026,1|31006,1"
304018,碎片63,2,2,60,1,-1,1,420092|420093|420094|0|420095|0|0|420096|420109,-1,-1,90049,-1,5,1500,2,4003,击杀对手获得大量碎片和礼物,-1,1006,41001,10,20150101,20871015,0000010,2,104,-1,-1,-1,-1,-1,-1,-1,-1,"31001,1|31010,2|31011,1|0,0|31002,1|0,0|0,0|31026,1|31006,1"
304019,碎片71,2,0,15,1,-1,1,420097|420098|420099|0|420100|0|0|420101|420040,-1,-1,90047,-1,5,500,2,4001,击杀对手获得大量碎片和礼物,-1,1007,41001,10,20150101,20871015,0000001,2,104,-1,-1,-1,-1,-1,-1,-1,-1,"31001,1|31030,1|31006,2|0,0|31002,1|0,0|0,0|31026,1|31009,1"
304020,碎片72,2,1,30,1,-1,1,420102|420103|420104|0|420105|0|0|420106|420045,-1,-1,90048,-1,5,1000,2,4002,击杀对手获得大量碎片和礼物,-1,1007,41001,10,20150101,20871015,0000001,2,104,-1,-1,-1,-1,-1,-1,-1,-1,"31001,1|31030,1|31006,2|0,0|31002,1|0,0|0,0|31026,1|31009,1"
304021,碎片73,2,2,60,1,-1,1,420107|420108|420109|0|420110|0|0|420111|420050,-1,-1,90049,-1,5,1500,2,4003,击杀对手获得大量碎片和礼物,-1,1007,41001,10,20150101,20871015,0000001,2,104,-1,-1,-1,-1,-1,-1,-1,-1,"31001,1|31030,1|31006,2|0,0|31002,1|0,0|0,0|31026,1|31009,1"
303001,情缘战斗1,3,-1,1,1,-1,0,210101|210111|210091|0|220101|0|0|230101|0,-1,-1,90301,-1,0,500,999,-1,情缘战斗1描述,-1,0,-1,20,20150101,20871015,1111111,0,103,-1,-1,-1,-1,-1,-1,-1,-1,-1
303002,情缘战斗2,3,-1,1,1,-1,0,210102|210112|210092|220102|0|0|230102|0|0,-1,-1,90301,-1,0,500,999,-1,情缘战斗2描述,-1,0,-1,20,20150101,20871015,1111111,0,113,-1,-1,-1,-1,-1,-1,-1,-1,-1
303003,情缘战斗3,3,-1,1,1,-1,0,210103|210113|210093|0|0|220103|0|0|230103,-1,-1,90301,-1,0,500,999,-1,情缘战斗3描述,-1,0,-1,20,20150101,20871015,1111111,0,113,-1,-1,-1,-1,-1,-1,-1,-1,-1
303004,情缘战斗4,3,-1,1,1,-1,0,210201|210211|210191|0|220201|0|0|230201|0,-1,-1,90302,-1,0,580,999,-1,情缘战斗4描述,-1,0,-1,20,20150101,20871015,1111111,0,113,-1,-1,-1,-1,-1,-1,-1,-1,-1
303005,情缘战斗5,3,-1,1,1,-1,0,210202|210212|210191|220201|0|0|230201|0|0,-1,-1,90302,-1,0,580,999,-1,情缘战斗5描述,-1,0,-1,20,20150101,20871015,1111111,0,113,-1,-1,-1,-1,-1,-1,-1,-1,-1
303006,情缘战斗6,3,-1,1,1,-1,0,210203|210213|210192|0|0|220201|0|0|230201,-1,-1,90302,-1,0,580,999,-1,情缘战斗6描述,-1,0,-1,20,20150101,20871015,1111111,0,113,-1,-1,-1,-1,-1,-1,-1,-1,-1
303007,情缘战斗7,3,-1,1,1,-1,0,210301|210311|210293|0|220301|0|0|230301|0,-1,-1,90303,-1,0,620,999,-1,情缘战斗7描述,-1,0,-1,20,20150101,20871015,1111111,0,113,-1,-1,-1,-1,-1,-1,-1,-1,-1
303008,情缘战斗8,3,-1,1,1,-1,0,210302|210312|210291|220302|0|0|230302|0|0,-1,-1,90303,-1,0,620,999,-1,情缘战斗8描述,-1,0,-1,20,20150101,20871015,1111111,0,113,-1,-1,-1,-1,-1,-1,-1,-1,-1
303009,情缘战斗9,3,-1,1,1,-1,0,210303|210313|210292|0|0|220302|0|0|230302,-1,-1,90303,-1,0,620,999,-1,情缘战斗9描述,-1,0,-1,20,20150101,20871015,1111111,0,113,-1,-1,-1,-1,-1,-1,-1,-1,-1
303010,情缘战斗10,3,-1,1,1,-1,0,210401|210411|210393|0|220402|0|0|230402|0,-1,-1,90304,-1,0,650,999,-1,情缘战斗10描述,-1,0,-1,20,20150101,20871015,1111111,0,113,-1,-1,-1,-1,-1,-1,-1,-1,-1
303011,情缘战斗11,3,-1,1,1,-1,0,210402|210412|210391|220403|0|0|230403|0|0,-1,-1,90304,-1,0,650,999,-1,情缘战斗11描述,-1,0,-1,20,20150101,20871015,1111111,0,113,-1,-1,-1,-1,-1,-1,-1,-1,-1
303012,情缘战斗12,3,-1,1,1,-1,0,210403|210413|210392|0|0|220403|0|0|230403,-1,-1,90304,-1,0,650,999,-1,情缘战斗12描述,-1,0,-1,20,20150101,20871015,1111111,0,113,-1,-1,-1,-1,-1,-1,-1,-1,-1
303013,情缘战斗13,3,-1,1,1,-1,0,210501|210511|210493|0|220503|0|0|230503|0,-1,-1,90305,-1,0,680,999,-1,情缘战斗13描述,-1,0,-1,20,20150101,20871015,1111111,0,113,-1,-1,-1,-1,-1,-1,-1,-1,-1
303014,情缘战斗14,3,-1,1,1,-1,0,210502|210511|210491|220501|0|0|230501|0|0,-1,-1,90305,-1,0,680,999,-1,情缘战斗14描述,-1,0,-1,20,20150101,20871015,1111111,0,113,-1,-1,-1,-1,-1,-1,-1,-1,-1
303015,情缘战斗15,3,-1,1,1,-1,0,210503|210512|210492|0|0|220501|0|0|230501,-1,-1,90305,-1,0,680,999,-1,情缘战斗15描述,-1,0,-1,20,20150101,20871015,1111111,0,103,-1,-1,-1,-1,-1,-1,-1,-1,-1
305001,帮派BOSS,4,0,1,1,-1,1,450001|450002|450003|0|0|0|0|450004|0,-1,-1,90085,-1,5,500,999,-1,帮派BOSS描述,-1,0,-1,5,20150101,20871015,1111111,0,103,-1,-1,-1,-1,-1,-1,-1,-1,-1
401001,迷宫鲁智深,3,-1,1,1,-1,0,430007|430008|430009|0|430010|0|0|430011|0,-1,-1,-1,-1,0,680,999,-1,迷宫鲁智深描述,-1,0,-1,20,20150101,20871015,1111111,0,103,-1,-1,-1,-1,-1,-1,-1,-1,-1
401002,迷宫史进,3,-1,1,1,-1,0,430012|430013|430014|0|430015|0|0|430016|0,-1,-1,-1,-1,0,0,999,1003,迷宫史进描述,-1,0,-1,20,20150101,20871015,1111111,0,103,-1,-1,-1,-1,-1,-1,-1,-1,-1
401003,迷宫武松,3,-1,1,1,-1,0,430017|430018|430019|430020|0|0|430021|0|0,-1,-1,-1,-1,0,0,999,1006,迷宫武松描述,-1,0,-1,20,20150101,20871015,1111111,0,106,-1,-1,-1,-1,-1,-1,-1,-1,-1
401004,迷宫李师师,3,-1,1,1,-1,0,430022|430023|0|430024|430025|0|430026|0|0,-1,-1,-1,-1,0,0,999,1006,迷宫李师师描述,-1,0,-1,20,20150101,20871015,1111111,0,106,-1,-1,-1,-1,-1,-1,-1,-1,-1
401005,迷宫BOSS,3,-1,1,1,-1,0,0|430027|0|0|0|0|0|0|0,-1,-1,-1,-1,0,0,999,1006,迷宫BOSS描述,-1,0,-1,20,20150101,20871015,1111111,0,106,-1,-1,-1,-1,-1,-1,-1,-1,-1
101900,开场假战斗1,0,1,1,1,-1,0,420992|420991|420990|0|420994|0|0|0|0,0|0|0|0|420999|0|0|0|0,0|0|0|0|421999|0|0|0|0,0,-1,0,0,9999,1003,开场假战斗1描述,-1,0,-1,20,20150101,20871015,1111111,0,103,-1,-1,1,1,107,0,2,0|420997|0|0|0|0|420995|420996|420998,-1
101001,嚣张魔兵,0,1,1,1,-1,5,430029|0|430028|0|0|0|0|430030|0,-1,-1,80000,"72101,1|11001,5",5,500,99,1004,打败魔兵Ⅰ。,10011|10012|10010,0,-1,20,20150101,20871015,1111111,0,104,-1,-1,-1,-1,-1,-1,-1,-1,-1
101002,玉佩之争,0,1,1,1,-1,5,430035|0|430034|0|0|0|0|430033|0,-1,-1,80000,"72201,1|72301,1|11001,5",5,518,99,1005,打败魔兵Ⅱ。,10011|10012|10010,0,-1,20,20150101,20871015,1111111,0,105,-1,-1,-1,-1,-1,-1,-1,-1,-1
101003,揍回老家,0,1,1,1,-1,5,430040|0|430039|0|0|0|0|430041|0,-1,-1,80103,"72201,2|11001,5",5,529,99,1006,打败魔将。,72101,0,42004,20,20150101,20871015,1111111,0,106,-1,-1,-1,-1,-1,-1,-1,-1,-1
101004,路见不平,0,1,1,1,-1,5,430043|0|430042|0|0|0|0|430044|0,-1,-1,80000,"72301,1|41002,1|11001,5",5,536,99,1006,教训当街调戏美女的泼皮。,10011|10012|10010,0,-1,20,20150101,20871015,1111111,0,106,-1,-1,-1,-1,-1,-1,-1,-1,-1
101005,拔刀相助,0,1,1,1,-1,5,430046|0|430045|0|0|0|0|430047|0,-1,-1,80000,"72101,2|10105,4|11001,5",5,542,99,1005,打败泼皮喊来的帮手。,10011|10012|10010,0,-1,20,20150101,20871015,1111111,0,105,-1,-1,-1,-1,-1,-1,-1,-1,-1
101006,英雄救美,0,1,1,1,-1,5,430048|0|430049|0|0|0|0|430050|0,-1,-1,80106,"72301,2|31002,20|11001,5",5,547,99,1005,打败欺负金氏父女的泼皮。,72201,0,45002,20,20150101,20871015,1111111,0,105,-1,-1,-1,-1,-1,-1,-1,-1,-1
101007,金氏父女,0,1,1,1,-1,5,430051|0|430052|0|0|0|0|430053|0,-1,-1,80000,"72101,1|10101,5|11001,5",5,552,99,1006,赶跑郑屠派来监视金氏父女的家丁。,10011|10012|10010,0,-1,20,20150101,20871015,1111111,0,106,-1,-1,-1,-1,-1,-1,-1,-1,-1
101008,夺回行李,0,1,1,1,-1,5,430054|0|430055|0|0|0|0|430056|0,-1,-1,80000,"72201,1|10011,2|11001,5",5,555,99,1004,打败客栈小二，夺回金氏父女的行李。,10011|10012|10010,0,-1,20,20150101,20871015,1111111,0,104,-1,-1,-1,-1,-1,-1,-1,-1,-1
101009,客栈救人,0,1,1,1,-1,5,0|430058|0|0|0|0|0|430059|0,-1,-1,80109,"72301,1|31026,15|11001,5",5,559,99,1004,打败客栈老板，解救金氏父女。,72301,0,41026,20,20150101,20871015,1111111,0,104,-1,-1,-1,-1,-1,-1,-1,-1,-1
102001,敲诈勒索,0,1,1,1,-1,5,110051|110051|0|0|120051|0|0|130051|0,-1,-1,80000,"72111,1|32116,1|32316,1",5,569,99,1005,打败敲诈勒索的泼皮。,10011|10012|10010,0,-1,20,20150101,20871015,1111111,0,105,-1,-1,-1,-1,-1,-1,-1,-1,-1
102002,大打出手,0,1,1,1,-1,5,110051|110051|0|0|120051|0|0|130051|0,-1,-1,80000,"72211,1|72101,1|11001,5",5,571,99,1011,打败泼皮喊来的帮手。,10011|10012|10010,0,-1,20,20150101,20871015,1111111,0,111,-1,-1,-1,-1,-1,-1,-1,-1,-1
102003,闭门羹,0,1,1,1,-1,5,110071|110071|0|0|220071|0|0|230071|0,-1,-1,80203,"72311,1|72201,1|11001,5",5,573,99,1011,教训故意刁难的迎客僧。,72111|72101,0,41009,20,20150101,20871015,1111111,0,111,-1,-1,-1,-1,-1,-1,-1,-1,-1
102004,拆山门,0,1,1,1,-1,5,110061|110061|0|0|120061|0|0|130061|0,-1,-1,80000,"72111,1|72301,1|11001,5",5,575,99,1011,迎客僧不肯开门，拆掉山门硬闯进去。,10011|10012|10010,0,-1,20,20150101,20871015,1111111,0,111,-1,-1,-1,-1,-1,-1,-1,-1,-1
102005,毁金刚,0,1,1,1,-1,5,110061|110061|0|0|120061|0|0|130061|0,-1,-1,80000,"72211,1|10016,2|11001,5",5,577,99,1011,打败前来支援的武僧。,10011|10012|10010,0,-1,20,20150101,20871015,1111111,0,111,-1,-1,-1,-1,-1,-1,-1,-1,-1
102006,水陆大会,0,1,1,1,-1,5,110072|110072|0|0|220071|0|0|230071|0,-1,-1,80206,"72311,1|73000,2|11001,5",5,578,99,1011,打败护法武僧。,72211|72201,0,41009,20,20150101,20871015,1111111,0,111,-1,-1,-1,-1,-1,-1,-1,-1,-1
102007,大闹会场,0,1,1,1,-1,5,110071|0|110071|120071|0|0|0|0|130071,-1,-1,80000,"72311,1|11001,5",5,580,99,1011,打败护法长老。,10011|10012|10010,0,-1,20,20150101,20871015,1111111,0,111,-1,-1,-1,-1,-1,-1,-1,-1,-1
102008,奇怪的铜人,0,1,1,1,-1,5,110071|0|110071|120071|0|0|0|0|130071,-1,-1,80000,"72311,1|11001,5",5,581,99,1011,打败第一座铜人阵。,10011|10012|10010,0,-1,20,20150101,20871015,1111111,0,111,-1,-1,-1,-1,-1,-1,-1,-1,-1
102009,魔化铜人,0,1,1,1,-1,5,110082|0|110081|220081|0|0|0|0|230081,-1,-1,80209,"72311,1|11001,5",5,581,99,1011,打败第二座铜人阵。,72311|72301,0,41013,20,20150101,20871015,1111111,0,111,-1,-1,-1,-1,-1,-1,-1,-1,-1
103001,劫道小贼,0,1,1,1,-1,5,110101|0|110101|0|0|0|130101|230101|0,-1,-1,80000,"72114,1|11001,5",5,583,99,1005,打败劫道的山贼。,10011|10012|10010,0,-1,20,20150101,20871015,1111111,0,105,-1,-1,-1,-1,-1,-1,-1,-1,-1
103002,陷入重围,0,1,1,1,-1,5,110101|110102|110101|0|0|0|230102|0|0,-1,-1,80000,"72114,1|11001,5",5,584,99,1005,山贼人多势众，打败他们。,10011|10012|10010,0,-1,20,20150101,20871015,1111111,0,105,-1,-1,-1,-1,-1,-1,-1,-1,-1
103003,各个击破,0,1,1,1,-1,5,210101|110102|110101|0|0|0|230102|130101|0,-1,-1,80303,"72114,1|11001,5",5,584,99,1005,冲出山贼的埋伏圈。,72114|72101,0,41026,20,20150101,20871015,1111111,0,105,-1,-1,-1,-1,-1,-1,-1,-1,-1
103004,村民的愤怒,0,1,1,1,-1,5,110101|110102|110101|0|0|0|130101|230101|0,-1,-1,80000,"72214,1|11001,5",5,584,99,1004,打败愤怒的村民。,10011|10012|10010,0,-1,20,20150101,20871015,1111111,0,104,-1,-1,-1,-1,-1,-1,-1,-1,-1
103005,美丽的误会,0,1,1,1,-1,5,110101|110102|210101|0|0|0|130101|130101|0,-1,-1,80000,"72214,1|11001,5",5,585,99,1004,愤怒的村民越聚越多，先打败他们。,10011|10012|10010,0,-1,20,20150101,20871015,1111111,0,104,-1,-1,-1,-1,-1,-1,-1,-1,-1
103006,不打不相识,0,1,1,1,-1,5,110111|210111|110111|0|0|0|230111|130111|0,-1,-1,80306,"72214,1|11001,5",5,585,99,1004,打败村长。,72214|72201,0,41003,20,20150101,20871015,1111111,0,104,-1,-1,-1,-1,-1,-1,-1,-1,-1
103007,设下埋伏,0,1,1,1,-1,5,110111|110112|0|120111|0|0|230111|130111|0,-1,-1,80000,"72314,1|11001,5",5,585,99,1004,打败来抢亲的山贼。,10011|10012|10010,0,-1,20,20150101,20871015,1111111,0,104,-1,-1,-1,-1,-1,-1,-1,-1,-1
103008,先发制人,0,1,1,1,-1,5,110111|110112|0|120111|0|0|130111|230111|0,-1,-1,80000,"72314,1|11001,5",5,587,99,1004,山贼人数太多，先各个击破。,10011|10012|10010,0,-1,20,20150101,20871015,1111111,0,104,-1,-1,-1,-1,-1,-1,-1,-1,-1
103009,擒贼擒王,0,1,1,1,-1,5,110121|210121|0|120121|0|0|130121|230122|0,-1,-1,80309,"72314,1|11001,5|41030,1",5,587,99,1004,打败山贼二当家。,72314|72301,0,41007,20,20150101,20871015,1111111,0,104,-1,-1,-1,-1,-1,-1,-1,-1,-1
103010,精英 设埋伏,0,2,1,1,-1,10,210101|210102|110101|0|120101|120102|0|0|0,-1,-1,80313,"71301,1|71302,1|71303,1",10,587,3,1004,打败来抢亲的山贼。,71301,0,-1,20,20150101,20871015,1111111,0,104,-1,-1,-1,-1,-1,-1,-1,-1,-1
103011,精英 先出手,0,2,1,1,-1,10,210101|210102|110101|0|0|120101|0|0|130101,-1,-1,80314,"71302,1|11001,5",10,588,3,1004,山贼人数太多，先各个击破。,71302,0,-1,20,20150101,20871015,1111111,0,104,-1,-1,-1,-1,-1,-1,-1,-1,-1
103012,精英 擒贼王,0,2,1,1,-1,10,210111|210112|110111|0|0|0|0|230111|130111,-1,-1,80315,"71303,1|11001,5",10,588,3,1004,打败山贼二当家。,71303|31002,0,41003,20,20150101,20871015,1111111,0,104,-1,-1,-1,-1,-1,-1,-1,-1,-1
104001,偷菜小贼,0,1,10,1,-1,5,110121|0|110121|120121|0|220121|0|0|130121,-1,-1,80000,"72121,1|11001,5",5,588,99,1011,打败偷菜的泼皮。,10011|10012|10010,0,-1,20,20150101,20871015,1111111,0,111,-1,-1,-1,-1,-1,-1,-1,-1,-1
104002,戏耍小贼,0,1,10,1,-1,5,110121|0|110121|220121|0|120121|0|0|130121,-1,-1,80000,"72121,1|11001,5",5,589,99,1011,正好无聊，戏耍一下这些泼皮解解闷。,10011|10012|10010,0,-1,20,20150101,20871015,1111111,0,111,-1,-1,-1,-1,-1,-1,-1,-1,-1
104003,留点教训,0,1,10,1,-1,5,210121|0|110121|220122|0|120121|0|0|130121,-1,-1,80403,"72121,1|11001,5",5,589,99,1011,这帮泼皮天天偷鸡摸狗，给他们长点记性。,72121|72111,0,41007,20,20150101,20871015,1111111,0,111,-1,-1,-1,-1,-1,-1,-1,-1,-1
104004,不长记性,0,1,10,1,-1,5,110121|0|210121|120121|0|120121|0|0|130121,-1,-1,80000,"72221,1|11001,5",5,589,99,1011,打败泼皮喊来的帮手Ⅰ。,10011|10012|10010,0,-1,20,20150101,20871015,1111111,0,111,-1,-1,-1,-1,-1,-1,-1,-1,-1
104005,搬来救兵,0,1,10,1,-1,5,210121|0|110121|120121|0|120121|0|0|130121,-1,-1,80000,"72221,1|11001,5",5,590,99,1011,打败泼皮喊来的帮手Ⅱ。,10011|10012|10010,0,-1,20,20150101,20871015,1111111,0,111,-1,-1,-1,-1,-1,-1,-1,-1,-1
104006,打地头蛇,0,1,10,1,-1,5,0|0|0|0|430068|0|0|0|0,-1,-1,80406,"72221,1|11001,5",5,590,99,1011,打败泼皮老大。,72221|72211,0,41009,20,20150101,20871015,1111111,0,111,-1,-1,-1,-1,-1,-1,-1,-1,-1
104007,挑战者,0,1,10,1,-1,5,0|110131|110131|0|120131|0|0|130131|230131,-1,-1,80000,"72321,1|11001,5",5,590,99,1011,打败神秘挑战者。,10011|10012|10010,0,-1,20,20150101,20871015,1111111,0,111,-1,-1,-1,-1,-1,-1,-1,-1,-1
104008,切磋比武,0,1,10,1,-1,5,0|110131|110131|0|120131|0|0|230132|130131,-1,-1,80000,"72321,1|11001,5",5,591,99,1011,比试第2场,10011|10012|10010,0,-1,20,20150101,20871015,1111111,0,111,-1,-1,-1,-1,-1,-1,-1,-1,-1
104009,原来是你,0,1,10,1,-1,5,0|210151|110151|0|120151|0|0|230153|130151,-1,-1,80409,"72321,1|11001,5",5,591,99,1011,比试第3场,72321|72311,0,41005,20,20150101,20871015,1111111,0,111,-1,-1,-1,-1,-1,-1,-1,-1,-1
104010,精英 挑战者,0,2,10,1,-1,10,210151|110151|210152|120151|0|0|230151|0|0,-1,-1,80413,"71401,1|11001,5",10,591,3,1011,打败神秘挑战者。,71401,0,-1,20,20150101,20871015,1111111,0,111,-1,-1,-1,-1,-1,-1,-1,-1,-1
104011,精英 切磋,0,2,10,1,-1,10,210161|110161|210163|0|0|0|130161|230161|0,-1,-1,80414,"71402,1|11001,5",10,592,3,1011,比试第2场。,71402,0,-1,20,20150101,20871015,1111111,0,111,-1,-1,-1,-1,-1,-1,-1,-1,-1
104012,精英 巧合,0,2,10,1,-1,10,210171|210172|0|120171|120171|0|230171|0|0,-1,-1,80415,"71403,1|11001,5",10,592,3,1004,比试第3场。,71403|31001,0,41014,20,20150101,20871015,1111111,0,104,-1,-1,-1,-1,-1,-1,-1,-1,-1
105001,暗中保护,0,1,15,1,-1,5,110151|110151|110152|0|0|0|230151|0|130151,-1,-1,80000,"72124,1|11001,5",5,592,99,1005,驱除野猪林里的野猪Ⅰ。,10011|10012|10010,0,-1,20,20150101,20871015,1111111,0,105,-1,-1,-1,-1,-1,-1,-1,-1,-1
105002,有猪肉吃,0,1,15,1,-1,5,110152|110151|110151|0|0|0|130151|0|230152,-1,-1,80000,"72124,1|11001,5",5,593,99,1005,驱除野猪林里的野猪Ⅱ。,10011|10012|10010,0,-1,20,20150101,20871015,1111111,0,105,-1,-1,-1,-1,-1,-1,-1,-1,-1
105003,野猪称王,0,1,15,1,-1,5,110172|110172|210171|0|0|0|130171|0|230173,-1,-1,80503,"72124,1|11001,5",5,593,99,1006,打败野猪王。,72124|72111,0,42003,20,20150101,20871015,1111111,0,106,-1,-1,-1,-1,-1,-1,-1,-1,-1
