id,dropNum,itmWgt
81818,4,"71423,1,90|31005,1,31|10011,1,13|10012,1,13|10010,1,20"
81903,4,"72141,1,64|72141,1,16|72131,1,64|10011,1,13|10012,1,13|10010,1,20"
81906,4,"72241,1,64|72241,1,16|72231,1,64|10011,1,13|10012,1,13|10010,1,20"
81909,4,"72341,1,64|72341,1,16|72331,1,64|10011,1,13|10012,1,13|10010,1,20"
81912,4,"72139,1,64|72139,1,16|72128,1,50|10011,1,13|10012,1,13|10010,1,20"
81913,4,"71331,1,75|10011,1,13|10012,1,13|10010,1,20"
81914,4,"71332,1,75|10011,1,13|10012,1,13|10010,1,20"
81915,4,"71333,1,75|31030,1,31|10011,1,13|10012,1,13|10010,1,20"
81916,4,"71131,1,60|10011,1,13|10012,1,13|10010,1,20"
81917,4,"71132,1,60|10011,1,13|10012,1,13|10010,1,20"
81918,4,"71133,1,60|31011,1,31|10011,1,13|10012,1,13|10010,1,20"
82003,4,"72141,1,64|72141,1,16|72131,1,64|10011,1,13|10012,1,13|10010,1,20"
82006,4,"72241,1,64|72241,1,16|72231,1,64|10011,1,13|10012,1,13|10010,1,20"
82009,4,"72341,1,64|72341,1,16|72331,1,64|10011,1,13|10012,1,13|10010,1,20"
82012,4,"72141,1,48|72141,1,12|72229,1,50|10011,1,13|10012,1,13|10010,1,20"
82013,4,"71231,1,75|10011,1,13|10012,1,13|10010,1,20"
82014,4,"71232,1,75|10011,1,13|10012,1,13|10010,1,20"
82015,4,"71233,1,75|31005,1,31|10011,1,13|10012,1,13|10010,1,20"
82016,4,"71431,1,60|10011,1,13|10012,1,13|10010,1,20"
82017,4,"71432,1,60|10011,1,13|10012,1,13|10010,1,20"
82018,4,"71433,1,60|31034,1,31|10011,1,13|10012,1,13|10010,1,20"
82103,4,"72144,1,64|72144,1,16|72134,1,64|10011,1,13|10012,1,13|10010,1,20"
82106,4,"72244,1,64|72244,1,16|72234,1,64|10011,1,13|10012,1,13|10010,1,20"
82109,4,"72344,1,64|72344,1,16|72334,1,64|10011,1,13|10012,1,13|10010,1,20"
82112,4,"72341,1,48|72341,1,12|72321,1,90|10011,1,13|10012,1,13|10010,1,20"
82113,4,"71131,1,75|10011,1,13|10012,1,13|10010,1,20"
82114,4,"71132,1,75|10011,1,13|10012,1,13|10010,1,20"
82115,4,"71133,1,75|31043,1,31|10011,1,13|10012,1,13|10010,1,20"
82116,4,"71231,1,60|10011,1,13|10012,1,13|10010,1,20"
82117,4,"71232,1,60|10011,1,13|10012,1,13|10010,1,20"
82118,4,"71233,1,60|31017,1,31|10011,1,13|10012,1,13|10010,1,20"
82203,4,"72144,1,64|72144,1,16|72134,1,64|10011,1,13|10012,1,13|10010,1,20"
82206,4,"72244,1,64|72244,1,16|72234,1,64|10011,1,13|10012,1,13|10010,1,20"
82209,4,"72344,1,64|72344,1,16|72334,1,64|10011,1,13|10012,1,13|10010,1,20"
82212,4,"72242,1,48|72242,1,12|72123,1,90|10011,1,13|10012,1,13|10010,1,20"
82213,4,"71431,1,75|10011,1,13|10012,1,13|10010,1,20"
82214,4,"71432,1,75|10011,1,13|10012,1,13|10010,1,20"
82215,4,"71433,1,75|31037,1,31|10011,1,13|10012,1,13|10010,1,20"
82216,4,"71431,1,60|10011,1,13|10012,1,13|10010,1,20"
82217,4,"71432,1,60|10011,1,13|10012,1,13|10010,1,20"
82218,4,"71433,1,60|31015,1,31|10011,1,13|10012,1,13|10010,1,20"
82303,4,"72144,1,64|72144,1,16|72134,1,64|10011,1,13|10012,1,13|10010,1,20"
82306,4,"72244,1,64|72244,1,16|72234,1,64|10011,1,13|10012,1,13|10010,1,20"
82309,4,"72344,1,64|72344,1,16|72334,1,64|10011,1,13|10012,1,13|10010,1,20"
82312,4,"72143,1,48|72143,1,12|72224,1,80|10011,1,13|10012,1,13|10010,1,20"
82313,4,"71341,1,55|10011,1,13|10012,1,13|10010,1,20"
82314,4,"71342,1,55|10011,1,13|10012,1,13|10010,1,20"
82315,4,"71343,1,55|31026,1,31|10011,1,13|10012,1,13|10010,1,20"
82316,4,"71231,1,60|10011,1,13|10012,1,13|10010,1,20"
82317,4,"71232,1,60|10011,1,13|10012,1,13|10010,1,20"
82318,4,"71233,1,60|31032,1,31|10011,1,13|10012,1,13|10010,1,20"
82403,4,"72147,1,64|72147,1,16|72137,1,64|10011,1,13|10012,1,13|10010,1,20"
82406,4,"72247,1,64|72247,1,16|72237,1,64|10011,1,13|10012,1,13|10010,1,20"
82409,4,"72347,1,64|72347,1,16|72337,1,64|10011,1,13|10012,1,13|10010,1,20"
82412,4,"72343,1,48|72343,1,12|72325,1,80|10011,1,13|10012,1,13|10010,1,20"
82413,4,"71441,1,55|10011,1,13|10012,1,13|10010,1,20"
82414,4,"71442,1,55|10011,1,13|10012,1,13|10010,1,20"
82415,4,"71443,1,55|31015,1,31|10011,1,13|10012,1,13|10010,1,20"
82416,4,"71431,1,60|10011,1,13|10012,1,13|10010,1,20"
82417,4,"71432,1,60|10011,1,13|10012,1,13|10010,1,20"
82418,4,"71433,1,60|31030,1,31|10011,1,13|10012,1,13|10010,1,20"
82503,4,"72147,1,64|72147,1,16|72137,1,64|10011,1,13|10012,1,13|10010,1,20"
82506,4,"72247,1,64|72247,1,16|72237,1,64|10011,1,13|10012,1,13|10010,1,20"
82509,4,"72347,1,64|72347,1,16|72337,1,64|10011,1,13|10012,1,13|10010,1,20"
82512,4,"72244,1,48|72244,1,12|72127,1,50|10011,1,13|10012,1,13|10010,1,20"
82513,4,"71141,1,55|10011,1,13|10012,1,13|10010,1,20"
82514,4,"71142,1,55|10011,1,13|10012,1,13|10010,1,20"
82515,4,"71143,1,55|31033,1,31|10011,1,13|10012,1,13|10010,1,20"
82516,4,"71231,1,60|10011,1,13|10012,1,13|10010,1,20"
82517,4,"71232,1,60|10011,1,13|10012,1,13|10010,1,20"
82518,4,"71233,1,60|31002,1,31|10011,1,13|10012,1,13|10010,1,20"
82603,4,"72147,1,64|72147,1,16|72137,1,64|10011,1,13|10012,1,13|10010,1,20"
82606,4,"72247,1,64|72247,1,16|72237,1,64|10011,1,13|10012,1,13|10010,1,20"
82609,4,"72347,1,64|72347,1,16|72337,1,64|10011,1,13|10012,1,13|10010,1,20"
82612,4,"72145,1,48|72145,1,12|72228,1,50|10011,1,13|10012,1,13|10010,1,20"
82613,4,"71241,1,55|10011,1,13|10012,1,13|10010,1,20"
82614,4,"71242,1,55|10011,1,13|10012,1,13|10010,1,20"
82615,4,"71243,1,55|31013,1,31|10011,1,13|10012,1,13|10010,1,20"
82616,4,"71431,1,60|10011,1,13|10012,1,13|10010,1,20"
82617,4,"71432,1,60|10011,1,13|10012,1,13|10010,1,20"
82618,4,"71433,1,60|31008,1,31|10011,1,13|10012,1,13|10010,1,20"
82703,4,"72150,1,64|72150,1,16|72141,1,48|10011,1,13|10012,1,13|10010,1,20"
82706,4,"72250,1,64|72250,1,16|72241,1,48|10011,1,13|10012,1,13|10010,1,20"
82709,4,"72350,1,64|72350,1,16|72341,1,48|10011,1,13|10012,1,13|10010,1,20"
82712,4,"72345,1,48|72345,1,12|72329,1,50|10011,1,13|10012,1,13|10010,1,20"
82713,4,"71241,1,55|10011,1,13|10012,1,13|10010,1,20"
82714,4,"71242,1,55|10011,1,13|10012,1,13|10010,1,20"
82715,4,"71243,1,55|31032,1,31|10011,1,13|10012,1,13|10010,1,20"
82716,4,"71131,1,60|10011,1,13|10012,1,13|10010,1,20"
82717,4,"71132,1,60|10011,1,13|10012,1,13|10010,1,20"
82718,4,"71133,1,60|31007,1,31|10011,1,13|10012,1,13|10010,1,20"
82803,4,"72150,1,64|72150,1,16|72144,1,48|10011,1,13|10012,1,13|10010,1,20"
82806,4,"72250,1,64|72250,1,16|72244,1,48|10011,1,13|10012,1,13|10010,1,20"
82809,4,"72350,1,64|72350,1,16|72344,1,48|10011,1,13|10012,1,13|10010,1,20"
82812,4,"72246,1,48|72246,1,12|72132,1,25|10011,1,13|10012,1,13|10010,1,20"
82813,4,"71141,1,55|10011,1,13|10012,1,13|10010,1,20"
82814,4,"71142,1,55|10011,1,13|10012,1,13|10010,1,20"
82815,4,"71143,1,55|31046,1,31|10011,1,13|10012,1,13|10010,1,20"
82816,4,"71431,1,60|10011,1,13|10012,1,13|10010,1,20"
82817,4,"71432,1,60|10011,1,13|10012,1,13|10010,1,20"
82818,4,"71433,1,60|31010,1,31|10011,1,13|10012,1,13|10010,1,20"
82903,4,"72150,1,64|72150,1,16|72147,1,48|10011,1,13|10012,1,13|10010,1,20"
82906,4,"72250,1,64|72250,1,16|72247,1,48|10011,1,13|10012,1,13|10010,1,20"
82909,4,"72350,1,64|72350,1,16|72347,1,48|10011,1,13|10012,1,13|10010,1,20"
82912,4,"72147,1,48|72147,1,12|72233,1,25|10011,1,13|10012,1,13|10010,1,20"
82913,4,"71341,1,55|10011,1,13|10012,1,13|10010,1,20"
82914,4,"71342,1,55|10011,1,13|10012,1,13|10010,1,20"
82915,4,"71343,1,55|31010,1,31|10011,1,13|10012,1,13|10010,1,20"
82916,4,"71141,1,40|10011,1,13|10012,1,13|10010,1,20"
82917,4,"71142,1,40|10011,1,13|10012,1,13|10010,1,20"
82918,4,"71143,1,40|31016,1,31|10011,1,13|10012,1,13|10010,1,20"
83003,4,"72150,1,64|72150,1,16|72147,1,48|10011,1,13|10012,1,13|10010,1,20"
83006,4,"72250,1,64|72250,1,16|72247,1,48|10011,1,13|10012,1,13|10010,1,20"
83009,4,"72350,1,64|72350,1,16|72347,1,48|10011,1,13|10012,1,13|10010,1,20"
83012,4,"72347,1,48|72347,1,12|72334,1,25|10011,1,13|10012,1,13|10010,1,20"
83013,4,"71441,1,55|10011,1,13|10012,1,13|10010,1,20"
83014,4,"71442,1,55|10011,1,13|10012,1,13|10010,1,20"
83015,4,"71443,1,55|31009,1,31|10011,1,13|10012,1,13|10010,1,20"
83016,4,"71441,1,40|10011,1,13|10012,1,13|10010,1,20"
83017,4,"71442,1,40|10011,1,13|10012,1,13|10010,1,20"
83018,4,"71443,1,40|31009,1,31|10011,1,13|10012,1,13|10010,1,20"
83103,4,"72148,1,48|72148,1,12|72135,1,48|10011,1,13|10012,1,13|10010,1,20"
83106,4,"72148,1,48|72148,1,12|72235,1,48|10011,1,13|10012,1,13|10010,1,20"
83109,4,"72248,1,48|72248,1,12|72335,1,48|10011,1,13|10012,1,13|10010,1,20"
83112,4,"72248,1,48|72248,1,12|72136,1,25|10011,1,13|10012,1,13|10010,1,20"
83113,4,"71141,1,40|10011,1,13|10012,1,13|10010,1,20"
83114,4,"71142,1,40|10011,1,13|10012,1,13|10010,1,20"
83115,4,"71143,1,40|31005,1,31|10011,1,13|10012,1,13|10010,1,20"
83116,4,"71241,1,40|10011,1,13|10012,1,13|10010,1,20"
83117,4,"71242,1,40|10011,1,13|10012,1,13|10010,1,20"
83118,4,"71243,1,40|31029,1,31|10011,1,13|10012,1,13|10010,1,20"
83203,4,"72348,1,48|72348,1,12|72236,1,25|10011,1,13|10012,1,13|10010,1,20"
83206,4,"72348,1,48|72348,1,12|72336,1,25|10011,1,13|10012,1,13|10010,1,20"
83209,4,"72149,1,48|72149,1,12|72137,1,25|10011,1,13|10012,1,13|10010,1,20"
83212,4,"72149,1,48|72149,1,12|72237,1,25|10011,1,13|10012,1,13|10010,1,20"
83213,4,"71341,1,40|10011,1,13|10012,1,13|10010,1,20"
83214,4,"71342,1,40|10011,1,13|10012,1,13|10010,1,20"
83215,4,"71343,1,40|31029,1,31|10011,1,13|10012,1,13|10010,1,20"
83216,4,"71441,1,40|10011,1,13|10012,1,13|10010,1,20"
83217,4,"71442,1,40|10011,1,13|10012,1,13|10010,1,20"
83218,4,"71443,1,40|31005,1,31|10011,1,13|10012,1,13|10010,1,20"
83303,4,"72249,1,48|72249,1,12|72138,1,25|10011,1,13|10012,1,13|10010,1,20"
83306,4,"72249,1,48|72249,1,12|72238,1,25|10011,1,13|10012,1,13|10010,1,20"
83309,4,"72349,1,48|72349,1,12|72338,1,25|10011,1,13|10012,1,13|10010,1,20"
83312,4,"72349,1,48|72349,1,12|72139,1,25|10011,1,13|10012,1,13|10010,1,20"
83313,4,"71141,1,40|10011,1,13|10012,1,13|10010,1,20"
83314,4,"71142,1,40|10011,1,13|10012,1,13|10010,1,20"
83315,4,"71143,1,40|31009,1,31|10011,1,13|10012,1,13|10010,1,20"
83316,4,"71241,1,40|10011,1,13|10012,1,13|10010,1,20"
83317,4,"71242,1,40|10011,1,13|10012,1,13|10010,1,20"
83318,4,"71243,1,40|31011,1,31|10011,1,13|10012,1,13|10010,1,20"
83403,4,"72150,1,48|72150,1,12|72239,1,25|10011,1,13|10012,1,13|10010,1,20"
83406,4,"72150,1,48|72150,1,12|72339,1,25|10011,1,13|10012,1,13|10010,1,20"
83409,4,"72250,1,48|72250,1,12|72131,1,25|10011,1,13|10012,1,13|10010,1,20"
83412,4,"72250,1,48|72250,1,12|72231,1,25|10011,1,13|10012,1,13|10010,1,20"
83413,4,"71341,1,40|10011,1,13|10012,1,13|10010,1,20"
83414,4,"71342,1,40|10011,1,13|10012,1,13|10010,1,20"
83415,4,"71343,1,40|31020,1,31|10011,1,13|10012,1,13|10010,1,20"
83416,4,"71441,1,40|10011,1,13|10012,1,13|10010,1,20"
83417,4,"71442,1,40|10011,1,13|10012,1,13|10010,1,20"
83418,4,"71443,1,40|31034,1,31|10011,1,13|10012,1,13|10010,1,20"
83503,4,"72350,1,48|72350,1,12|72331,1,25|10011,1,13|10012,1,13|10010,1,20"
83506,4,"72350,1,48|72350,1,12|72132,1,25|10011,1,13|10012,1,13|10010,1,20"
83509,4,"72151,1,48|72151,1,12|72232,1,25|10011,1,13|10012,1,13|10010,1,20"
83512,4,"72151,1,48|72151,1,12|72332,1,25|10011,1,13|10012,1,13|10010,1,20"
83513,4,"71341,1,40|10011,1,13|10012,1,13|10010,1,20"
83514,4,"71342,1,40|10011,1,13|10012,1,13|10010,1,20"
83515,4,"71343,1,40|31007,1,31|10011,1,13|10012,1,13|10010,1,20"
83516,4,"71441,1,40|10011,1,13|10012,1,13|10010,1,20"
83517,4,"71442,1,40|10011,1,13|10012,1,13|10010,1,20"
83518,4,"71443,1,40|31017,1,31|10011,1,13|10012,1,13|10010,1,20"
83603,4,"72251,1,48|72251,1,12|72133,1,25|10011,1,13|10012,1,13|10010,1,20"
83606,4,"72251,1,48|72251,1,12|72233,1,25|10011,1,13|10012,1,13|10010,1,20"
83609,4,"72351,1,48|72351,1,12|72333,1,25|10011,1,13|10012,1,13|10010,1,20"
83612,4,"72351,1,48|72351,1,12|72134,1,25|10011,1,13|10012,1,13|10010,1,20"
83613,4,"71141,1,40|10011,1,13|10012,1,13|10010,1,20"
83614,4,"71142,1,40|10011,1,13|10012,1,13|10010,1,20"
83615,4,"71143,1,40|31010,1,31|10011,1,13|10012,1,13|10010,1,20"
83616,4,"71241,1,40|10011,1,13|10012,1,13|10010,1,20"
83617,4,"71242,1,40|10011,1,13|10012,1,13|10010,1,20"
83618,4,"71243,1,40|31016,1,31|10011,1,13|10012,1,13|10010,1,20"
83703,4,"72152,1,48|72152,1,12|72234,1,25|10011,1,13|10012,1,13|10010,1,20"
83706,4,"72152,1,48|72152,1,12|72334,1,25|10011,1,13|10012,1,13|10010,1,20"
83709,4,"72252,1,48|72252,1,12|72135,1,25|10011,1,13|10012,1,13|10010,1,20"
83712,4,"72252,1,48|72252,1,12|72335,1,25|10011,1,13|10012,1,13|10010,1,20"
83713,4,"71141,1,40|10011,1,13|10012,1,13|10010,1,20"
83714,4,"71142,1,40|10011,1,13|10012,1,13|10010,1,20"
83715,4,"71143,1,40|31029,1,31|10011,1,13|10012,1,13|10010,1,20"
83716,4,"71241,1,40|10011,1,13|10012,1,13|10010,1,20"
83717,4,"71242,1,40|10011,1,13|10012,1,13|10010,1,20"
83718,4,"71243,1,40|31005,1,31|10011,1,13|10012,1,13|10010,1,20"
83803,4,"72352,1,48|72352,1,12|72335,1,25|10011,1,13|10012,1,13|10010,1,20"
83806,4,"72352,1,48|72352,1,12|72136,1,25|10011,1,13|10012,1,13|10010,1,20"
83809,4,"72153,1,48|72153,1,12|72236,1,25|10011,1,13|10012,1,13|10010,1,20"
83812,4,"72153,1,48|72153,1,12|72336,1,25|10011,1,13|10012,1,13|10010,1,20"
83813,4,"71341,1,40|10011,1,13|10012,1,13|10010,1,20"
83814,4,"71342,1,40|10011,1,13|10012,1,13|10010,1,20"
83815,4,"71343,1,40|31017,1,31|10011,1,13|10012,1,13|10010,1,20"
83816,4,"71441,1,40|10011,1,13|10012,1,13|10010,1,20"
83817,4,"71442,1,40|10011,1,13|10012,1,13|10010,1,20"
83818,4,"71443,1,40|31007,1,31|10011,1,13|10012,1,13|10010,1,20"
83903,4,"72253,1,48|72253,1,12|72137,1,25|10011,1,13|10012,1,13|10010,1,20"
83906,4,"72253,1,48|72253,1,12|72237,1,25|10011,1,13|10012,1,13|10010,1,20"
83909,4,"72353,1,48|72353,1,12|72337,1,25|10011,1,13|10012,1,13|10010,1,20"
83912,4,"72353,1,48|72353,1,12|72138,1,25|10011,1,13|10012,1,13|10010,1,20"
83913,4,"71341,1,40|10011,1,13|10012,1,13|10010,1,20"
83914,4,"71342,1,40|10011,1,13|10012,1,13|10010,1,20"
83915,4,"71343,1,40|31034,1,31|10011,1,13|10012,1,13|10010,1,20"
83916,4,"71441,1,40|10011,1,13|10012,1,13|10010,1,20"
83917,4,"71442,1,40|10011,1,13|10012,1,13|10010,1,20"
83918,4,"71443,1,40|31020,1,31|10011,1,13|10012,1,13|10010,1,20"
84003,4,"72154,1,48|72154,1,12|72238,1,25|10011,1,13|10012,1,13|10010,1,20"
84006,4,"72154,1,48|72154,1,12|72338,1,25|10011,1,13|10012,1,13|10010,1,20"
84009,4,"72254,1,48|72254,1,12|72139,1,25|10011,1,13|10012,1,13|10010,1,20"
84012,4,"72354,1,48|72354,1,12|72239,1,25|10011,1,13|10012,1,13|10010,1,20"
84013,4,"71141,1,40|10011,1,13|10012,1,13|10010,1,20"
84014,4,"71142,1,40|10011,1,13|10012,1,13|10010,1,20"
84015,4,"71143,1,40|31011,1,31|10011,1,13|10012,1,13|10010,1,20"
84016,4,"71241,1,40|10011,1,13|10012,1,13|10010,1,20"
84017,4,"71242,1,40|10011,1,13|10012,1,13|10010,1,20"
84018,4,"71243,1,40|31009,1,31|10011,1,13|10012,1,13|10010,1,20"
