id,Npc,NpcName,NpcPos,info,,,,,,,,,,
259,41099,主角,2,我就知道我一定有一段非凡的人生…,,,,,,,,,,
260,41097,佩佩,1,主人踏上冒险，少不了各路英雄的帮助，先让我们去|6eed3b::祭坛|中解开英雄的|6eed3b::封印|吧,,,,,,,,,,
261,41001,鲁智深,1,我的天罡之力已经饥渴难耐了！,,,,,,,,,,
262,41096,狂乱的官兵,2,少在我们兄弟面前装凶，想凶我们的人多了你还排不上号呢！,,,,,,,,,,
263,41097,佩佩,1,这些官兵看似已经失去理智，主人别对他们客气。,,,,,,,,,,
264,41096,狂乱的官兵,2,几位爷可别打了…我们错了，您确实比我妈凶…,,,,,,,,,,
265,41099,主角,1,为什么在这为非作歹？,,,,,,,,,,
266,41096,狂乱的官兵,2,就收了几两银子，客户要求见人揍人，其实我们也只是做服务的…,,,,,,,,,,
267,41097,佩佩,1,主人，从他们口里也问不出什么，我们到前面看看吧。,,,,,,,,,,
268,41099,主角,2,那洗练神器的宝物从哪里获得呢？,,,,,,,,,,
269,41097,佩佩,1,洗练神器的宝物可以从|6eed3b::千层塔|中获得，跟我去探索下吧。,,,,,,,,,,
270,41002,史进,1,升星后的感觉果然不一样，我的小棍子都已经饥渴难耐了！,,,,,,,,,,
271,41004,林冲,2,据说天命人途径此地，我特来会会，连我这关都过不了可不行哦，嗝~~,,,,,,,,,,
272,41099,主角,1,这就是大名鼎鼎的豹子头林冲吗，好强力的气场（酒气）…,,,,,,,,,,
273,41097,佩佩,1,主人可要小心，林冲是非常强力的|6eed3b::后排杀手|，还有可能导致后排队友|6eed3b::眩晕|哦~,,,,,,,,,,
274,41004,林冲,2,果然后生可畏后，一路上遇到困难要记得|6eed3b::觉醒|和|6eed3b::升星|哦，后会有期！嗝~~,,,,,,,,,,
275,41001,鲁智深,2,俺也嗅到了一股邪恶的力量在附近，气息十分强大~,,,,,,,,,,
276,41096,胖头领,2,几个没用的家伙捣捣乱就把你引过来了，嘿嘿，真是社会经验少啊…,,,,,,,,,,
277,41001,鲁智深,1,年轻人放心，有我小达在没人敢伤害到你！！,,,,,,,,,,
278,41097,佩佩,1,鲁智深是强力的|6eed3b::横排先手|，我们先让他觉醒吧。,,,,,,,,,,
279,41097,佩佩,1,这一路上这群人似乎都是冲着佩饰来的，难道|6eed3b::乌金佩|的另一面是真的？不不不，不会…,,,,,,,,,,
280,41099,主角,1,佩佩你在自言自语些什么？别人来抢劫了别发呆！,,,,,,,,,,
281,41099,主角,1,小达觉醒的新技能可真厉害，放完奥义整个人箭一样的射了出去，敌人立马倒下了。,,,,,,,,,,
282,41001,鲁智深,1,哇咔咔，年轻人我的追打技可造成|ffad2c::地状态|，能招募到|6eed3b::追打||ffad2c::地状态|的伙伴，我们就可以连续追打哦~,,,,,,,,,,
283,41002,史进,1,刚战斗结束后感觉到一阵虚弱，不知道发生了什么事。,,,,,,,,,,
284,41097,佩佩,2,史小兄弟体内的邪气尚未散尽，施法之人在附近时就会越发虚弱。,,,,,,,,,,
285,41002,史进,1,难道害我的人就在附近？找他算账去了。,,,,,,,,,,
286,41096,高俅,2,哈哈哈，本王准备洗漱后要去找你们呢，居然自己送上门来了，真是得来全不费工夫。,,,,,,,,,,
287,41099,主角,1,你就是那个无恶不作的魔王吗，怎么感觉这么眼熟？,,,,,,,,,,
288,41096,高俅,2,天命人，你我之间被一股力量牵绊着，你一定梦见过我很多次吧？,,,,,,,,,,
289,41099,主角,1,噢噢噢噢，原来是你，搞得我天天黑眼圈，只能带墨镜出门，今天我就要断了这噩梦。,,,,,,,,,,
290,41097,佩佩,1,|6eed3b::灵魂碎片|可以帮助英雄|6eed3b::升星|，提高英雄的基础属性和成长率，英雄|6eed3b::等级越高|效果越明显。,,,,,,,,,,
291,41097,佩佩,1,装备也是可以|6eed3b::强化|的哦，消耗一定量|6eed3b::银币|就可以获得很高的属性哦，跟我来试试~,,,,,,,,,,
292,41097,佩佩,1,通关关卡，提升等级都可以获得丰厚的|6eed3b::成就|奖励，跟我来领取吧！,,,,,,,,,,
293,41097,佩佩,1,成就任务中提供了丰厚的奖励，主人可要加油哦！,,,,,,,,,,
294,41097,佩佩,1,星宿系统开放了，主人可以在这里提高自身的星级哦。,,,,,,,,,,
295,41097,佩佩,1,主人成长得真快，|6eed3b::天赋|已经开启了，你拥有的技能可比常人多得多哦，跟我来学习吧。,,,,,,,,,,
296,41097,佩佩,1,已招募的英雄可以与他们进行互动，获得丰厚的奖励和属性，跟我来~,,,,,,,,,,
297,41097,佩佩,1,帮派系统已开放，主人可以加入或创建一个帮派，与其他小伙伴一起玩耍。,,,,,,,,,,
298,41097,佩佩,1,神器系统已开放，这里可以增加大量的全队属性，跟我去看看吧！,,,,,,,,,,
299,41097,佩佩,1,地底试练已开放，跟我探索神秘的地下世界吧~,,,,,,,,,,
300,41099,主角,1,强化阵法的材料哪里可以获得呢~,,,,,,,,,,
301,41097,佩佩,2,主人点击掠夺材料，可以在这里获得更多强化材料。,,,,,,,,,,
302,41097,佩佩,1,每次掠夺将消耗一定的精力，精力会随着时间恢复，主人明白了吗？,,,,,,,,,,
303,41097,佩佩,1,与上阵的英雄结缘可以提高主人的各项百分比属性，是不是很期待啊~,,,,,,,,,,
