id,name,lvl,qua,advLvl,mark,jobType,sexTyp,hp,atk,pdd,mdd,hit,miss,criPrb,criRes,criCoe,coeRes,resID,boss,tagTyp,atkTyp,atkID,a_sklID,p1_sklID,p2_sklID,p3_sklID,d_sklID,ctrPrb,speed,,
130072,ÈîÐ¡Æß,7,1,4,0,2,1,1408,475,146,146,1,0,0.08,0,1.2,0,41009,1,2,1,61009,62009,63009,-1,-1,-1,0.1,6,,
130073,ÀîåÓ,7,1,4,0,1,1,1408,475,146,146,1,0,0.08,0,1.2,0,41008,1,1,1,61008,62008,63008,-1,-1,-1,0.1,6,,
130081,Ë÷³¬,8,1,5,0,4,0,1577,529,161,161,1,0,0.08,0,1.2,0,41032,1,1,2,61032,62032,63032,-1,-1,-1,0.1,7,,
130082,ºôÑÓ×Æ,8,1,5,0,4,0,1577,529,161,161,1,0,0.08,0,1.2,0,41005,1,3,1,61005,62005,63005,-1,-1,-1,0.1,7,,
130083,ÁõÌÆ,8,1,5,0,4,1,1577,529,161,161,1,0,0.08,0,1.2,0,41007,1,1,1,61007,62007,63007,-1,-1,-1,0.1,7,,
130091,Â³ÖÇÉî,9,1,5,0,4,0,1638,549,167,167,1,0,0.08,0,1.2,0,41001,1,3,1,61001,62001,63001,-1,-1,-1,0.1,7,,
130092,Í­ÈËºÍÉÐ,9,1,5,0,1,0,1638,549,167,167,1,0,0.08,0,1.2,0,42007,1,1,1,71007,-1,73007,-1,-1,-1,0.1,7,,
130093,Í­ÈËºÍÉÐ1,9,1,5,0,0,0,1638,549,167,167,1,0,0.08,0,1.2,0,42018,1,1,2,71007,-1,73007,-1,-1,-1,0,7,,
130101,ºÍÉÐ,10,1,6,0,1,0,1810,598,182,182,1,0,0.08,0,1.2,0,42006,1,3,2,71006,-1,73006,-1,-1,-1,0.1,8,,
130102,ÎäËÉ,10,1,6,0,2,0,1810,598,182,182,1,0,0.08,0,1.2,0,41006,1,1,1,61006,62006,63006,-1,-1,-1,0.1,8,,
130103,Ê·½ø,10,1,6,0,2,0,1810,598,182,182,1,0,0.08,0,1.2,0,41002,1,3,1,61002,62002,63002,-1,-1,-1,0.1,8,,
130111,ºÍÉÐ1,11,1,6,0,0,0,1860,614,187,187,1,0,0.08,0,1.2,0,42015,1,3,2,71006,-1,73006,-1,-1,-1,0,8,,
130112,ºÍÉÐ2,11,1,6,0,0,0,1860,614,187,187,1,0,0.08,0,1.2,0,42016,1,3,2,71006,-1,73006,-1,-1,-1,0,8,,
130113,ºÍÉÐ3,11,1,6,0,0,0,1860,614,187,187,1,0,0.08,0,1.2,0,42017,1,2,2,71006,-1,73006,-1,-1,-1,0,8,,
130121,²¼ÒÂ4,12,1,7,0,0,0,2050,673,203,203,1,0,0.08,0,1.2,0,42022,1,3,1,71004,-1,73004,-1,-1,-1,0,9,,
130122,ÁõÌÆ,12,1,7,0,4,1,2050,673,203,203,1,0,0.08,0,1.2,0,41007,1,1,1,61007,62007,63007,-1,-1,-1,0.1,9,,
130123,°ô±ø,12,1,7,0,4,0,2050,673,203,203,1,0,0.08,0,1.2,0,42008,1,2,2,71008,-1,73008,-1,-1,-1,0.1,9,,
130131,°ô±ø,13,1,7,0,4,0,2087,684,206,206,1,0,0.08,0,1.2,0,42008,1,2,2,71008,-1,73008,-1,-1,-1,0.1,9,,
130132,°ô±ø,13,1,7,0,4,0,2087,684,206,206,1,0,0.08,0,1.2,0,42008,1,2,2,71008,-1,73008,-1,-1,-1,0.1,9,,
130133,ÁÖ³å,13,1,7,0,2,0,2087,684,206,206,1,0,0.08,0,1.2,0,41004,1,3,1,61004,62004,63004,-1,-1,-1,0.1,9,,
130141,²¼ÒÂ,14,1,8,0,3,0,2290,747,224,224,1,0,0.08,0,1.2,0,42004,1,1,2,71004,-1,73004,-1,-1,-1,0.1,10,,
130142,ºÍÉÐ1,14,1,8,0,0,0,2290,747,224,224,1,0,0.08,0,1.2,0,42015,1,3,2,71006,-1,73006,-1,-1,-1,0,10,,
130143,²¼ÒÂ,14,1,8,0,3,0,2290,747,224,224,1,0,0.08,0,1.2,0,42004,1,1,2,71004,-1,73004,-1,-1,-1,0.1,10,,
130151,Í­ÈËºÍÉÐ1,15,1,8,0,0,0,2660,884,272,272,1,0,0.08,0,1.2,0,42018,1,1,2,71007,-1,73007,-1,-1,-1,0,10,,
130152,ºÍÉÐ3,15,1,8,0,0,0,2660,884,272,272,1,0,0.08,0,1.2,0,42017,1,2,2,71006,-1,73006,-1,-1,-1,0,10,,
130153,µ¶±ø,15,1,8,0,2,0,2660,884,272,272,1,0,0.08,0,1.2,0,42002,1,2,2,71002,-1,73002,-1,-1,-1,0.1,10,,
130161,ºÍÉÐ2,16,1,9,0,0,0,2898,960,294,294,1,0,0.08,0,1.2,0,42016,1,3,2,71006,-1,73006,-1,-1,-1,0,11,,
130162,²¼ÒÂ,16,1,9,0,3,0,2898,960,294,294,1,0,0.08,0,1.2,0,42004,1,1,2,71004,-1,73004,-1,-1,-1,0.1,11,,
130163,ºÍÉÐ,16,1,9,0,1,0,2898,960,294,294,1,0,0.08,0,1.2,0,42006,1,3,2,71006,-1,73006,-1,-1,-1,0.1,11,,
130171,²¼ÒÂ1,17,1,9,0,0,0,2939,972,297,297,1,0,0.08,0,1.2,0,42019,1,1,1,71004,-1,73004,-1,-1,-1,0,11,,
130172,Í­ÈËºÍÉÐ,17,1,9,0,1,0,2939,972,297,297,1,0,0.08,0,1.2,0,42007,1,1,1,71007,-1,73007,-1,-1,-1,0.1,11,,
130173,ºÍÉÐ2,17,1,9,0,0,0,2939,972,297,297,1,0,0.08,0,1.2,0,42016,1,3,2,71006,-1,73006,-1,-1,-1,0,11,,
130181,µ¶±ø,18,1,10,0,2,0,5111,1689,516,516,1,0,0.08,0,1.2,0,42002,1,2,2,71002,-1,73002,-1,-1,-1,0.1,14,,
130182,ºÍÉÐ3,18,1,10,0,0,0,5111,1689,516,516,1,0,0.08,0,1.2,0,42017,1,2,2,71006,-1,73006,-1,-1,-1,0,14,,
130183,²¼ÒÂ2,18,1,10,0,0,0,5111,1689,516,516,1,0,0.08,0,1.2,0,42020,1,2,1,71004,-1,73004,-1,-1,-1,0,14,,
130191,ºÍÉÐ1,19,1,10,0,0,0,5178,1709,522,522,1,0,0.08,0,1.2,0,42015,1,3,2,71006,-1,73006,-1,-1,-1,0,14,,
130192,²¼ÒÂ3,19,1,10,0,0,0,5178,1709,522,522,1,0,0.08,0,1.2,0,42021,1,3,1,71004,-1,73004,-1,-1,-1,0,14,,
130193,Í­ÈËºÍÉÐ,19,1,10,0,1,0,5178,1709,522,522,1,0,0.08,0,1.2,0,42007,1,1,1,71007,-1,73007,-1,-1,-1,0.1,14,,
130201,ºÍÉÐ,20,1,11,0,1,0,6262,2943,542,542,1,0.01,0.09,0.02,1.3,0,42006,1,3,2,71006,-1,73006,-1,-1,-1,0.1,17,,
130202,µ¶±ø,20,1,11,0,2,0,6262,2943,542,542,1,0.01,0.09,0.02,1.3,0,42002,1,2,2,71002,-1,73002,-1,-1,-1,0.1,17,,
130203,ºÍÉÐ1,20,1,11,0,0,0,6262,2943,542,542,1,0.01,0.09,0.02,1.3,0,42015,1,3,2,71006,-1,73006,-1,-1,-1,0,17,,
130211,²¼ÒÂ4,21,1,11,0,0,0,6337,2977,548,548,1,0.01,0.09,0.02,1.3,0,42022,1,3,1,71004,-1,73004,-1,-1,-1,0,17,,
130212,ºÍÉÐ1,21,1,11,0,0,0,6337,2977,548,548,1,0.01,0.09,0.02,1.3,0,42015,1,3,2,71006,-1,73006,-1,-1,-1,0,17,,
130213,²¼ÒÂ2,21,1,11,0,0,0,6337,2977,548,548,1,0.01,0.09,0.02,1.3,0,42020,1,2,1,71004,-1,73004,-1,-1,-1,0,17,,
130221,Í­ÈËºÍÉÐ1,22,1,12,0,0,0,6612,3098,568,568,1,0.01,0.09,0.02,1.3,0,42018,1,1,2,71007,-1,73007,-1,-1,-1,0,18,,
130222,ºÍÉÐ2,22,1,12,0,0,0,6612,3098,568,568,1,0.01,0.09,0.02,1.3,0,42016,1,3,2,71006,-1,73006,-1,-1,-1,0,18,,
130223,µ¶±ø,22,1,12,0,2,0,6612,3098,568,568,1,0.01,0.09,0.02,1.3,0,42002,1,2,2,71002,-1,73002,-1,-1,-1,0.1,18,,
130231,ºÍÉÐ3,23,1,12,0,0,0,6691,3131,574,574,1,0.01,0.09,0.02,1.3,0,42017,1,2,2,71006,-1,73006,-1,-1,-1,0,18,,
130232,²¼ÒÂ3,23,1,12,0,0,0,6691,3131,574,574,1,0.01,0.09,0.02,1.3,0,42021,1,3,1,71004,-1,73004,-1,-1,-1,0,18,,
130233,ºÍÉÐ,23,1,12,0,1,0,6691,3131,574,574,1,0.01,0.09,0.02,1.3,0,42006,1,3,2,71006,-1,73006,-1,-1,-1,0.1,18,,
130241,²¼ÒÂ4,24,1,13,0,0,0,6988,3262,596,596,1,0.01,0.09,0.02,1.3,0,42022,1,3,1,71004,-1,73004,-1,-1,-1,0,19,,
130242,Í­ÈËºÍÉÐ1,24,1,13,0,0,0,6988,3262,596,596,1,0.01,0.09,0.02,1.3,0,42018,1,1,2,71007,-1,73007,-1,-1,-1,0,19,,
130243,ºÍÉÐ1,24,1,13,0,0,0,6988,3262,596,596,1,0.01,0.09,0.02,1.3,0,42015,1,3,2,71006,-1,73006,-1,-1,-1,0,19,,
130251,µ¶±ø,25,1,13,0,2,0,7065,3295,601,601,1,0.01,0.09,0.02,1.3,0,42002,1,2,2,71002,-1,73002,-1,-1,-1,0.1,19,,
130252,ºÍÉÐ2,25,1,13,0,0,0,7065,3295,601,601,1,0.01,0.09,0.02,1.3,0,42016,1,3,2,71006,-1,73006,-1,-1,-1,0,19,,
130253,²¼ÒÂ,25,1,13,0,3,0,7065,3295,601,601,1,0.01,0.09,0.02,1.3,0,42004,1,1,2,71004,-1,73004,-1,-1,-1,0.1,19,,
130261,ºÍÉÐ3,26,1,14,0,0,0,7363,3426,623,623,1,0.01,0.09,0.02,1.3,0,42017,1,2,2,71006,-1,73006,-1,-1,-1,0,20,,
130262,²¼ÒÂ4,26,1,14,0,0,0,7363,3426,623,623,1,0.01,0.09,0.02,1.3,0,42022,1,3,1,71004,-1,73004,-1,-1,-1,0,20,,
130263,Í­ÈËºÍÉÐ1,26,1,14,0,0,0,7363,3426,623,623,1,0.01,0.09,0.02,1.3,0,42018,1,1,2,71007,-1,73007,-1,-1,-1,0,20,,
130271,ºÍÉÐ,27,1,14,0,1,0,7441,3460,629,629,1,0.01,0.09,0.02,1.3,0,42006,1,3,2,71006,-1,73006,-1,-1,-1,0.1,20,,
130272,µ¶±ø,27,1,14,0,2,0,7441,3460,629,629,1,0.01,0.09,0.02,1.3,0,42002,1,2,2,71002,-1,73002,-1,-1,-1,0.1,20,,
130273,ºÍÉÐ1,27,1,14,0,0,0,7441,3460,629,629,1,0.01,0.09,0.02,1.3,0,42015,1,3,2,71006,-1,73006,-1,-1,-1,0,20,,
130281,²¼ÒÂ,28,1,15,0,3,0,7969,3712,675,675,1,0.01,0.09,0.02,1.3,0,42004,1,1,2,71004,-1,73004,-1,-1,-1,0.1,22,,
130282,ºÍÉÐ2,28,1,15,0,0,0,7969,3712,675,675,1,0.01,0.09,0.02,1.3,0,42016,1,3,2,71006,-1,73006,-1,-1,-1,0,22,,
130283,²¼ÒÂ4,28,1,15,0,0,0,7969,3712,675,675,1,0.01,0.09,0.02,1.3,0,42022,1,3,1,71004,-1,73004,-1,-1,-1,0,22,,
130291,Í­ÈËºÍÉÐ1,29,1,15,0,0,0,8048,3746,681,681,1,0.01,0.09,0.02,1.3,0,42018,1,1,2,71007,-1,73007,-1,-1,-1,0,22,,
130292,ºÍÉÐ3,29,1,15,0,0,0,8048,3746,681,681,1,0.01,0.09,0.02,1.3,0,42017,1,2,2,71006,-1,73006,-1,-1,-1,0,22,,
130293,µ¶±ø,29,1,15,0,2,0,8048,3746,681,681,1,0.01,0.09,0.02,1.3,0,42002,1,2,2,71002,-1,73002,-1,-1,-1,0.1,22,,
130301,ºÍÉÐ,30,1,16,0,1,0,13434,4821,870,870,1,0.02,0.1,0.03,1.35,0,42006,1,3,2,71006,-1,73006,-1,-1,-1,0.1,23,,
130302,²¼ÒÂ,30,1,16,0,3,0,13434,4821,870,870,1,0.02,0.1,0.03,1.35,0,42004,1,1,2,71004,-1,73004,-1,-1,-1,0.1,23,,
130303,ºÍÉÐ1,30,1,16,0,0,0,13434,4821,870,870,1,0.02,0.1,0.03,1.35,0,42015,1,3,2,71006,-1,73006,-1,-1,-1,0,23,,
130311,²¼ÒÂ3,31,1,16,0,0,0,14301,5170,944,944,1,0.02,0.1,0.03,1.35,0,42021,1,3,1,71004,-1,73004,-1,-1,-1,0,23,,
130312,Í­ÈËºÍÉÐ1,31,1,16,0,0,0,14301,5170,944,944,1,0.02,0.1,0.03,1.35,0,42018,1,1,2,71007,-1,73007,-1,-1,-1,0,23,,
130313,ºÍÉÐ2,31,1,16,0,0,0,14301,5170,944,944,1,0.02,0.1,0.03,1.35,0,42016,1,3,2,71006,-1,73006,-1,-1,-1,0,23,,
130321,µ¶±ø,32,1,17,0,2,0,14713,5312,970,970,1,0.02,0.1,0.03,1.35,0,42002,1,2,2,71002,-1,73002,-1,-1,-1,0.1,24,,
130322,ºÍÉÐ3,32,1,17,0,0,0,14713,5312,970,970,1,0.02,0.1,0.03,1.35,0,42017,1,2,2,71006,-1,73006,-1,-1,-1,0,24,,
130323,²¼ÒÂ2,32,1,17,0,0,0,14713,5312,970,970,1,0.02,0.1,0.03,1.35,0,42020,1,2,1,71004,-1,73004,-1,-1,-1,0,24,,
130331,ºÍÉÐ,33,1,17,0,1,0,14813,5347,977,977,1,0.02,0.1,0.03,1.35,0,42006,1,3,2,71006,-1,73006,-1,-1,-1,0.1,24,,
130332,²¼ÒÂ1,33,1,17,0,0,0,14813,5347,977,977,1,0.02,0.1,0.03,1.35,0,42019,1,1,1,71004,-1,73004,-1,-1,-1,0,24,,
130333,Í­ÈËºÍÉÐ1,33,1,17,0,0,0,14813,5347,977,977,1,0.02,0.1,0.03,1.35,0,42018,1,1,2,71007,-1,73007,-1,-1,-1,0,24,,
130341,ºÍÉÐ1,34,1,18,0,0,0,16133,5849,1076,1076,1,0.02,0.1,0.03,1.35,0,42015,1,3,2,71006,-1,73006,-1,-1,-1,0,25,,
130342,µ¶±ø,34,1,18,0,2,0,16133,5849,1076,1076,1,0.02,0.1,0.03,1.35,0,42002,1,2,2,71002,-1,73002,-1,-1,-1,0.1,25,,
130343,ºÍÉÐ2,34,1,18,0,0,0,16133,5849,1076,1076,1,0.02,0.1,0.03,1.35,0,42016,1,3,2,71006,-1,73006,-1,-1,-1,0,25,,
130351,²¼ÒÂ,35,1,18,0,3,0,19295,7026,1343,1343,1,0.02,0.1,0.03,1.35,0,42004,1,1,2,71004,-1,73004,-1,-1,-1,0.1,25,,
130352,ºÍÉÐ3,35,1,18,0,0,0,19295,7026,1343,1343,1,0.02,0.1,0.03,1.35,0,42017,1,2,2,71006,-1,73006,-1,-1,-1,0,25,,
130353,²¼ÒÂ4,35,1,18,0,0,0,19295,7026,1343,1343,1,0.02,0.1,0.03,1.35,0,42022,1,3,1,71004,-1,73004,-1,-1,-1,0,25,,
130361,Í­ÈËºÍÉÐ1,36,1,19,0,0,0,21544,7830,1493,1493,1,0.02,0.1,0.03,1.35,0,42018,1,1,2,71007,-1,73007,-1,-1,-1,0,26,,
130362,ºÍÉÐ,36,1,19,0,1,0,21544,7830,1493,1493,1,0.02,0.1,0.03,1.35,0,42006,1,3,2,71006,-1,73006,-1,-1,-1,0.1,26,,
130363,µ¶±ø,36,1,19,0,2,0,21544,7830,1493,1493,1,0.02,0.1,0.03,1.35,0,42002,1,2,2,71002,-1,73002,-1,-1,-1,0.1,26,,
130371,ºÍÉÐ1,37,1,19,0,0,0,21646,7865,1499,1499,1,0.02,0.1,0.03,1.35,0,42015,1,3,2,71006,-1,73006,-1,-1,-1,0,26,,
130372,²¼ÒÂ3,37,1,19,0,0,0,21646,7865,1499,1499,1,0.02,0.1,0.03,1.35,0,42021,1,3,1,71004,-1,73004,-1,-1,-1,0,26,,
130373,ºÍÉÐ2,37,1,19,0,0,0,21646,7865,1499,1499,1,0.02,0.1,0.03,1.35,0,42016,1,3,2,71006,-1,73006,-1,-1,-1,0,26,,
130381,²¼ÒÂ2,38,1,20,0,0,0,22731,8260,1573,1573,1,0.02,0.1,0.03,1.35,0,42020,1,2,1,71004,-1,73004,-1,-1,-1,0,28,,
130382,Í­ÈËºÍÉÐ1,38,1,20,0,0,0,22731,8260,1573,1573,1,0.02,0.1,0.03,1.35,0,42018,1,1,2,71007,-1,73007,-1,-1,-1,0,28,,
130383,ºÍÉÐ3,38,1,20,0,0,0,22731,8260,1573,1573,1,0.02,0.1,0.03,1.35,0,42017,1,2,2,71006,-1,73006,-1,-1,-1,0,28,,
130391,µ¶±ø,39,1,20,0,2,0,22838,8295,1579,1579,1,0.02,0.1,0.03,1.35,0,42002,1,2,2,71002,-1,73002,-1,-1,-1,0.1,28,,
130392,ºÍÉÐ,39,1,20,0,1,0,22838,8295,1579,1579,1,0.02,0.1,0.03,1.35,0,42006,1,3,2,71006,-1,73006,-1,-1,-1,0.1,28,,
130393,²¼ÒÂ1,39,1,20,0,0,0,22838,8295,1579,1579,1,0.02,0.1,0.03,1.35,0,42019,1,1,1,71004,-1,73004,-1,-1,-1,0,28,,
130401,ºÍÉÐ1,40,1,21,0,0,0,23129,8547,1652,1652,1.1,0.04,0.11,0.04,1.4,0,42015,1,3,2,71006,-1,73006,-1,-1,-1,0,37,,
130402,²¼ÒÂ,40,1,21,0,3,0,23129,8547,1652,1652,1.1,0.04,0.11,0.04,1.4,0,42004,1,1,2,71004,-1,73004,-1,-1,-1,0.1,37,,
130403,Í­ÈËºÍÉÐ1,40,1,21,0,0,0,23129,8547,1652,1652,1.1,0.04,0.11,0.04,1.4,0,42018,1,1,2,71007,-1,73007,-1,-1,-1,0,37,,
130411,ºÍÉÐ2,41,1,21,0,0,0,31375,11916,2287,2287,1.1,0.04,0.11,0.04,1.4,0,42016,1,3,2,71006,-1,73006,-1,-1,-1,0,37,,
130412,µ¶±ø,41,1,21,0,2,0,31375,11916,2287,2287,1.1,0.04,0.11,0.04,1.4,0,42002,1,2,2,71002,-1,73002,-1,-1,-1,0.1,37,,
130413,ºÍÉÐ3,41,1,21,0,0,0,31375,11916,2287,2287,1.1,0.04,0.11,0.04,1.4,0,42017,1,2,2,71006,-1,73006,-1,-1,-1,0,37,,
130421,²¼ÒÂ4,42,1,22,0,0,0,32100,12166,2333,2333,1.1,0.04,0.11,0.04,1.4,0,42022,1,3,1,71004,-1,73004,-1,-1,-1,0,39,,
130422,ºÍÉÐ,42,1,22,0,1,0,32100,12166,2333,2333,1.1,0.04,0.11,0.04,1.4,0,42006,1,3,2,71006,-1,73006,-1,-1,-1,0.1,39,,
130423,²¼ÒÂ3,42,1,22,0,0,0,32100,12166,2333,2333,1.1,0.04,0.11,0.04,1.4,0,42021,1,3,1,71004,-1,73004,-1,-1,-1,0,39,,
130431,Í­ÈËºÍÉÐ1,43,1,22,0,0,0,33905,12869,2462,2462,1.1,0.04,0.11,0.04,1.4,0,42018,1,1,2,71007,-1,73007,-1,-1,-1,0,39,,
130432,ºÍÉÐ1,43,1,22,0,0,0,33905,12869,2462,2462,1.1,0.04,0.11,0.04,1.4,0,42015,1,3,2,71006,-1,73006,-1,-1,-1,0,39,,
130433,µ¶±ø,43,1,22,0,2,0,33905,12869,2462,2462,1.1,0.04,0.11,0.04,1.4,0,42002,1,2,2,71002,-1,73002,-1,-1,-1,0.1,39,,
130441,ºÍÉÐ2,44,1,23,0,0,0,38443,14531,2783,2783,1.1,0.04,0.11,0.04,1.4,0,42016,1,3,2,71006,-1,73006,-1,-1,-1,0,48,,
130442,²¼ÒÂ2,44,1,23,0,0,0,38443,14531,2783,2783,1.1,0.04,0.11,0.04,1.4,0,42020,1,2,1,71004,-1,73004,-1,-1,-1,0,48,,
130443,ºÍÉÐ3,44,1,23,0,0,0,38443,14531,2783,2783,1.1,0.04,0.11,0.04,1.4,0,42017,1,2,2,71006,-1,73006,-1,-1,-1,0,48,,
130451,²¼ÒÂ1,45,1,23,0,0,0,41097,15513,3011,3011,1.1,0.04,0.11,0.04,1.4,0,42019,1,1,1,71004,-1,73004,-1,-1,-1,0,48,,
130452,Í­ÈËºÍÉÐ1,45,1,23,0,0,0,41097,15513,3011,3011,1.1,0.04,0.11,0.04,1.4,0,42018,1,1,2,71007,-1,73007,-1,-1,-1,0,48,,
130453,ºÍÉÐ,45,1,23,0,1,0,41097,15513,3011,3011,1.1,0.04,0.11,0.04,1.4,0,42006,1,3,2,71006,-1,73006,-1,-1,-1,0.1,48,,
130461,µ¶±ø,46,1,24,0,2,0,44081,16662,3230,3230,1.1,0.04,0.11,0.04,1.4,0,42002,1,2,2,71002,-1,73002,-1,-1,-1,0.1,50,,
130462,ºÍÉÐ1,46,1,24,0,0,0,44081,16662,3230,3230,1.1,0.04,0.11,0.04,1.4,0,42015,1,3,2,71006,-1,73006,-1,-1,-1,0,50,,
130463,²¼ÒÂ,46,1,24,0,3,0,44081,16662,3230,3230,1.1,0.04,0.11,0.04,1.4,0,42004,1,1,2,71004,-1,73004,-1,-1,-1,0.1,50,,
130471,ºÍÉÐ2,47,1,24,0,0,0,44233,16714,3239,3239,1.1,0.04,0.11,0.04,1.4,0,42016,1,3,2,71006,-1,73006,-1,-1,-1,0,50,,
130472,²¼ÒÂ4,47,1,24,0,0,0,44233,16714,3239,3239,1.1,0.04,0.11,0.04,1.4,0,42022,1,3,1,71004,-1,73004,-1,-1,-1,0,50,,
130473,Í­ÈËºÍÉÐ1,47,1,24,0,0,0,44233,16714,3239,3239,1.1,0.04,0.11,0.04,1.4,0,42018,1,1,2,71007,-1,73007,-1,-1,-1,0,50,,
130481,ºÍÉÐ3,48,1,25,0,0,0,48359,18240,3516,3516,1.1,0.04,0.11,0.04,1.4,0,42017,1,2,2,71006,-1,73006,-1,-1,-1,0,52,,
130482,µ¶±ø,48,1,25,0,2,0,48359,18240,3516,3516,1.1,0.04,0.11,0.04,1.4,0,42002,1,2,2,71002,-1,73002,-1,-1,-1,0.1,52,,
130483,ºÍÉÐ,48,1,25,0,1,0,48359,18240,3516,3516,1.1,0.04,0.11,0.04,1.4,0,42006,1,3,2,71006,-1,73006,-1,-1,-1,0.1,52,,
130491,²¼ÒÂ3,49,1,25,0,0,0,49359,18616,3581,3581,1.1,0.04,0.11,0.04,1.4,0,42021,1,3,1,71004,-1,73004,-1,-1,-1,0,52,,
130492,ºÍÉÐ1,49,1,25,0,0,0,49359,18616,3581,3581,1.1,0.04,0.11,0.04,1.4,0,42015,1,3,2,71006,-1,73006,-1,-1,-1,0,52,,
130493,²¼ÒÂ2,49,1,25,0,0,0,49359,18616,3581,3581,1.1,0.04,0.11,0.04,1.4,0,42020,1,2,1,71004,-1,73004,-1,-1,-1,0,52,,
130501,Í­ÈËºÍÉÐ1,50,1,26,0,0,0,49421,18776,3662,3662,1.18,0.05,0.13,0.05,1.45,0,42018,1,1,2,71007,-1,73007,-1,-1,-1,0,53,,
130502,ºÍÉÐ2,50,1,26,0,0,0,49421,18776,3662,3662,1.18,0.05,0.13,0.05,1.45,0,42016,1,3,2,71006,-1,73006,-1,-1,-1,0,53,,
130503,µ¶±ø,50,1,26,0,2,0,49421,18776,3662,3662,1.18,0.05,0.13,0.05,1.45,0,42002,1,2,2,71002,-1,73002,-1,-1,-1,0.1,53,,
130511,ºÍÉÐ3,51,1,26,0,0,0,51334,19609,3890,3890,1.18,0.05,0.13,0.05,1.45,0,42017,1,2,2,71006,-1,73006,-1,-1,-1,0,53,,
130512,²¼ÒÂ1,51,1,26,0,0,0,51334,19609,3890,3890,1.18,0.05,0.13,0.05,1.45,0,42019,1,1,1,71004,-1,73004,-1,-1,-1,0,53,,
130513,ºÍÉÐ,51,1,26,0,1,0,51334,19609,3890,3890,1.18,0.05,0.13,0.05,1.45,0,42006,1,3,2,71006,-1,73006,-1,-1,-1,0.1,53,,
130521,²¼ÒÂ,52,1,27,0,3,0,52241,19927,3949,3949,1.18,0.05,0.13,0.05,1.45,0,42004,1,1,2,71004,-1,73004,-1,-1,-1,0.1,55,,
130522,Í­ÈËºÍÉÐ1,52,1,27,0,0,0,52241,19927,3949,3949,1.18,0.05,0.13,0.05,1.45,0,42018,1,1,2,71007,-1,73007,-1,-1,-1,0,55,,
130523,ºÍÉÐ1,52,1,27,0,0,0,52241,19927,3949,3949,1.18,0.05,0.13,0.05,1.45,0,42015,1,3,2,71006,-1,73006,-1,-1,-1,0,55,,
130531,µ¶±ø,53,1,27,0,2,0,53248,20307,4016,4016,1.18,0.05,0.13,0.05,1.45,0,42002,1,2,2,71002,-1,73002,-1,-1,-1,0.1,55,,
130532,ºÍÉÐ2,53,1,27,0,0,0,53248,20307,4016,4016,1.18,0.05,0.13,0.05,1.45,0,42016,1,3,2,71006,-1,73006,-1,-1,-1,0,55,,
130533,²¼ÒÂ4,53,1,27,0,0,0,53248,20307,4016,4016,1.18,0.05,0.13,0.05,1.45,0,42022,1,3,1,71004,-1,73004,-1,-1,-1,0,55,,
130541,ºÍÉÐ3,54,1,28,0,0,0,56648,21575,4275,4275,1.18,0.05,0.13,0.05,1.45,0,42017,1,2,2,71006,-1,73006,-1,-1,-1,0,56,,
130542,²¼ÒÂ3,54,1,28,0,0,0,56648,21575,4275,4275,1.18,0.05,0.13,0.05,1.45,0,42021,1,3,1,71004,-1,73004,-1,-1,-1,0,56,,
130543,Í­ÈËºÍÉÐ1,54,1,28,0,0,0,56648,21575,4275,4275,1.18,0.05,0.13,0.05,1.45,0,42018,1,1,2,71007,-1,73007,-1,-1,-1,0,56,,
130551,ºÍÉÐ1,55,1,28,0,0,0,64683,24618,4790,4790,1.18,0.05,0.13,0.05,1.45,0,42015,1,3,2,71006,-1,73006,-1,-1,-1,0,56,,
130552,µ¶±ø,55,1,28,0,2,0,64683,24618,4790,4790,1.18,0.05,0.13,0.05,1.45,0,42002,1,2,2,71002,-1,73002,-1,-1,-1,0.1,56,,
130553,ºÍÉÐ2,55,1,28,0,0,0,64683,24618,4790,4790,1.18,0.05,0.13,0.05,1.45,0,42016,1,3,2,71006,-1,73006,-1,-1,-1,0,56,,
130561,²¼ÒÂ2,56,1,29,0,0,0,66247,25176,4887,4887,1.18,0.05,0.13,0.05,1.45,0,42020,1,2,1,71004,-1,73004,-1,-1,-1,0,58,,
130562,ºÍÉÐ3,56,1,29,0,0,0,66247,25176,4887,4887,1.18,0.05,0.13,0.05,1.45,0,42017,1,2,2,71006,-1,73006,-1,-1,-1,0,58,,
130563,²¼ÒÂ1,56,1,29,0,0,0,66247,25176,4887,4887,1.18,0.05,0.13,0.05,1.45,0,42019,1,1,1,71004,-1,73004,-1,-1,-1,0,58,,
130571,Í­ÈËºÍÉÐ1,57,1,29,0,0,0,66420,25235,4897,4897,1.18,0.05,0.13,0.05,1.45,0,42018,1,1,2,71007,-1,73007,-1,-1,-1,0,58,,
130572,ºÍÉÐ1,57,1,29,0,0,0,66420,25235,4897,4897,1.18,0.05,0.13,0.05,1.45,0,42015,1,3,2,71006,-1,73006,-1,-1,-1,0,58,,
130573,µ¶±ø,57,1,29,0,2,0,66420,25235,4897,4897,1.18,0.05,0.13,0.05,1.45,0,42002,1,2,2,71002,-1,73002,-1,-1,-1,0.1,58,,
130581,ºÍÉÐ2,58,1,30,0,0,0,71711,27196,5218,5218,1.18,0.05,0.13,0.05,1.45,0,42016,1,3,2,71006,-1,73006,-1,-1,-1,0,60,,
