id,hero,level,name,icon,type,starLevel,moneyType,price,hp,atk,pdd,mdd,hit,miss,criPrb,criRes,criCoe,coeRes,ctrPrb
410130552,41013,55,2级水星石,img_2X_Sui,3,2,1,400000,1295,135,50,50,0,0,0,0,0,0,0
410130553,41013,55,3级水星石,img_3X_Sui,3,3,2,1200,2035,215,75,75,0,0,0,0,0,0,0
410130554,41013,55,4级水星石,img_4X_Sui,3,4,2,2400,2220,230,80,80,0,0,0,0,0,0,0
410130651,41013,65,1级火星石,img_1X_Huo,4,1,1,400000,2035,215,75,75,0,0,0,0,0,0,0
410130652,41013,65,2级火星石,img_2X_Huo,4,2,1,800000,2220,230,80,80,0,0,0,0,0,0,0
410130653,41013,65,3级火星石,img_3X_Huo,4,3,2,1800,2220,230,80,80,0,0,0,0,0,0,0
410130654,41013,65,4级火星石,img_4X_Huo,4,4,2,3200,2960,310,110,110,0,0,0,0,0,0,0
410130751,41013,75,1级金星石,img_1X_Jin,5,1,1,600000,2220,230,80,80,0,0,0,0,0,0,0
410130752,41013,75,2级金星石,img_2X_Jin,5,2,1,1000000,2590,270,95,95,0,0,0,0,0,0,0
410130753,41013,75,3级金星石,img_3X_Jin,5,3,2,2400,2960,310,110,110,0,0,0,0,0,0,0
410130754,41013,75,4级金星石,img_4X_Jin,5,4,2,4000,3700,385,135,135,0,0,0,0,0,0,0
410140351,41014,35,1级土星石,img_1X_Tu,1,1,1,50000,370,40,15,15,0,0,0,0,0,0,0
410140352,41014,35,2级土星石,img_2X_Tu,1,2,1,100000,445,50,20,20,0,0,0,0,0,0,0
410140353,41014,35,3级土星石,img_3X_Tu,1,3,2,300,740,80,30,30,0,0,0,0,0,0,0
410140354,41014,35,4级土星石,img_4X_Tu,1,4,2,800,925,100,35,35,0,0,0,0,0,0,0
410140451,41014,45,1级木星石,img_1X_Mu,2,1,1,100000,740,80,30,30,0,0,0,0,0,0,0
410140452,41014,45,2级木星石,img_2X_Mu,2,2,1,200000,890,95,35,35,0,0,0,0,0,0,0
410140453,41014,45,3级木星石,img_3X_Mu,2,3,2,600,1110,115,40,40,0,0,0,0,0,0,0
410140454,41014,45,4级木星石,img_4X_Mu,2,4,2,1600,1850,195,70,70,0,0,0,0,0,0,0
410140551,41014,55,1级水星石,img_1X_Sui,3,1,1,200000,1110,115,40,40,0,0,0,0,0,0,0
410140552,41014,55,2级水星石,img_2X_Sui,3,2,1,400000,1295,135,50,50,0,0,0,0,0,0,0
410140553,41014,55,3级水星石,img_3X_Sui,3,3,2,1200,2035,215,75,75,0,0,0,0,0,0,0
410140554,41014,55,4级水星石,img_4X_Sui,3,4,2,2400,2220,230,80,80,0,0,0,0,0,0,0
410140651,41014,65,1级火星石,img_1X_Huo,4,1,1,400000,2035,215,75,75,0,0,0,0,0,0,0
410140652,41014,65,2级火星石,img_2X_Huo,4,2,1,800000,2220,230,80,80,0,0,0,0,0,0,0
410140653,41014,65,3级火星石,img_3X_Huo,4,3,2,1800,2220,230,80,80,0,0,0,0,0,0,0
410140654,41014,65,4级火星石,img_4X_Huo,4,4,2,3200,2960,310,110,110,0,0,0,0,0,0,0
410140751,41014,75,1级金星石,img_1X_Jin,5,1,1,600000,2220,230,80,80,0,0,0,0,0,0,0
410140752,41014,75,2级金星石,img_2X_Jin,5,2,1,1000000,2590,270,95,95,0,0,0,0,0,0,0
410140753,41014,75,3级金星石,img_3X_Jin,5,3,2,2400,2960,310,110,110,0,0,0,0,0,0,0
410140754,41014,75,4级金星石,img_4X_Jin,5,4,2,4000,3700,385,135,135,0,0,0,0,0,0,0
410150351,41015,35,1级土星石,img_1X_Tu,1,1,1,50000,370,40,15,15,0,0,0,0,0,0,0
410150352,41015,35,2级土星石,img_2X_Tu,1,2,1,100000,445,50,20,20,0,0,0,0,0,0,0
410150353,41015,35,3级土星石,img_3X_Tu,1,3,2,300,740,80,30,30,0,0,0,0,0,0,0
410150354,41015,35,4级土星石,img_4X_Tu,1,4,2,800,925,100,35,35,0,0,0,0,0,0,0
410150451,41015,45,1级木星石,img_1X_Mu,2,1,1,100000,740,80,30,30,0,0,0,0,0,0,0
410150452,41015,45,2级木星石,img_2X_Mu,2,2,1,200000,890,95,35,35,0,0,0,0,0,0,0
410150453,41015,45,3级木星石,img_3X_Mu,2,3,2,600,1110,115,40,40,0,0,0,0,0,0,0
410150454,41015,45,4级木星石,img_4X_Mu,2,4,2,1600,1850,195,70,70,0,0,0,0,0,0,0
410150551,41015,55,1级水星石,img_1X_Sui,3,1,1,200000,1110,115,40,40,0,0,0,0,0,0,0
410150552,41015,55,2级水星石,img_2X_Sui,3,2,1,400000,1295,135,50,50,0,0,0,0,0,0,0
410150553,41015,55,3级水星石,img_3X_Sui,3,3,2,1200,2035,215,75,75,0,0,0,0,0,0,0
410150554,41015,55,4级水星石,img_4X_Sui,3,4,2,2400,2220,230,80,80,0,0,0,0,0,0,0
410150651,41015,65,1级火星石,img_1X_Huo,4,1,1,400000,2035,215,75,75,0,0,0,0,0,0,0
410150652,41015,65,2级火星石,img_2X_Huo,4,2,1,800000,2220,230,80,80,0,0,0,0,0,0,0
410150653,41015,65,3级火星石,img_3X_Huo,4,3,2,1800,2220,230,80,80,0,0,0,0,0,0,0
410150654,41015,65,4级火星石,img_4X_Huo,4,4,2,3200,2960,310,110,110,0,0,0,0,0,0,0
410150751,41015,75,1级金星石,img_1X_Jin,5,1,1,600000,2220,230,80,80,0,0,0,0,0,0,0
410150752,41015,75,2级金星石,img_2X_Jin,5,2,1,1000000,2590,270,95,95,0,0,0,0,0,0,0
410150753,41015,75,3级金星石,img_3X_Jin,5,3,2,2400,2960,310,110,110,0,0,0,0,0,0,0
410150754,41015,75,4级金星石,img_4X_Jin,5,4,2,4000,3700,385,135,135,0,0,0,0,0,0,0
410160351,41016,35,1级土星石,img_1X_Tu,1,1,1,50000,370,40,15,15,0,0,0,0,0,0,0
410160352,41016,35,2级土星石,img_2X_Tu,1,2,1,100000,445,50,20,20,0,0,0,0,0,0,0
410160353,41016,35,3级土星石,img_3X_Tu,1,3,2,300,740,80,30,30,0,0,0,0,0,0,0
410160354,41016,35,4级土星石,img_4X_Tu,1,4,2,800,925,100,35,35,0,0,0,0,0,0,0
410160451,41016,45,1级木星石,img_1X_Mu,2,1,1,100000,740,80,30,30,0,0,0,0,0,0,0
410160452,41016,45,2级木星石,img_2X_Mu,2,2,1,200000,890,95,35,35,0,0,0,0,0,0,0
410160453,41016,45,3级木星石,img_3X_Mu,2,3,2,600,1110,115,40,40,0,0,0,0,0,0,0
410160454,41016,45,4级木星石,img_4X_Mu,2,4,2,1600,1850,195,70,70,0,0,0,0,0,0,0
410160551,41016,55,1级水星石,img_1X_Sui,3,1,1,200000,1110,115,40,40,0,0,0,0,0,0,0
410160552,41016,55,2级水星石,img_2X_Sui,3,2,1,400000,1295,135,50,50,0,0,0,0,0,0,0
410160553,41016,55,3级水星石,img_3X_Sui,3,3,2,1200,2035,215,75,75,0,0,0,0,0,0,0
410160554,41016,55,4级水星石,img_4X_Sui,3,4,2,2400,2220,230,80,80,0,0,0,0,0,0,0
410160651,41016,65,1级火星石,img_1X_Huo,4,1,1,400000,2035,215,75,75,0,0,0,0,0,0,0
410160652,41016,65,2级火星石,img_2X_Huo,4,2,1,800000,2220,230,80,80,0,0,0,0,0,0,0
410160653,41016,65,3级火星石,img_3X_Huo,4,3,2,1800,2220,230,80,80,0,0,0,0,0,0,0
410160654,41016,65,4级火星石,img_4X_Huo,4,4,2,3200,2960,310,110,110,0,0,0,0,0,0,0
410160751,41016,75,1级金星石,img_1X_Jin,5,1,1,600000,2220,230,80,80,0,0,0,0,0,0,0
410160752,41016,75,2级金星石,img_2X_Jin,5,2,1,1000000,2590,270,95,95,0,0,0,0,0,0,0
410160753,41016,75,3级金星石,img_3X_Jin,5,3,2,2400,2960,310,110,110,0,0,0,0,0,0,0
410160754,41016,75,4级金星石,img_4X_Jin,5,4,2,4000,3700,385,135,135,0,0,0,0,0,0,0
410170351,41017,35,1级土星石,img_1X_Tu,1,1,1,50000,370,40,15,15,0,0,0,0,0,0,0
410170352,41017,35,2级土星石,img_2X_Tu,1,2,1,100000,445,50,20,20,0,0,0,0,0,0,0
410170353,41017,35,3级土星石,img_3X_Tu,1,3,2,300,740,80,30,30,0,0,0,0,0,0,0
410170354,41017,35,4级土星石,img_4X_Tu,1,4,2,800,925,100,35,35,0,0,0,0,0,0,0
410170451,41017,45,1级木星石,img_1X_Mu,2,1,1,100000,740,80,30,30,0,0,0,0,0,0,0
410170452,41017,45,2级木星石,img_2X_Mu,2,2,1,200000,890,95,35,35,0,0,0,0,0,0,0
410170453,41017,45,3级木星石,img_3X_Mu,2,3,2,600,1110,115,40,40,0,0,0,0,0,0,0
410170454,41017,45,4级木星石,img_4X_Mu,2,4,2,1600,1850,195,70,70,0,0,0,0,0,0,0
410170551,41017,55,1级水星石,img_1X_Sui,3,1,1,200000,1110,115,40,40,0,0,0,0,0,0,0
410170552,41017,55,2级水星石,img_2X_Sui,3,2,1,400000,1295,135,50,50,0,0,0,0,0,0,0
410170553,41017,55,3级水星石,img_3X_Sui,3,3,2,1200,2035,215,75,75,0,0,0,0,0,0,0
410170554,41017,55,4级水星石,img_4X_Sui,3,4,2,2400,2220,230,80,80,0,0,0,0,0,0,0
410170651,41017,65,1级火星石,img_1X_Huo,4,1,1,400000,2035,215,75,75,0,0,0,0,0,0,0
410170652,41017,65,2级火星石,img_2X_Huo,4,2,1,800000,2220,230,80,80,0,0,0,0,0,0,0
410170653,41017,65,3级火星石,img_3X_Huo,4,3,2,1800,2220,230,80,80,0,0,0,0,0,0,0
410170654,41017,65,4级火星石,img_4X_Huo,4,4,2,3200,2960,310,110,110,0,0,0,0,0,0,0
410170751,41017,75,1级金星石,img_1X_Jin,5,1,1,600000,2220,230,80,80,0,0,0,0,0,0,0
410170752,41017,75,2级金星石,img_2X_Jin,5,2,1,1000000,2590,270,95,95,0,0,0,0,0,0,0
410170753,41017,75,3级金星石,img_3X_Jin,5,3,2,2400,2960,310,110,110,0,0,0,0,0,0,0
410170754,41017,75,4级金星石,img_4X_Jin,5,4,2,4000,3700,385,135,135,0,0,0,0,0,0,0
410180351,41018,35,1级土星石,img_1X_Tu,1,1,1,50000,370,40,15,15,0,0,0,0,0,0,0
410180352,41018,35,2级土星石,img_2X_Tu,1,2,1,100000,445,50,20,20,0,0,0,0,0,0,0
410180353,41018,35,3级土星石,img_3X_Tu,1,3,2,300,740,80,30,30,0,0,0,0,0,0,0
410180354,41018,35,4级土星石,img_4X_Tu,1,4,2,800,925,100,35,35,0,0,0,0,0,0,0
410180451,41018,45,1级木星石,img_1X_Mu,2,1,1,100000,740,80,30,30,0,0,0,0,0,0,0
410180452,41018,45,2级木星石,img_2X_Mu,2,2,1,200000,890,95,35,35,0,0,0,0,0,0,0
410180453,41018,45,3级木星石,img_3X_Mu,2,3,2,600,1110,115,40,40,0,0,0,0,0,0,0
410180454,41018,45,4级木星石,img_4X_Mu,2,4,2,1600,1850,195,70,70,0,0,0,0,0,0,0
410180551,41018,55,1级水星石,img_1X_Sui,3,1,1,200000,1110,115,40,40,0,0,0,0,0,0,0
410180552,41018,55,2级水星石,img_2X_Sui,3,2,1,400000,1295,135,50,50,0,0,0,0,0,0,0
410180553,41018,55,3级水星石,img_3X_Sui,3,3,2,1200,2035,215,75,75,0,0,0,0,0,0,0
410180554,41018,55,4级水星石,img_4X_Sui,3,4,2,2400,2220,230,80,80,0,0,0,0,0,0,0
410180651,41018,65,1级火星石,img_1X_Huo,4,1,1,400000,2035,215,75,75,0,0,0,0,0,0,0
410180652,41018,65,2级火星石,img_2X_Huo,4,2,1,800000,2220,230,80,80,0,0,0,0,0,0,0
410180653,41018,65,3级火星石,img_3X_Huo,4,3,2,1800,2220,230,80,80,0,0,0,0,0,0,0
410180654,41018,65,4级火星石,img_4X_Huo,4,4,2,3200,2960,310,110,110,0,0,0,0,0,0,0
410180751,41018,75,1级金星石,img_1X_Jin,5,1,1,600000,2220,230,80,80,0,0,0,0,0,0,0
410180752,41018,75,2级金星石,img_2X_Jin,5,2,1,1000000,2590,270,95,95,0,0,0,0,0,0,0
410180753,41018,75,3级金星石,img_3X_Jin,5,3,2,2400,2960,310,110,110,0,0,0,0,0,0,0
410180754,41018,75,4级金星石,img_4X_Jin,5,4,2,4000,3700,385,135,135,0,0,0,0,0,0,0
410190351,41019,35,1级土星石,img_1X_Tu,1,1,1,50000,370,40,15,15,0,0,0,0,0,0,0
410190352,41019,35,2级土星石,img_2X_Tu,1,2,1,100000,445,50,20,20,0,0,0,0,0,0,0
410190353,41019,35,3级土星石,img_3X_Tu,1,3,2,300,740,80,30,30,0,0,0,0,0,0,0
410190354,41019,35,4级土星石,img_4X_Tu,1,4,2,800,925,100,35,35,0,0,0,0,0,0,0
410190451,41019,45,1级木星石,img_1X_Mu,2,1,1,100000,740,80,30,30,0,0,0,0,0,0,0
410190452,41019,45,2级木星石,img_2X_Mu,2,2,1,200000,890,95,35,35,0,0,0,0,0,0,0
410190453,41019,45,3级木星石,img_3X_Mu,2,3,2,600,1110,115,40,40,0,0,0,0,0,0,0
410190454,41019,45,4级木星石,img_4X_Mu,2,4,2,1600,1850,195,70,70,0,0,0,0,0,0,0
410190551,41019,55,1级水星石,img_1X_Sui,3,1,1,200000,1110,115,40,40,0,0,0,0,0,0,0
410190552,41019,55,2级水星石,img_2X_Sui,3,2,1,400000,1295,135,50,50,0,0,0,0,0,0,0
410190553,41019,55,3级水星石,img_3X_Sui,3,3,2,1200,2035,215,75,75,0,0,0,0,0,0,0
410190554,41019,55,4级水星石,img_4X_Sui,3,4,2,2400,2220,230,80,80,0,0,0,0,0,0,0
410190651,41019,65,1级火星石,img_1X_Huo,4,1,1,400000,2035,215,75,75,0,0,0,0,0,0,0
410190652,41019,65,2级火星石,img_2X_Huo,4,2,1,800000,2220,230,80,80,0,0,0,0,0,0,0
410190653,41019,65,3级火星石,img_3X_Huo,4,3,2,1800,2220,230,80,80,0,0,0,0,0,0,0
410190654,41019,65,4级火星石,img_4X_Huo,4,4,2,3200,2960,310,110,110,0,0,0,0,0,0,0
410190751,41019,75,1级金星石,img_1X_Jin,5,1,1,600000,2220,230,80,80,0,0,0,0,0,0,0
410190752,41019,75,2级金星石,img_2X_Jin,5,2,1,1000000,2590,270,95,95,0,0,0,0,0,0,0
410190753,41019,75,3级金星石,img_3X_Jin,5,3,2,2400,2960,310,110,110,0,0,0,0,0,0,0
410190754,41019,75,4级金星石,img_4X_Jin,5,4,2,4000,3700,385,135,135,0,0,0,0,0,0,0
410200351,41020,35,1级土星石,img_1X_Tu,1,1,1,50000,370,40,15,15,0,0,0,0,0,0,0
410200352,41020,35,2级土星石,img_2X_Tu,1,2,1,100000,445,50,20,20,0,0,0,0,0,0,0
410200353,41020,35,3级土星石,img_3X_Tu,1,3,2,300,740,80,30,30,0,0,0,0,0,0,0
410200354,41020,35,4级土星石,img_4X_Tu,1,4,2,800,925,100,35,35,0,0,0,0,0,0,0
410200451,41020,45,1级木星石,img_1X_Mu,2,1,1,100000,740,80,30,30,0,0,0,0,0,0,0
410200452,41020,45,2级木星石,img_2X_Mu,2,2,1,200000,890,95,35,35,0,0,0,0,0,0,0
410200453,41020,45,3级木星石,img_3X_Mu,2,3,2,600,1110,115,40,40,0,0,0,0,0,0,0
410200454,41020,45,4级木星石,img_4X_Mu,2,4,2,1600,1850,195,70,70,0,0,0,0,0,0,0
410200551,41020,55,1级水星石,img_1X_Sui,3,1,1,200000,1110,115,40,40,0,0,0,0,0,0,0
410200552,41020,55,2级水星石,img_2X_Sui,3,2,1,400000,1295,135,50,50,0,0,0,0,0,0,0
410200553,41020,55,3级水星石,img_3X_Sui,3,3,2,1200,2035,215,75,75,0,0,0,0,0,0,0
410200554,41020,55,4级水星石,img_4X_Sui,3,4,2,2400,2220,230,80,80,0,0,0,0,0,0,0
410200651,41020,65,1级火星石,img_1X_Huo,4,1,1,400000,2035,215,75,75,0,0,0,0,0,0,0
410200652,41020,65,2级火星石,img_2X_Huo,4,2,1,800000,2220,230,80,80,0,0,0,0,0,0,0
410200653,41020,65,3级火星石,img_3X_Huo,4,3,2,1800,2220,230,80,80,0,0,0,0,0,0,0
410200654,41020,65,4级火星石,img_4X_Huo,4,4,2,3200,2960,310,110,110,0,0,0,0,0,0,0
410200751,41020,75,1级金星石,img_1X_Jin,5,1,1,600000,2220,230,80,80,0,0,0,0,0,0,0
410200752,41020,75,2级金星石,img_2X_Jin,5,2,1,1000000,2590,270,95,95,0,0,0,0,0,0,0
410200753,41020,75,3级金星石,img_3X_Jin,5,3,2,2400,2960,310,110,110,0,0,0,0,0,0,0
410200754,41020,75,4级金星石,img_4X_Jin,5,4,2,4000,3700,385,135,135,0,0,0,0,0,0,0
410210351,41021,35,1级土星石,img_1X_Tu,1,1,1,50000,370,40,15,15,0,0,0,0,0,0,0
410210352,41021,35,2级土星石,img_2X_Tu,1,2,1,100000,445,50,20,20,0,0,0,0,0,0,0
410210353,41021,35,3级土星石,img_3X_Tu,1,3,2,300,740,80,30,30,0,0,0,0,0,0,0
410210354,41021,35,4级土星石,img_4X_Tu,1,4,2,800,925,100,35,35,0,0,0,0,0,0,0
410210451,41021,45,1级木星石,img_1X_Mu,2,1,1,100000,740,80,30,30,0,0,0,0,0,0,0
410210452,41021,45,2级木星石,img_2X_Mu,2,2,1,200000,890,95,35,35,0,0,0,0,0,0,0
410210453,41021,45,3级木星石,img_3X_Mu,2,3,2,600,1110,115,40,40,0,0,0,0,0,0,0
410210454,41021,45,4级木星石,img_4X_Mu,2,4,2,1600,1850,195,70,70,0,0,0,0,0,0,0
410210551,41021,55,1级水星石,img_1X_Sui,3,1,1,200000,1110,115,40,40,0,0,0,0,0,0,0
410210552,41021,55,2级水星石,img_2X_Sui,3,2,1,400000,1295,135,50,50,0,0,0,0,0,0,0
410210553,41021,55,3级水星石,img_3X_Sui,3,3,2,1200,2035,215,75,75,0,0,0,0,0,0,0
410210554,41021,55,4级水星石,img_4X_Sui,3,4,2,2400,2220,230,80,80,0,0,0,0,0,0,0
410210651,41021,65,1级火星石,img_1X_Huo,4,1,1,400000,2035,215,75,75,0,0,0,0,0,0,0
410210652,41021,65,2级火星石,img_2X_Huo,4,2,1,800000,2220,230,80,80,0,0,0,0,0,0,0
410210653,41021,65,3级火星石,img_3X_Huo,4,3,2,1800,2220,230,80,80,0,0,0,0,0,0,0
410210654,41021,65,4级火星石,img_4X_Huo,4,4,2,3200,2960,310,110,110,0,0,0,0,0,0,0
410210751,41021,75,1级金星石,img_1X_Jin,5,1,1,600000,2220,230,80,80,0,0,0,0,0,0,0
410210752,41021,75,2级金星石,img_2X_Jin,5,2,1,1000000,2590,270,95,95,0,0,0,0,0,0,0
410210753,41021,75,3级金星石,img_3X_Jin,5,3,2,2400,2960,310,110,110,0,0,0,0,0,0,0
410210754,41021,75,4级金星石,img_4X_Jin,5,4,2,4000,3700,385,135,135,0,0,0,0,0,0,0
410220351,41022,35,1级土星石,img_1X_Tu,1,1,1,50000,370,40,15,15,0,0,0,0,0,0,0
410220352,41022,35,2级土星石,img_2X_Tu,1,2,1,100000,445,50,20,20,0,0,0,0,0,0,0
410220353,41022,35,3级土星石,img_3X_Tu,1,3,2,300,740,80,30,30,0,0,0,0,0,0,0
410220354,41022,35,4级土星石,img_4X_Tu,1,4,2,800,925,100,35,35,0,0,0,0,0,0,0
410220451,41022,45,1级木星石,img_1X_Mu,2,1,1,100000,740,80,30,30,0,0,0,0,0,0,0
410220452,41022,45,2级木星石,img_2X_Mu,2,2,1,200000,890,95,35,35,0,0,0,0,0,0,0
410220453,41022,45,3级木星石,img_3X_Mu,2,3,2,600,1110,115,40,40,0,0,0,0,0,0,0
410220454,41022,45,4级木星石,img_4X_Mu,2,4,2,1600,1850,195,70,70,0,0,0,0,0,0,0
410220551,41022,55,1级水星石,img_1X_Sui,3,1,1,200000,1110,115,40,40,0,0,0,0,0,0,0
410220552,41022,55,2级水星石,img_2X_Sui,3,2,1,400000,1295,135,50,50,0,0,0,0,0,0,0
410220553,41022,55,3级水星石,img_3X_Sui,3,3,2,1200,2035,215,75,75,0,0,0,0,0,0,0
410220554,41022,55,4级水星石,img_4X_Sui,3,4,2,2400,2220,230,80,80,0,0,0,0,0,0,0
410220651,41022,65,1级火星石,img_1X_Huo,4,1,1,400000,2035,215,75,75,0,0,0,0,0,0,0
410220652,41022,65,2级火星石,img_2X_Huo,4,2,1,800000,2220,230,80,80,0,0,0,0,0,0,0
410220653,41022,65,3级火星石,img_3X_Huo,4,3,2,1800,2220,230,80,80,0,0,0,0,0,0,0
410220654,41022,65,4级火星石,img_4X_Huo,4,4,2,3200,2960,310,110,110,0,0,0,0,0,0,0
410220751,41022,75,1级金星石,img_1X_Jin,5,1,1,600000,2220,230,80,80,0,0,0,0,0,0,0
410220752,41022,75,2级金星石,img_2X_Jin,5,2,1,1000000,2590,270,95,95,0,0,0,0,0,0,0
410220753,41022,75,3级金星石,img_3X_Jin,5,3,2,2400,2960,310,110,110,0,0,0,0,0,0,0
410220754,41022,75,4级金星石,img_4X_Jin,5,4,2,4000,3700,385,135,135,0,0,0,0,0,0,0
410230351,41023,35,1级土星石,img_1X_Tu,1,1,1,50000,370,40,15,15,0,0,0,0,0,0,0
410230352,41023,35,2级土星石,img_2X_Tu,1,2,1,100000,445,50,20,20,0,0,0,0,0,0,0
410230353,41023,35,3级土星石,img_3X_Tu,1,3,2,300,740,80,30,30,0,0,0,0,0,0,0
410230354,41023,35,4级土星石,img_4X_Tu,1,4,2,800,925,100,35,35,0,0,0,0,0,0,0
410230451,41023,45,1级木星石,img_1X_Mu,2,1,1,100000,740,80,30,30,0,0,0,0,0,0,0
410230452,41023,45,2级木星石,img_2X_Mu,2,2,1,200000,890,95,35,35,0,0,0,0,0,0,0
410230453,41023,45,3级木星石,img_3X_Mu,2,3,2,600,1110,115,40,40,0,0,0,0,0,0,0
410230454,41023,45,4级木星石,img_4X_Mu,2,4,2,1600,1850,195,70,70,0,0,0,0,0,0,0
410230551,41023,55,1级水星石,img_1X_Sui,3,1,1,200000,1110,115,40,40,0,0,0,0,0,0,0
410230552,41023,55,2级水星石,img_2X_Sui,3,2,1,400000,1295,135,50,50,0,0,0,0,0,0,0
410230553,41023,55,3级水星石,img_3X_Sui,3,3,2,1200,2035,215,75,75,0,0,0,0,0,0,0
410230554,41023,55,4级水星石,img_4X_Sui,3,4,2,2400,2220,230,80,80,0,0,0,0,0,0,0
410230651,41023,65,1级火星石,img_1X_Huo,4,1,1,400000,2035,215,75,75,0,0,0,0,0,0,0
410230652,41023,65,2级火星石,img_2X_Huo,4,2,1,800000,2220,230,80,80,0,0,0,0,0,0,0
410230653,41023,65,3级火星石,img_3X_Huo,4,3,2,1800,2220,230,80,80,0,0,0,0,0,0,0
410230654,41023,65,4级火星石,img_4X_Huo,4,4,2,3200,2960,310,110,110,0,0,0,0,0,0,0
410230751,41023,75,1级金星石,img_1X_Jin,5,1,1,600000,2220,230,80,80,0,0,0,0,0,0,0
410230752,41023,75,2级金星石,img_2X_Jin,5,2,1,1000000,2590,270,95,95,0,0,0,0,0,0,0
410230753,41023,75,3级金星石,img_3X_Jin,5,3,2,2400,2960,310,110,110,0,0,0,0,0,0,0
410230754,41023,75,4级金星石,img_4X_Jin,5,4,2,4000,3700,385,135,135,0,0,0,0,0,0,0
410240351,41024,35,1级土星石,img_1X_Tu,1,1,1,50000,370,40,15,15,0,0,0,0,0,0,0
410240352,41024,35,2级土星石,img_2X_Tu,1,2,1,100000,445,50,20,20,0,0,0,0,0,0,0
410240353,41024,35,3级土星石,img_3X_Tu,1,3,2,300,740,80,30,30,0,0,0,0,0,0,0
410240354,41024,35,4级土星石,img_4X_Tu,1,4,2,800,925,100,35,35,0,0,0,0,0,0,0
410240451,41024,45,1级木星石,img_1X_Mu,2,1,1,100000,740,80,30,30,0,0,0,0,0,0,0
410240452,41024,45,2级木星石,img_2X_Mu,2,2,1,200000,890,95,35,35,0,0,0,0,0,0,0
410240453,41024,45,3级木星石,img_3X_Mu,2,3,2,600,1110,115,40,40,0,0,0,0,0,0,0
410240454,41024,45,4级木星石,img_4X_Mu,2,4,2,1600,1850,195,70,70,0,0,0,0,0,0,0
410240551,41024,55,1级水星石,img_1X_Sui,3,1,1,200000,1110,115,40,40,0,0,0,0,0,0,0
410240552,41024,55,2级水星石,img_2X_Sui,3,2,1,400000,1295,135,50,50,0,0,0,0,0,0,0
410240553,41024,55,3级水星石,img_3X_Sui,3,3,2,1200,2035,215,75,75,0,0,0,0,0,0,0
410240554,41024,55,4级水星石,img_4X_Sui,3,4,2,2400,2220,230,80,80,0,0,0,0,0,0,0
410240651,41024,65,1级火星石,img_1X_Huo,4,1,1,400000,2035,215,75,75,0,0,0,0,0,0,0
410240652,41024,65,2级火星石,img_2X_Huo,4,2,1,800000,2220,230,80,80,0,0,0,0,0,0,0
410240653,41024,65,3级火星石,img_3X_Huo,4,3,2,1800,2220,230,80,80,0,0,0,0,0,0,0
410240654,41024,65,4级火星石,img_4X_Huo,4,4,2,3200,2960,310,110,110,0,0,0,0,0,0,0
410240751,41024,75,1级金星石,img_1X_Jin,5,1,1,600000,2220,230,80,80,0,0,0,0,0,0,0
410240752,41024,75,2级金星石,img_2X_Jin,5,2,1,1000000,2590,270,95,95,0,0,0,0,0,0,0
410240753,41024,75,3级金星石,img_3X_Jin,5,3,2,2400,2960,310,110,110,0,0,0,0,0,0,0
410240754,41024,75,4级金星石,img_4X_Jin,5,4,2,4000,3700,385,135,135,0,0,0,0,0,0,0
410250351,41025,35,1级土星石,img_1X_Tu,1,1,1,50000,370,40,15,15,0,0,0,0,0,0,0
410250352,41025,35,2级土星石,img_2X_Tu,1,2,1,100000,445,50,20,20,0,0,0,0,0,0,0
410250353,41025,35,3级土星石,img_3X_Tu,1,3,2,300,740,80,30,30,0,0,0,0,0,0,0
410250354,41025,35,4级土星石,img_4X_Tu,1,4,2,800,925,100,35,35,0,0,0,0,0,0,0
410250451,41025,45,1级木星石,img_1X_Mu,2,1,1,100000,740,80,30,30,0,0,0,0,0,0,0
410250452,41025,45,2级木星石,img_2X_Mu,2,2,1,200000,890,95,35,35,0,0,0,0,0,0,0
410250453,41025,45,3级木星石,img_3X_Mu,2,3,2,600,1110,115,40,40,0,0,0,0,0,0,0
410250454,41025,45,4级木星石,img_4X_Mu,2,4,2,1600,1850,195,70,70,0,0,0,0,0,0,0
410250551,41025,55,1级水星石,img_1X_Sui,3,1,1,200000,1110,115,40,40,0,0,0,0,0,0,0
410250552,41025,55,2级水星石,img_2X_Sui,3,2,1,400000,1295,135,50,50,0,0,0,0,0,0,0
410250553,41025,55,3级水星石,img_3X_Sui,3,3,2,1200,2035,215,75,75,0,0,0,0,0,0,0
410250554,41025,55,4级水星石,img_4X_Sui,3,4,2,2400,2220,230,80,80,0,0,0,0,0,0,0
410250651,41025,65,1级火星石,img_1X_Huo,4,1,1,400000,2035,215,75,75,0,0,0,0,0,0,0
410250652,41025,65,2级火星石,img_2X_Huo,4,2,1,800000,2220,230,80,80,0,0,0,0,0,0,0
410250653,41025,65,3级火星石,img_3X_Huo,4,3,2,1800,2220,230,80,80,0,0,0,0,0,0,0
410250654,41025,65,4级火星石,img_4X_Huo,4,4,2,3200,2960,310,110,110,0,0,0,0,0,0,0
410250751,41025,75,1级金星石,img_1X_Jin,5,1,1,600000,2220,230,80,80,0,0,0,0,0,0,0
410250752,41025,75,2级金星石,img_2X_Jin,5,2,1,1000000,2590,270,95,95,0,0,0,0,0,0,0
410250753,41025,75,3级金星石,img_3X_Jin,5,3,2,2400,2960,310,110,110,0,0,0,0,0,0,0
